count	cutoff	tprate	fprate	tnrate	fnrate	case	base	gene	aligner	method	mask
0	0.38	0.818181818182	0.206611570248	0.793388429752	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.39	0.818181818182	0.198347107438	0.801652892562	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.4	0.818181818182	0.198347107438	0.801652892562	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.41	0.818181818182	0.198347107438	0.801652892562	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.42	0.818181818182	0.192837465565	0.807162534435	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.43	0.818181818182	0.184573002755	0.815426997245	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.44	0.818181818182	0.168044077135	0.831955922865	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.45	0.818181818182	0.143250688705	0.856749311295	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.46	0.818181818182	0.132231404959	0.867768595041	0.181818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.47	0.772727272727	0.123966942149	0.876033057851	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.48	0.772727272727	0.110192837466	0.889807162534	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.49	0.772727272727	0.104683195592	0.895316804408	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.5	0.772727272727	0.0964187327824	0.903581267218	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.51	0.772727272727	0.0964187327824	0.903581267218	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.52	0.772727272727	0.0881542699725	0.911845730028	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.53	0.772727272727	0.0881542699725	0.911845730028	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.54	0.772727272727	0.0853994490358	0.914600550964	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.55	0.772727272727	0.0853994490358	0.914600550964	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.56	0.772727272727	0.0853994490358	0.914600550964	0.227272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.57	0.727272727273	0.0826446280992	0.917355371901	0.272727272727	refaln	seqs_real	rho	linsi	fubar	azero
0	0.58	0.727272727273	0.0798898071625	0.920110192837	0.272727272727	refaln	seqs_real	rho	linsi	fubar	azero
0	0.59	0.727272727273	0.0743801652893	0.925619834711	0.272727272727	refaln	seqs_real	rho	linsi	fubar	azero
0	0.6	0.681818181818	0.0661157024793	0.933884297521	0.318181818182	refaln	seqs_real	rho	linsi	fubar	azero
0	0.61	0.636363636364	0.0633608815427	0.936639118457	0.363636363636	refaln	seqs_real	rho	linsi	fubar	azero
0	0.62	0.590909090909	0.0633608815427	0.936639118457	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.63	0.590909090909	0.0606060606061	0.939393939394	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.64	0.590909090909	0.0550964187328	0.944903581267	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.65	0.590909090909	0.0468319559229	0.953168044077	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.66	0.590909090909	0.0413223140496	0.95867768595	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.67	0.590909090909	0.0413223140496	0.95867768595	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.68	0.590909090909	0.0413223140496	0.95867768595	0.409090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.69	0.545454545455	0.0385674931129	0.961432506887	0.454545454545	refaln	seqs_real	rho	linsi	fubar	azero
0	0.7	0.545454545455	0.0358126721763	0.964187327824	0.454545454545	refaln	seqs_real	rho	linsi	fubar	azero
0	0.71	0.545454545455	0.0330578512397	0.96694214876	0.454545454545	refaln	seqs_real	rho	linsi	fubar	azero
0	0.72	0.5	0.0247933884298	0.97520661157	0.5	refaln	seqs_real	rho	linsi	fubar	azero
0	0.73	0.5	0.0220385674931	0.977961432507	0.5	refaln	seqs_real	rho	linsi	fubar	azero
0	0.74	0.454545454545	0.0165289256198	0.98347107438	0.545454545455	refaln	seqs_real	rho	linsi	fubar	azero
0	0.75	0.454545454545	0.0110192837466	0.988980716253	0.545454545455	refaln	seqs_real	rho	linsi	fubar	azero
0	0.76	0.454545454545	0.0110192837466	0.988980716253	0.545454545455	refaln	seqs_real	rho	linsi	fubar	azero
0	0.77	0.454545454545	0.00550964187328	0.994490358127	0.545454545455	refaln	seqs_real	rho	linsi	fubar	azero
0	0.78	0.454545454545	0.00275482093664	0.997245179063	0.545454545455	refaln	seqs_real	rho	linsi	fubar	azero
0	0.79	0.454545454545	0.00275482093664	0.997245179063	0.545454545455	refaln	seqs_real	rho	linsi	fubar	azero
0	0.8	0.409090909091	0.00275482093664	0.997245179063	0.590909090909	refaln	seqs_real	rho	linsi	fubar	azero
0	0.81	0.363636363636	0.00275482093664	0.997245179063	0.636363636364	refaln	seqs_real	rho	linsi	fubar	azero
0	0.82	0.363636363636	0.0	1.0	0.636363636364	refaln	seqs_real	rho	linsi	fubar	azero
0	0.83	0.363636363636	0.0	1.0	0.636363636364	refaln	seqs_real	rho	linsi	fubar	azero
0	0.84	0.363636363636	0.0	1.0	0.636363636364	refaln	seqs_real	rho	linsi	fubar	azero
0	0.85	0.363636363636	0.0	1.0	0.636363636364	refaln	seqs_real	rho	linsi	fubar	azero
0	0.86	0.363636363636	0.0	1.0	0.636363636364	refaln	seqs_real	rho	linsi	fubar	azero
0	0.87	0.318181818182	0.0	1.0	0.681818181818	refaln	seqs_real	rho	linsi	fubar	azero
0	0.88	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.89	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.9	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.91	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.92	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.93	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.94	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.95	0.272727272727	0.0	1.0	0.727272727273	refaln	seqs_real	rho	linsi	fubar	azero
0	0.96	0.0909090909091	0.0	1.0	0.909090909091	refaln	seqs_real	rho	linsi	fubar	azero
0	0.97	0.0454545454545	0.0	1.0	0.954545454545	refaln	seqs_real	rho	linsi	fubar	azero
0	0.98	0.0	0.0	1.0	1.0	refaln	seqs_real	rho	linsi	fubar	azero
0	0.99	0.0	0.0	1.0	1.0	refaln	seqs_real	rho	linsi	fubar	azero
0	1.0	0.0	0.0	1.0	1.0	refaln	seqs_real	rho	linsi	fubar	azero
0	0.0	1.0	1.0	0.0	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.01	1.0	0.96694214876	0.0330578512397	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.02	1.0	0.936639118457	0.0633608815427	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.03	1.0	0.876033057851	0.123966942149	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.04	1.0	0.826446280992	0.173553719008	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.05	1.0	0.809917355372	0.190082644628	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.06	1.0	0.743801652893	0.256198347107	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.07	1.0	0.68870523416	0.31129476584	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.08	1.0	0.628099173554	0.371900826446	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.09	1.0	0.600550964187	0.399449035813	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.1	1.0	0.592286501377	0.407713498623	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.11	1.0	0.584022038567	0.415977961433	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.12	1.0	0.570247933884	0.429752066116	0.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.13	0.954545454545	0.561983471074	0.438016528926	0.0454545454545	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.14	0.954545454545	0.556473829201	0.443526170799	0.0454545454545	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.15	0.909090909091	0.556473829201	0.443526170799	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.16	0.909090909091	0.523415977961	0.476584022039	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.17	0.909090909091	0.509641873278	0.490358126722	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.18	0.909090909091	0.479338842975	0.520661157025	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.19	0.909090909091	0.446280991736	0.553719008264	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.2	0.909090909091	0.393939393939	0.606060606061	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.21	0.909090909091	0.355371900826	0.644628099174	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.22	0.909090909091	0.316804407713	0.683195592287	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.23	0.909090909091	0.30303030303	0.69696969697	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.24	0.909090909091	0.280991735537	0.719008264463	0.0909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.25	0.863636363636	0.269972451791	0.730027548209	0.136363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.26	0.863636363636	0.261707988981	0.738292011019	0.136363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.27	0.863636363636	0.253443526171	0.746556473829	0.136363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.28	0.863636363636	0.250688705234	0.749311294766	0.136363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.29	0.818181818182	0.250688705234	0.749311294766	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.3	0.818181818182	0.242424242424	0.757575757576	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.31	0.818181818182	0.242424242424	0.757575757576	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.32	0.818181818182	0.242424242424	0.757575757576	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.33	0.818181818182	0.242424242424	0.757575757576	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.34	0.818181818182	0.236914600551	0.763085399449	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.35	0.818181818182	0.225895316804	0.774104683196	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.36	0.818181818182	0.214876033058	0.785123966942	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.37	0.818181818182	0.206611570248	0.793388429752	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.38	0.818181818182	0.201101928375	0.798898071625	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.39	0.818181818182	0.198347107438	0.801652892562	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.4	0.818181818182	0.195592286501	0.804407713499	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.41	0.818181818182	0.195592286501	0.804407713499	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.42	0.818181818182	0.190082644628	0.809917355372	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.43	0.818181818182	0.184573002755	0.815426997245	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.44	0.818181818182	0.170798898072	0.829201101928	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.45	0.818181818182	0.146005509642	0.853994490358	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.46	0.818181818182	0.134986225895	0.865013774105	0.181818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.47	0.772727272727	0.132231404959	0.867768595041	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.48	0.772727272727	0.112947658402	0.887052341598	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.49	0.772727272727	0.104683195592	0.895316804408	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.5	0.772727272727	0.0964187327824	0.903581267218	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.51	0.772727272727	0.0964187327824	0.903581267218	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.52	0.772727272727	0.0853994490358	0.914600550964	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.53	0.772727272727	0.0853994490358	0.914600550964	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.54	0.772727272727	0.0826446280992	0.917355371901	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.55	0.772727272727	0.0826446280992	0.917355371901	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.56	0.772727272727	0.0826446280992	0.917355371901	0.227272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.57	0.727272727273	0.0826446280992	0.917355371901	0.272727272727	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.58	0.727272727273	0.0771349862259	0.922865013774	0.272727272727	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.59	0.727272727273	0.0716253443526	0.928374655647	0.272727272727	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.6	0.681818181818	0.0606060606061	0.939393939394	0.318181818182	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.61	0.636363636364	0.0578512396694	0.942148760331	0.363636363636	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.62	0.590909090909	0.0578512396694	0.942148760331	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.63	0.590909090909	0.0550964187328	0.944903581267	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.64	0.590909090909	0.0495867768595	0.95041322314	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.65	0.590909090909	0.0413223140496	0.95867768595	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.66	0.590909090909	0.0385674931129	0.961432506887	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.67	0.590909090909	0.0358126721763	0.964187327824	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.68	0.590909090909	0.0358126721763	0.964187327824	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.69	0.590909090909	0.0330578512397	0.96694214876	0.409090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.7	0.545454545455	0.030303030303	0.969696969697	0.454545454545	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.71	0.545454545455	0.0275482093664	0.972451790634	0.454545454545	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.72	0.5	0.0247933884298	0.97520661157	0.5	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.73	0.5	0.0192837465565	0.980716253444	0.5	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.74	0.5	0.0137741046832	0.986225895317	0.5	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.75	0.5	0.00826446280992	0.99173553719	0.5	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.76	0.454545454545	0.00826446280992	0.99173553719	0.545454545455	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.77	0.454545454545	0.00550964187328	0.994490358127	0.545454545455	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.78	0.454545454545	0.00275482093664	0.997245179063	0.545454545455	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.79	0.454545454545	0.00275482093664	0.997245179063	0.545454545455	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.8	0.454545454545	0.00275482093664	0.997245179063	0.545454545455	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.81	0.363636363636	0.00275482093664	0.997245179063	0.636363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.82	0.363636363636	0.0	1.0	0.636363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.83	0.363636363636	0.0	1.0	0.636363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.84	0.363636363636	0.0	1.0	0.636363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.85	0.363636363636	0.0	1.0	0.636363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.86	0.363636363636	0.0	1.0	0.636363636364	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.87	0.318181818182	0.0	1.0	0.681818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.88	0.318181818182	0.0	1.0	0.681818181818	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.89	0.272727272727	0.0	1.0	0.727272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.9	0.272727272727	0.0	1.0	0.727272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.91	0.272727272727	0.0	1.0	0.727272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.92	0.272727272727	0.0	1.0	0.727272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.93	0.272727272727	0.0	1.0	0.727272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.94	0.272727272727	0.0	1.0	0.727272727273	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.95	0.227272727273	0.0	1.0	0.772727272727	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.96	0.0909090909091	0.0	1.0	0.909090909091	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.97	0.0454545454545	0.0	1.0	0.954545454545	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.98	0.0	0.0	1.0	1.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.99	0.0	0.0	1.0	1.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	1.0	0.0	0.0	1.0	1.0	guidance_p	seqs_real	rho	linsi	fubar	fifty
0	0.0	1.0	1.0	0.0	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.01	1.0	0.96694214876	0.0330578512397	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.02	1.0	0.936639118457	0.0633608815427	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.03	1.0	0.876033057851	0.123966942149	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.04	1.0	0.826446280992	0.173553719008	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.05	1.0	0.807162534435	0.192837465565	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.06	1.0	0.741046831956	0.258953168044	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.07	1.0	0.68870523416	0.31129476584	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.08	1.0	0.619834710744	0.380165289256	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.09	1.0	0.600550964187	0.399449035813	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.1	1.0	0.589531680441	0.410468319559	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.11	1.0	0.584022038567	0.415977961433	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.12	1.0	0.570247933884	0.429752066116	0.0	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.13	0.954545454545	0.561983471074	0.438016528926	0.0454545454545	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.14	0.954545454545	0.556473829201	0.443526170799	0.0454545454545	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.15	0.909090909091	0.556473829201	0.443526170799	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.16	0.909090909091	0.523415977961	0.476584022039	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.17	0.909090909091	0.490358126722	0.509641873278	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.18	0.909090909091	0.465564738292	0.534435261708	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.19	0.909090909091	0.432506887052	0.567493112948	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.2	0.909090909091	0.382920110193	0.617079889807	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.21	0.909090909091	0.338842975207	0.661157024793	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.22	0.909090909091	0.314049586777	0.685950413223	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.23	0.909090909091	0.305785123967	0.694214876033	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.24	0.909090909091	0.280991735537	0.719008264463	0.0909090909091	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.25	0.863636363636	0.269972451791	0.730027548209	0.136363636364	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.26	0.863636363636	0.258953168044	0.741046831956	0.136363636364	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.27	0.863636363636	0.253443526171	0.746556473829	0.136363636364	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.28	0.863636363636	0.250688705234	0.749311294766	0.136363636364	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.29	0.818181818182	0.250688705234	0.749311294766	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.3	0.818181818182	0.242424242424	0.757575757576	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.31	0.818181818182	0.242424242424	0.757575757576	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.32	0.818181818182	0.242424242424	0.757575757576	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.33	0.818181818182	0.242424242424	0.757575757576	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.34	0.818181818182	0.236914600551	0.763085399449	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.35	0.818181818182	0.220385674931	0.779614325069	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
0	0.36	0.818181818182	0.214876033058	0.785123966942	0.181818181818	BMweights_p	seqs_real	rho	linsi	fubar	fifty
