count	tprate	fprate	tnrate	fnrate	accuracy	taxamasked	percentmasked	percentgaps	case	gene	aligner	method	mask
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	0	0.0	0.142317142317	aarefaln	or5	linsi	fubar	zero
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	10	0.0127809607757	0.142317142317	aguidance	or5	linsi	fubar	seventy
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	10	0.0127809607757	0.142317142317	BMweights	or5	linsi	fubar	seventy
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	10	0.0127809607757	0.142317142317	PDweights	or5	linsi	fubar	seventy
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	11	0.0226972234465	0.142317142317	aguidance_p	or5	linsi	fubar	fifty
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	11	0.0226972234465	0.142317142317	BMweights_p	or5	linsi	fubar	fifty
0	0.0357142857143	0.0	1.0	0.964285714286	0.933823529412	11	0.0235786690172	0.142317142317	PDweights_p	or5	linsi	fubar	fifty
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	0	0.0	0.161778101658	aarefaln	or5	linsi	fubar	zero
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	5	0.013910019561	0.161778101658	aguidance	or5	linsi	fubar	seventy
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	5	0.013910019561	0.161778101658	BMweights	or5	linsi	fubar	seventy
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	5	0.013910019561	0.161778101658	PDweights	or5	linsi	fubar	seventy
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	10	0.0204303412302	0.161778101658	aguidance_p	or5	linsi	fubar	fifty
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	10	0.0204303412302	0.161778101658	BMweights_p	or5	linsi	fubar	fifty
1	0.2	0.00245098039216	0.997549019608	0.8	0.960280373832	11	0.024777222343	0.161778101658	PDweights_p	or5	linsi	fubar	fifty
2	0.125	0.0	1.0	0.875	0.933014354067	0	0.0	0.182711198428	aarefaln	or5	linsi	fubar	zero
2	0.125	0.0	1.0	0.875	0.933014354067	7	0.0166083916084	0.182711198428	aguidance	or5	linsi	fubar	seventy
2	0.125	0.0	1.0	0.875	0.933014354067	7	0.0166083916084	0.182711198428	BMweights	or5	linsi	fubar	seventy
2	0.125	0.0	1.0	0.875	0.933014354067	10	0.0179195804196	0.182711198428	PDweights	or5	linsi	fubar	seventy
2	0.09375	0.0	1.0	0.90625	0.930622009569	10	0.0281905594406	0.182711198428	aguidance_p	or5	linsi	fubar	fifty
2	0.125	0.0	1.0	0.875	0.933014354067	10	0.0281905594406	0.182711198428	BMweights_p	or5	linsi	fubar	fifty
2	0.125	0.0	1.0	0.875	0.933014354067	11	0.0531031468531	0.182711198428	PDweights_p	or5	linsi	fubar	fifty
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	0	0.0	0.0950040950041	aarefaln	or5	linsi	fubar	zero
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	9	0.00746606334842	0.0950040950041	aguidance	or5	linsi	fubar	seventy
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	9	0.00701357466063	0.0950040950041	BMweights	or5	linsi	fubar	seventy
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	9	0.00746606334842	0.0950040950041	PDweights	or5	linsi	fubar	seventy
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	10	0.0171945701357	0.0950040950041	aguidance_p	or5	linsi	fubar	fifty
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	10	0.0171945701357	0.0950040950041	BMweights_p	or5	linsi	fubar	fifty
3	0.233333333333	0.00271002710027	0.9972899729	0.766666666667	0.93984962406	10	0.0199095022624	0.0950040950041	PDweights_p	or5	linsi	fubar	fifty
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	0	0.0	0.0806872553284	aarefaln	or5	linsi	fubar	zero
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	6	0.00378519044239	0.0806872553284	aguidance	or5	linsi	fubar	seventy
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	6	0.00378519044239	0.0806872553284	BMweights	or5	linsi	fubar	seventy
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	6	0.00378519044239	0.0806872553284	PDweights	or5	linsi	fubar	seventy
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	8	0.02767920511	0.0806872553284	aguidance_p	or5	linsi	fubar	fifty
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	8	0.0274426307074	0.0806872553284	BMweights_p	or5	linsi	fubar	fifty
4	0.0740740740741	0.00284090909091	0.997159090909	0.925925925926	0.931398416887	8	0.02767920511	0.0806872553284	PDweights_p	or5	linsi	fubar	fifty
5	0.15625	0.0	1.0	0.84375	0.933497536946	0	0.0	0.122392758756	aarefaln	or5	linsi	fubar	zero
5	0.15625	0.0	1.0	0.84375	0.933497536946	7	0.0109865470852	0.122392758756	aguidance	or5	linsi	fubar	seventy
5	0.15625	0.0	1.0	0.84375	0.933497536946	7	0.0109865470852	0.122392758756	BMweights	or5	linsi	fubar	seventy
5	0.15625	0.0	1.0	0.84375	0.933497536946	7	0.0109865470852	0.122392758756	PDweights	or5	linsi	fubar	seventy
5	0.15625	0.0	1.0	0.84375	0.933497536946	10	0.0174887892377	0.122392758756	aguidance_p	or5	linsi	fubar	fifty
5	0.15625	0.0	1.0	0.84375	0.933497536946	10	0.0174887892377	0.122392758756	BMweights_p	or5	linsi	fubar	fifty
5	0.15625	0.0	1.0	0.84375	0.933497536946	11	0.0242152466368	0.122392758756	PDweights_p	or5	linsi	fubar	fifty
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	0	0.0	0.10346223932	aarefaln	or5	linsi	fubar	zero
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	6	0.00722673893406	0.10346223932	aguidance	or5	linsi	fubar	seventy
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	6	0.00722673893406	0.10346223932	BMweights	or5	linsi	fubar	seventy
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	6	0.00722673893406	0.10346223932	PDweights	or5	linsi	fubar	seventy
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	10	0.0173893405601	0.10346223932	aguidance_p	or5	linsi	fubar	fifty
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	8	0.0117434507678	0.10346223932	BMweights_p	or5	linsi	fubar	fifty
6	0.1	0.00276243093923	0.997237569061	0.9	0.907960199005	11	0.026874435411	0.10346223932	PDweights_p	or5	linsi	fubar	fifty
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	0	0.0	0.0899056793097	aarefaln	or5	linsi	fubar	zero
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	5	0.0077177508269	0.0899056793097	aguidance	or5	linsi	fubar	seventy
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	5	0.0077177508269	0.0899056793097	BMweights	or5	linsi	fubar	seventy
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	5	0.0077177508269	0.0899056793097	PDweights	or5	linsi	fubar	seventy
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	6	0.00970231532525	0.0899056793097	aguidance_p	or5	linsi	fubar	fifty
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	6	0.00970231532525	0.0899056793097	BMweights_p	or5	linsi	fubar	fifty
7	0.129032258065	0.0	1.0	0.870967741935	0.934939759036	8	0.0110253583241	0.0899056793097	PDweights_p	or5	linsi	fubar	fifty
8	0.0857142857143	0.0	1.0	0.914285714286	0.924882629108	0	0.0	0.0786791683653	aarefaln	or5	linsi	fubar	zero
8	0.0571428571429	0.0	1.0	0.942857142857	0.922535211268	7	0.00442477876106	0.0786791683653	aguidance	or5	linsi	fubar	seventy
8	0.0571428571429	0.0	1.0	0.942857142857	0.922535211268	7	0.00442477876106	0.0786791683653	BMweights	or5	linsi	fubar	seventy
8	0.0571428571429	0.0	1.0	0.942857142857	0.922535211268	7	0.00508849557522	0.0786791683653	PDweights	or5	linsi	fubar	seventy
8	0.0571428571429	0.0	1.0	0.942857142857	0.922535211268	7	0.00553097345133	0.0786791683653	aguidance_p	or5	linsi	fubar	fifty
8	0.0571428571429	0.0	1.0	0.942857142857	0.922535211268	7	0.00553097345133	0.0786791683653	BMweights_p	or5	linsi	fubar	fifty
8	0.0571428571429	0.0	1.0	0.942857142857	0.922535211268	8	0.0192477876106	0.0786791683653	PDweights_p	or5	linsi	fubar	fifty
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	0	0.0	0.135966653434	aarefaln	or5	linsi	fubar	zero
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	11	0.0158511371468	0.135966653434	aguidance	or5	linsi	fubar	seventy
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	11	0.0158511371468	0.135966653434	BMweights	or5	linsi	fubar	seventy
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	11	0.0158511371468	0.135966653434	PDweights	or5	linsi	fubar	seventy
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	11	0.0165403170227	0.135966653434	aguidance_p	or5	linsi	fubar	fifty
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	11	0.0153916838962	0.135966653434	BMweights_p	or5	linsi	fubar	fifty
9	0.108108108108	0.0	1.0	0.891891891892	0.917705735661	11	0.0192970365265	0.135966653434	PDweights_p	or5	linsi	fubar	fifty
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	0	0.0	0.151388360593	aarefaln	or5	linsi	fubar	zero
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	6	0.0129986553115	0.151388360593	aguidance	or5	linsi	fubar	seventy
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	6	0.0129986553115	0.151388360593	BMweights	or5	linsi	fubar	seventy
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	6	0.0129986553115	0.151388360593	PDweights	or5	linsi	fubar	seventy
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	9	0.0248767368893	0.151388360593	aguidance_p	or5	linsi	fubar	fifty
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	9	0.0248767368893	0.151388360593	BMweights_p	or5	linsi	fubar	fifty
10	0.0666666666667	0.0	1.0	0.933333333333	0.894736842105	10	0.0275661138503	0.151388360593	PDweights_p	or5	linsi	fubar	fifty
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	0	0.0	0.104958677686	aarefaln	or5	linsi	fubar	zero
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	11	0.017082179132	0.104958677686	aguidance	or5	linsi	fubar	seventy
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	11	0.0150046168052	0.104958677686	BMweights	or5	linsi	fubar	seventy
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	11	0.0177746999077	0.104958677686	PDweights	or5	linsi	fubar	seventy
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	9	0.0205447830102	0.104958677686	aguidance_p	or5	linsi	fubar	fifty
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	9	0.0205447830102	0.104958677686	BMweights_p	or5	linsi	fubar	fifty
11	0.210526315789	0.0	1.0	0.789473684211	0.961636828645	11	0.0219298245614	0.104958677686	PDweights_p	or5	linsi	fubar	fifty
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	0	0.0	0.106602870813	aarefaln	or5	linsi	fubar	zero
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	8	0.00728363324764	0.106602870813	aguidance	or5	linsi	fubar	seventy
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	8	0.00728363324764	0.106602870813	BMweights	or5	linsi	fubar	seventy
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	8	0.00728363324764	0.106602870813	PDweights	or5	linsi	fubar	seventy
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	11	0.0212082262211	0.106602870813	aguidance_p	or5	linsi	fubar	fifty
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	11	0.0209940017138	0.106602870813	BMweights_p	or5	linsi	fubar	fifty
12	0.166666666667	0.00254452926209	0.997455470738	0.833333333333	0.93853427896	11	0.0224935732648	0.106602870813	PDweights_p	or5	linsi	fubar	fifty
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	0	0.0	0.123160653094	aarefaln	or5	linsi	fubar	zero
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	7	0.00804597701149	0.123160653094	aguidance	or5	linsi	fubar	seventy
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	7	0.00804597701149	0.123160653094	BMweights	or5	linsi	fubar	seventy
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	7	0.00804597701149	0.123160653094	PDweights	or5	linsi	fubar	seventy
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	11	0.023908045977	0.123160653094	aguidance_p	or5	linsi	fubar	fifty
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	11	0.023908045977	0.123160653094	BMweights_p	or5	linsi	fubar	fifty
13	0.111111111111	0.0	1.0	0.888888888889	0.939546599496	11	0.0280459770115	0.123160653094	PDweights_p	or5	linsi	fubar	fifty
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	0	0.0	0.0952877397832	aarefaln	or5	linsi	fubar	zero
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	7	0.00668356764231	0.0952877397832	aguidance	or5	linsi	fubar	seventy
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	7	0.00668356764231	0.0952877397832	BMweights	or5	linsi	fubar	seventy
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	7	0.00668356764231	0.0952877397832	PDweights	or5	linsi	fubar	seventy
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	7	0.0135976031344	0.0952877397832	aguidance_p	or5	linsi	fubar	fifty
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	7	0.0135976031344	0.0952877397832	BMweights_p	or5	linsi	fubar	fifty
14	0.192307692308	0.0	1.0	0.807692307692	0.946835443038	10	0.014749942383	0.0952877397832	PDweights_p	or5	linsi	fubar	fifty
15	0.142857142857	0.00529100529101	0.994708994709	0.857142857143	0.949874686717	0	0.0	0.0919540229885	aarefaln	or5	linsi	fubar	zero
15	0.142857142857	0.0026455026455	0.997354497354	0.857142857143	0.952380952381	7	0.00690448791715	0.0919540229885	aguidance	or5	linsi	fubar	seventy
15	0.142857142857	0.0026455026455	0.997354497354	0.857142857143	0.952380952381	7	0.00690448791715	0.0919540229885	BMweights	or5	linsi	fubar	seventy
15	0.142857142857	0.0026455026455	0.997354497354	0.857142857143	0.952380952381	7	0.00690448791715	0.0919540229885	PDweights	or5	linsi	fubar	seventy
15	0.142857142857	0.00529100529101	0.994708994709	0.857142857143	0.949874686717	10	0.0108170310702	0.0919540229885	aguidance_p	or5	linsi	fubar	fifty
15	0.142857142857	0.00529100529101	0.994708994709	0.857142857143	0.949874686717	10	0.0108170310702	0.0919540229885	BMweights_p	or5	linsi	fubar	fifty
15	0.142857142857	0.00529100529101	0.994708994709	0.857142857143	0.949874686717	11	0.0131185270426	0.0919540229885	PDweights_p	or5	linsi	fubar	fifty
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	0	0.0	0.086859688196	aarefaln	or5	linsi	fubar	zero
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	8	0.00709534368071	0.086859688196	aguidance	or5	linsi	fubar	seventy
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	8	0.00709534368071	0.086859688196	BMweights	or5	linsi	fubar	seventy
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	11	0.0115299334812	0.086859688196	PDweights	or5	linsi	fubar	seventy
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	10	0.0119733924612	0.086859688196	aguidance_p	or5	linsi	fubar	fifty
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	10	0.0106430155211	0.086859688196	BMweights_p	or5	linsi	fubar	fifty
16	0.142857142857	0.0	1.0	0.857142857143	0.942857142857	11	0.029711751663	0.086859688196	PDweights_p	or5	linsi	fubar	fifty
17	0.0555555555556	0.00271739130435	0.997282608696	0.944444444444	0.913366336634	0	0.0	0.127311660502	aarefaln	or5	linsi	fubar	zero
17	0.0555555555556	0.00271739130435	0.997282608696	0.944444444444	0.913366336634	6	0.0124916350658	0.127311660502	aguidance	or5	linsi	fubar	seventy
17	0.0555555555556	0.00271739130435	0.997282608696	0.944444444444	0.913366336634	6	0.0124916350658	0.127311660502	BMweights	or5	linsi	fubar	seventy
17	0.0833333333333	0.00271739130435	0.997282608696	0.916666666667	0.915841584158	6	0.0124916350658	0.127311660502	PDweights	or5	linsi	fubar	seventy
17	0.0555555555556	0.00271739130435	0.997282608696	0.944444444444	0.913366336634	8	0.0178451929511	0.127311660502	aguidance_p	or5	linsi	fubar	fifty
17	0.0833333333333	0.00271739130435	0.997282608696	0.916666666667	0.915841584158	8	0.0178451929511	0.127311660502	BMweights_p	or5	linsi	fubar	fifty
17	0.0833333333333	0.00271739130435	0.997282608696	0.916666666667	0.915841584158	8	0.0191835824225	0.127311660502	PDweights_p	or5	linsi	fubar	fifty
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	0	0.0	0.0617415371514	aarefaln	or5	linsi	fubar	zero
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	5	0.00363058770138	0.0617415371514	aguidance	or5	linsi	fubar	seventy
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	5	0.00363058770138	0.0617415371514	BMweights	or5	linsi	fubar	seventy
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	5	0.00363058770138	0.0617415371514	PDweights	or5	linsi	fubar	seventy
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	9	0.00998411617881	0.0617415371514	aguidance_p	or5	linsi	fubar	fifty
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	9	0.00998411617881	0.0617415371514	BMweights_p	or5	linsi	fubar	fifty
18	0.0606060606061	0.0	1.0	0.939393939394	0.923076923077	10	0.0113455865668	0.0617415371514	PDweights_p	or5	linsi	fubar	fifty
19	0.0588235294118	0.0	1.0	0.941176470588	0.912568306011	0	0.0	0.20659424433	aarefaln	or5	linsi	fubar	zero
19	0.0294117647059	0.0	1.0	0.970588235294	0.909836065574	8	0.0160941628633	0.20659424433	aguidance	or5	linsi	fubar	seventy
19	0.0294117647059	0.0	1.0	0.970588235294	0.909836065574	8	0.0160941628633	0.20659424433	BMweights	or5	linsi	fubar	seventy
19	0.0294117647059	0.0	1.0	0.970588235294	0.909836065574	8	0.0160941628633	0.20659424433	PDweights	or5	linsi	fubar	seventy
19	0.0294117647059	0.0	1.0	0.970588235294	0.909836065574	11	0.0557290415566	0.20659424433	aguidance_p	or5	linsi	fubar	fifty
19	0.0294117647059	0.0	1.0	0.970588235294	0.909836065574	11	0.0557290415566	0.20659424433	BMweights_p	or5	linsi	fubar	fifty
19	0.0294117647059	0.0	1.0	0.970588235294	0.909836065574	11	0.0571703098727	0.20659424433	PDweights_p	or5	linsi	fubar	fifty
20	0.0588235294118	0.0	1.0	0.941176470588	0.920987654321	0	0.0	0.14091878271	aarefaln	or5	linsi	fubar	zero
