"count"	"tprate"	"fprate"	"tnrate"	"fnrate"	"accuracy"	"taxamasked"	"percentmasked"	"percentgaps"	"case"	"gene"	"aligner"	"method"	"penal"	"tp_to_fp"
"1"	0	0.576923076923	0.0112359550562	0.988764044944	0.423076923077	0.960732984293	0	0	0.478894307256	"arefaln"	"flat"	"linsi"	"fubar"	"azero"	51.3461538460546
"2"	0	0.538461538462	0.0112359550562	0.988764044944	0.461538461538	0.958115183246	73	0.00590685095157	0.478894307256	"guidance"	"flat"	"linsi"	"fubar"	"no"	47.9230769230317
"3"	0	0.538461538462	0.0112359550562	0.988764044944	0.461538461538	0.958115183246	71	0.00559159767044	0.478894307256	"BMweights"	"flat"	"linsi"	"fubar"	"no"	47.9230769230317
"4"	0	0.538461538462	0.0112359550562	0.988764044944	0.461538461538	0.958115183246	74	0.00605618145315	0.478894307256	"PDweights"	"flat"	"linsi"	"fubar"	"no"	47.9230769230317
"5"	0	0.576923076923	0.0112359550562	0.988764044944	0.423076923077	0.960732984293	131	0.0125603544111	0.478894307256	"guidance_p"	"flat"	"linsi"	"fubar"	"yes"	51.3461538460546
"6"	0	0.538461538462	0.0112359550562	0.988764044944	0.461538461538	0.958115183246	131	0.0125603544111	0.478894307256	"BMweights_p"	"flat"	"linsi"	"fubar"	"yes"	47.9230769230317
"7"	0	0.576923076923	0.0112359550562	0.988764044944	0.423076923077	0.960732984293	131	0.0125603544111	0.478894307256	"PDweights_p"	"flat"	"linsi"	"fubar"	"yes"	51.3461538460546
"8"	1	0.522727272727	0.0170454545455	0.982954545455	0.477272727273	0.931818181818	0	0	0.493979227524	"arefaln"	"flat"	"linsi"	"fubar"	"azero"	30.6666666665689
"9"	1	0.522727272727	0.0198863636364	0.980113636364	0.477272727273	0.929292929293	59	0.00503511753953	0.493979227524	"guidance"	"flat"	"linsi"	"fubar"	"no"	26.2857142856525
"10"	1	0.522727272727	0.0198863636364	0.980113636364	0.477272727273	0.929292929293	59	0.00489079888394	0.493979227524	"BMweights"	"flat"	"linsi"	"fubar"	"no"	26.2857142856525
"11"	1	0.522727272727	0.0198863636364	0.980113636364	0.477272727273	0.929292929293	59	0.005259613226	0.493979227524	"PDweights"	"flat"	"linsi"	"fubar"	"no"	26.2857142856525
"12"	1	0.568181818182	0.0198863636364	0.980113636364	0.431818181818	0.934343434343	102	0.0114492800103	0.493979227524	"guidance_p"	"flat"	"linsi"	"fubar"	"yes"	28.5714285713855
"13"	1	0.522727272727	0.0198863636364	0.980113636364	0.477272727273	0.929292929293	102	0.0114492800103	0.493979227524	"BMweights_p"	"flat"	"linsi"	"fubar"	"yes"	26.2857142856525
"14"	1	0.522727272727	0.0198863636364	0.980113636364	0.477272727273	0.929292929293	102	0.0114492800103	0.493979227524	"PDweights_p"	"flat"	"linsi"	"fubar"	"yes"	26.2857142856525
"15"	2	0.407407407407	0.0223463687151	0.977653631285	0.592592592593	0.937662337662	0	0	0.448853917208	"arefaln"	"flat"	"linsi"	"fubar"	"azero"	18.23148148145
"16"	2	0.407407407407	0.0223463687151	0.977653631285	0.592592592593	0.937662337662	117	0.00679538697769	0.448853917208	"guidance"	"flat"	"linsi"	"fubar"	"no"	18.23148148145
"17"	2	0.407407407407	0.0223463687151	0.977653631285	0.592592592593	0.937662337662	117	0.00664837139403	0.448853917208	"BMweights"	"flat"	"linsi"	"fubar"	"no"	18.23148148145
"18"	2	0.407407407407	0.0251396648045	0.974860335196	0.592592592593	0.935064935065	124	0.00713842333954	0.448853917208	"PDweights"	"flat"	"linsi"	"fubar"	"no"	16.2057613168364
"19"	2	0.407407407407	0.0223463687151	0.977653631285	0.592592592593	0.937662337662	142	0.0195694076905	0.448853917208	"guidance_p"	"flat"	"linsi"	"fubar"	"yes"	18.23148148145
"20"	2	0.407407407407	0.0223463687151	0.977653631285	0.592592592593	0.937662337662	148	0.0208435427489	0.448853917208	"BMweights_p"	"flat"	"linsi"	"fubar"	"yes"	18.23148148145
"21"	2	0.407407407407	0.0223463687151	0.977653631285	0.592592592593	0.937662337662	148	0.0208435427489	0.448853917208	"PDweights_p"	"flat"	"linsi"	"fubar"	"yes"	18.23148148145
