count	tprate	fprate	tnrate	fnrate	accuracy	taxamasked	percentmasked	percentgaps	case	gene	aligner	method	penal
10	0.222222222222	0.00282485875706	0.997175141243	0.777777777778	0.90977443609	10	0.0275661138503	0.151388360593	PDweights_p	or5	linsi	fubar	yes
11	0.368421052632	0.00537634408602	0.994623655914	0.631578947368	0.964194373402	0	0.0	0.104958677686	arefaln	or5	linsi	fubar	azero
11	0.368421052632	0.00268817204301	0.997311827957	0.631578947368	0.966751918159	7	0.0103878116343	0.104958677686	guidance	or5	linsi	fubar	no
11	0.368421052632	0.00268817204301	0.997311827957	0.631578947368	0.966751918159	8	0.0108494921514	0.104958677686	BMweights	or5	linsi	fubar	no
11	0.368421052632	0.00268817204301	0.997311827957	0.631578947368	0.966751918159	8	0.0131578947368	0.104958677686	PDweights	or5	linsi	fubar	no
11	0.368421052632	0.00268817204301	0.997311827957	0.631578947368	0.966751918159	9	0.0205447830102	0.104958677686	guidance_p	or5	linsi	fubar	yes
11	0.368421052632	0.00537634408602	0.994623655914	0.631578947368	0.964194373402	9	0.0205447830102	0.104958677686	BMweights_p	or5	linsi	fubar	yes
11	0.368421052632	0.00537634408602	0.994623655914	0.631578947368	0.964194373402	11	0.0219298245614	0.104958677686	PDweights_p	or5	linsi	fubar	yes
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	0	0.0	0.106602870813	arefaln	or5	linsi	fubar	azero
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	8	0.00728363324764	0.106602870813	guidance	or5	linsi	fubar	no
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	7	0.00706940874036	0.106602870813	BMweights	or5	linsi	fubar	no
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	8	0.00728363324764	0.106602870813	PDweights	or5	linsi	fubar	no
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	11	0.0212082262211	0.106602870813	guidance_p	or5	linsi	fubar	yes
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	11	0.0209940017138	0.106602870813	BMweights_p	or5	linsi	fubar	yes
12	0.366666666667	0.00763358778626	0.992366412214	0.633333333333	0.947990543735	11	0.0224935732648	0.106602870813	PDweights_p	or5	linsi	fubar	yes
13	0.296296296296	0.00810810810811	0.991891891892	0.703703703704	0.944584382872	0	0.0	0.123160653094	arefaln	or5	linsi	fubar	azero
13	0.296296296296	0.00810810810811	0.991891891892	0.703703703704	0.944584382872	7	0.00804597701149	0.123160653094	guidance	or5	linsi	fubar	no
13	0.296296296296	0.00810810810811	0.991891891892	0.703703703704	0.944584382872	7	0.00804597701149	0.123160653094	BMweights	or5	linsi	fubar	no
13	0.296296296296	0.00810810810811	0.991891891892	0.703703703704	0.944584382872	7	0.00804597701149	0.123160653094	PDweights	or5	linsi	fubar	no
13	0.296296296296	0.00810810810811	0.991891891892	0.703703703704	0.944584382872	11	0.023908045977	0.123160653094	guidance_p	or5	linsi	fubar	yes
13	0.333333333333	0.00810810810811	0.991891891892	0.666666666667	0.947103274559	11	0.023908045977	0.123160653094	BMweights_p	or5	linsi	fubar	yes
13	0.333333333333	0.00810810810811	0.991891891892	0.666666666667	0.947103274559	11	0.0280459770115	0.123160653094	PDweights_p	or5	linsi	fubar	yes
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	0	0.0	0.0952877397832	arefaln	or5	linsi	fubar	azero
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	7	0.00668356764231	0.0952877397832	guidance	or5	linsi	fubar	no
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	7	0.00668356764231	0.0952877397832	BMweights	or5	linsi	fubar	no
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	7	0.00668356764231	0.0952877397832	PDweights	or5	linsi	fubar	no
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	7	0.0135976031344	0.0952877397832	guidance_p	or5	linsi	fubar	yes
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	7	0.0135976031344	0.0952877397832	BMweights_p	or5	linsi	fubar	yes
14	0.461538461538	0.00271002710027	0.9972899729	0.538461538462	0.962025316456	10	0.014749942383	0.0952877397832	PDweights_p	or5	linsi	fubar	yes
15	0.380952380952	0.0185185185185	0.981481481481	0.619047619048	0.949874686717	0	0.0	0.0919540229885	arefaln	or5	linsi	fubar	azero
15	0.380952380952	0.0185185185185	0.981481481481	0.619047619048	0.949874686717	7	0.00621403912543	0.0919540229885	guidance	or5	linsi	fubar	no
15	0.380952380952	0.0185185185185	0.981481481481	0.619047619048	0.949874686717	7	0.00621403912543	0.0919540229885	BMweights	or5	linsi	fubar	no
15	0.380952380952	0.0185185185185	0.981481481481	0.619047619048	0.949874686717	7	0.00621403912543	0.0919540229885	PDweights	or5	linsi	fubar	no
15	0.380952380952	0.015873015873	0.984126984127	0.619047619048	0.952380952381	10	0.0108170310702	0.0919540229885	guidance_p	or5	linsi	fubar	yes
15	0.380952380952	0.0185185185185	0.981481481481	0.619047619048	0.949874686717	10	0.0108170310702	0.0919540229885	BMweights_p	or5	linsi	fubar	yes
15	0.380952380952	0.0185185185185	0.981481481481	0.619047619048	0.949874686717	11	0.0131185270426	0.0919540229885	PDweights_p	or5	linsi	fubar	yes
16	0.285714285714	0.00255102040816	0.997448979592	0.714285714286	0.95	0	0.0	0.086859688196	arefaln	or5	linsi	fubar	azero
16	0.285714285714	0.00255102040816	0.997448979592	0.714285714286	0.95	7	0.00687361419069	0.086859688196	guidance	or5	linsi	fubar	no
16	0.285714285714	0.00510204081633	0.994897959184	0.714285714286	0.947619047619	7	0.00554323725055	0.086859688196	BMweights	or5	linsi	fubar	no
16	0.285714285714	0.00255102040816	0.997448979592	0.714285714286	0.95	7	0.00687361419069	0.086859688196	PDweights	or5	linsi	fubar	no
16	0.285714285714	0.00255102040816	0.997448979592	0.714285714286	0.95	10	0.0119733924612	0.086859688196	guidance_p	or5	linsi	fubar	yes
16	0.285714285714	0.00510204081633	0.994897959184	0.714285714286	0.947619047619	10	0.0106430155211	0.086859688196	BMweights_p	or5	linsi	fubar	yes
16	0.285714285714	0.00255102040816	0.997448979592	0.714285714286	0.95	11	0.029711751663	0.086859688196	PDweights_p	or5	linsi	fubar	yes
17	0.277777777778	0.0108695652174	0.989130434783	0.722222222222	0.925742574257	0	0.0	0.127311660502	arefaln	or5	linsi	fubar	azero
17	0.277777777778	0.00815217391304	0.991847826087	0.722222222222	0.928217821782	6	0.0124916350658	0.127311660502	guidance	or5	linsi	fubar	no
17	0.277777777778	0.00815217391304	0.991847826087	0.722222222222	0.928217821782	6	0.0124916350658	0.127311660502	BMweights	or5	linsi	fubar	no
17	0.277777777778	0.00815217391304	0.991847826087	0.722222222222	0.928217821782	6	0.0124916350658	0.127311660502	PDweights	or5	linsi	fubar	no
17	0.277777777778	0.00815217391304	0.991847826087	0.722222222222	0.928217821782	8	0.0178451929511	0.127311660502	guidance_p	or5	linsi	fubar	yes
17	0.277777777778	0.00815217391304	0.991847826087	0.722222222222	0.928217821782	8	0.0178451929511	0.127311660502	BMweights_p	or5	linsi	fubar	yes
17	0.277777777778	0.00815217391304	0.991847826087	0.722222222222	0.928217821782	8	0.0191835824225	0.127311660502	PDweights_p	or5	linsi	fubar	yes
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	0	0.0	0.0617415371514	arefaln	or5	linsi	fubar	azero
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	5	0.00363058770138	0.0617415371514	guidance	or5	linsi	fubar	no
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	5	0.00363058770138	0.0617415371514	BMweights	or5	linsi	fubar	no
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	5	0.00363058770138	0.0617415371514	PDweights	or5	linsi	fubar	no
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	9	0.00998411617881	0.0617415371514	guidance_p	or5	linsi	fubar	yes
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	9	0.00998411617881	0.0617415371514	BMweights_p	or5	linsi	fubar	yes
18	0.30303030303	0.00810810810811	0.991891891892	0.69696969697	0.935483870968	10	0.0113455865668	0.0617415371514	PDweights_p	or5	linsi	fubar	yes
19	0.323529411765	0.00301204819277	0.996987951807	0.676470588235	0.934426229508	0	0.0	0.20659424433	arefaln	or5	linsi	fubar	azero
19	0.352941176471	0.00602409638554	0.993975903614	0.647058823529	0.934426229508	8	0.0160941628633	0.20659424433	guidance	or5	linsi	fubar	no
19	0.352941176471	0.00301204819277	0.996987951807	0.647058823529	0.937158469945	8	0.0160941628633	0.20659424433	BMweights	or5	linsi	fubar	no
19	0.352941176471	0.00301204819277	0.996987951807	0.647058823529	0.937158469945	8	0.0160941628633	0.20659424433	PDweights	or5	linsi	fubar	no
19	0.352941176471	0.00301204819277	0.996987951807	0.647058823529	0.937158469945	11	0.0557290415566	0.20659424433	guidance_p	or5	linsi	fubar	yes
19	0.352941176471	0.00301204819277	0.996987951807	0.647058823529	0.937158469945	11	0.0557290415566	0.20659424433	BMweights_p	or5	linsi	fubar	yes
19	0.352941176471	0.00301204819277	0.996987951807	0.647058823529	0.937158469945	11	0.0571703098727	0.20659424433	PDweights_p	or5	linsi	fubar	yes
20	0.147058823529	0.00269541778976	0.99730458221	0.852941176471	0.925925925926	0	0.0	0.14091878271	arefaln	or5	linsi	fubar	azero
20	0.147058823529	0.00269541778976	0.99730458221	0.852941176471	0.925925925926	8	0.0110559566787	0.14091878271	guidance	or5	linsi	fubar	no
20	0.147058823529	0.00269541778976	0.99730458221	0.852941176471	0.925925925926	8	0.0110559566787	0.14091878271	BMweights	or5	linsi	fubar	no
20	0.147058823529	0.00269541778976	0.99730458221	0.852941176471	0.925925925926	8	0.0110559566787	0.14091878271	PDweights	or5	linsi	fubar	no
20	0.147058823529	0.00269541778976	0.99730458221	0.852941176471	0.925925925926	11	0.0216606498195	0.14091878271	guidance_p	or5	linsi	fubar	yes
20	0.176470588235	0.00269541778976	0.99730458221	0.823529411765	0.928395061728	11	0.0214350180505	0.14091878271	BMweights_p	or5	linsi	fubar	yes
20	0.176470588235	0.00269541778976	0.99730458221	0.823529411765	0.928395061728	11	0.0227888086643	0.14091878271	PDweights_p	or5	linsi	fubar	yes
21	0.34375	0.00783289817232	0.992167101828	0.65625	0.942168674699	0	0.0	0.0792326939116	arefaln	or5	linsi	fubar	azero
21	0.28125	0.00522193211488	0.994778067885	0.71875	0.939759036145	6	0.00317028985507	0.0792326939116	guidance	or5	linsi	fubar	no
21	0.25	0.00522193211488	0.994778067885	0.75	0.93734939759	6	0.00317028985507	0.0792326939116	BMweights	or5	linsi	fubar	no
21	0.25	0.00522193211488	0.994778067885	0.75	0.93734939759	6	0.00317028985507	0.0792326939116	PDweights	or5	linsi	fubar	no
21	0.25	0.00522193211488	0.994778067885	0.75	0.93734939759	7	0.00860507246377	0.0792326939116	guidance_p	or5	linsi	fubar	yes
21	0.25	0.00522193211488	0.994778067885	0.75	0.93734939759	7	0.00860507246377	0.0792326939116	BMweights_p	or5	linsi	fubar	yes
21	0.28125	0.00522193211488	0.994778067885	0.71875	0.939759036145	9	0.0113224637681	0.0792326939116	PDweights_p	or5	linsi	fubar	yes
22	0.259259259259	0.00523560209424	0.994764397906	0.740740740741	0.946210268949	0	0.0	0.0917171717172	arefaln	or5	linsi	fubar	azero
22	0.259259259259	0.00523560209424	0.994764397906	0.740740740741	0.946210268949	6	0.00733985765125	0.0917171717172	guidance	or5	linsi	fubar	no
22	0.259259259259	0.00523560209424	0.994764397906	0.740740740741	0.946210268949	6	0.00733985765125	0.0917171717172	BMweights	or5	linsi	fubar	no
22	0.259259259259	0.00523560209424	0.994764397906	0.740740740741	0.946210268949	6	0.00733985765125	0.0917171717172	PDweights	or5	linsi	fubar	no
22	0.259259259259	0.00523560209424	0.994764397906	0.740740740741	0.946210268949	9	0.0111209964413	0.0917171717172	guidance_p	or5	linsi	fubar	yes
22	0.259259259259	0.00523560209424	0.994764397906	0.740740740741	0.946210268949	9	0.0111209964413	0.0917171717172	BMweights_p	or5	linsi	fubar	yes
22	0.222222222222	0.00523560209424	0.994764397906	0.777777777778	0.943765281174	9	0.0164590747331	0.0917171717172	PDweights_p	or5	linsi	fubar	yes
23	0.27027027027	0.00842696629213	0.991573033708	0.72972972973	0.923664122137	0	0.0	0.123218944411	arefaln	or5	linsi	fubar	azero
23	0.27027027027	0.00561797752809	0.994382022472	0.72972972973	0.926208651399	10	0.0119020370794	0.123218944411	guidance	or5	linsi	fubar	no
23	0.27027027027	0.00842696629213	0.991573033708	0.72972972973	0.923664122137	10	0.0119020370794	0.123218944411	BMweights	or5	linsi	fubar	no
23	0.27027027027	0.00561797752809	0.994382022472	0.72972972973	0.926208651399	10	0.0119020370794	0.123218944411	PDweights	or5	linsi	fubar	no
23	0.27027027027	0.00842696629213	0.991573033708	0.72972972973	0.923664122137	11	0.0164797436484	0.123218944411	guidance_p	or5	linsi	fubar	yes
23	0.27027027027	0.00561797752809	0.994382022472	0.72972972973	0.926208651399	11	0.0164797436484	0.123218944411	BMweights_p	or5	linsi	fubar	yes
23	0.27027027027	0.00561797752809	0.994382022472	0.72972972973	0.926208651399	11	0.0164797436484	0.123218944411	PDweights_p	or5	linsi	fubar	yes
24	0.15625	0.00810810810811	0.991891891892	0.84375	0.925373134328	0	0.0	0.0894660894661	arefaln	or5	linsi	fubar	azero
24	0.15625	0.00810810810811	0.991891891892	0.84375	0.925373134328	6	0.00747113425402	0.0894660894661	guidance	or5	linsi	fubar	no
24	0.15625	0.00810810810811	0.991891891892	0.84375	0.925373134328	6	0.00747113425402	0.0894660894661	BMweights	or5	linsi	fubar	no
24	0.15625	0.00810810810811	0.991891891892	0.84375	0.925373134328	6	0.00747113425402	0.0894660894661	PDweights	or5	linsi	fubar	no
24	0.15625	0.00810810810811	0.991891891892	0.84375	0.925373134328	10	0.0115462983926	0.0894660894661	guidance_p	or5	linsi	fubar	yes
24	0.15625	0.00810810810811	0.991891891892	0.84375	0.925373134328	10	0.0115462983926	0.0894660894661	BMweights_p	or5	linsi	fubar	yes
24	0.15625	0.00540540540541	0.994594594595	0.84375	0.927860696517	11	0.0196966266697	0.0894660894661	PDweights_p	or5	linsi	fubar	yes
25	0.0833333333333	0.0078125	0.9921875	0.916666666667	0.914285714286	0	0.0	0.160569105691	arefaln	or5	linsi	fubar	azero
25	0.0833333333333	0.0078125	0.9921875	0.916666666667	0.914285714286	8	0.0114461809377	0.160569105691	guidance	or5	linsi	fubar	no
25	0.0833333333333	0.0078125	0.9921875	0.916666666667	0.914285714286	8	0.0114461809377	0.160569105691	BMweights	or5	linsi	fubar	no
25	0.0833333333333	0.0078125	0.9921875	0.916666666667	0.914285714286	8	0.0114461809377	0.160569105691	PDweights	or5	linsi	fubar	no
25	0.0833333333333	0.0078125	0.9921875	0.916666666667	0.914285714286	11	0.0257539071098	0.160569105691	guidance_p	or5	linsi	fubar	yes
25	0.0833333333333	0.0104166666667	0.989583333333	0.916666666667	0.911904761905	11	0.0257539071098	0.160569105691	BMweights_p	or5	linsi	fubar	yes
25	0.0833333333333	0.0104166666667	0.989583333333	0.916666666667	0.911904761905	11	0.038961038961	0.160569105691	PDweights_p	or5	linsi	fubar	yes
26	0.314285714286	0.0139664804469	0.986033519553	0.685714285714	0.926208651399	0	0.0	0.125100563154	arefaln	or5	linsi	fubar	azero
26	0.342857142857	0.0111731843575	0.988826815642	0.657142857143	0.931297709924	7	0.00850574712644	0.125100563154	guidance	or5	linsi	fubar	no
26	0.314285714286	0.0111731843575	0.988826815642	0.685714285714	0.928753180662	7	0.00850574712644	0.125100563154	BMweights	or5	linsi	fubar	no
26	0.314285714286	0.00837988826816	0.991620111732	0.685714285714	0.931297709924	7	0.00850574712644	0.125100563154	PDweights	or5	linsi	fubar	no
26	0.342857142857	0.0111731843575	0.988826815642	0.657142857143	0.931297709924	11	0.0262068965517	0.125100563154	guidance_p	or5	linsi	fubar	yes
26	0.314285714286	0.0111731843575	0.988826815642	0.685714285714	0.928753180662	11	0.0262068965517	0.125100563154	BMweights_p	or5	linsi	fubar	yes
26	0.342857142857	0.0111731843575	0.988826815642	0.657142857143	0.931297709924	11	0.0386206896552	0.125100563154	PDweights_p	or5	linsi	fubar	yes
27	0.346153846154	0.00806451612903	0.991935483871	0.653846153846	0.949748743719	0	0.0	0.177170477784	arefaln	or5	linsi	fubar	azero
27	0.346153846154	0.00806451612903	0.991935483871	0.653846153846	0.949748743719	9	0.0162675101672	0.177170477784	guidance	or5	linsi	fubar	no
27	0.346153846154	0.00806451612903	0.991935483871	0.653846153846	0.949748743719	9	0.0162675101672	0.177170477784	BMweights	or5	linsi	fubar	no
27	0.346153846154	0.00806451612903	0.991935483871	0.653846153846	0.949748743719	9	0.0162675101672	0.177170477784	PDweights	or5	linsi	fubar	no
27	0.346153846154	0.010752688172	0.989247311828	0.653846153846	0.947236180905	10	0.0302756439223	0.177170477784	guidance_p	or5	linsi	fubar	yes
27	0.346153846154	0.010752688172	0.989247311828	0.653846153846	0.947236180905	10	0.0302756439223	0.177170477784	BMweights_p	or5	linsi	fubar	yes
27	0.346153846154	0.00806451612903	0.991935483871	0.653846153846	0.949748743719	11	0.0393131495707	0.177170477784	PDweights_p	or5	linsi	fubar	yes
28	0.425	0.0190217391304	0.98097826087	0.575	0.926470588235	0	0.0	0.109328579917	arefaln	or5	linsi	fubar	azero
28	0.475	0.0190217391304	0.98097826087	0.525	0.93137254902	7	0.00644874360685	0.109328579917	guidance	or5	linsi	fubar	no
28	0.45	0.0163043478261	0.983695652174	0.55	0.93137254902	7	0.00644874360685	0.109328579917	BMweights	or5	linsi	fubar	no
28	0.45	0.0163043478261	0.983695652174	0.55	0.93137254902	7	0.00644874360685	0.109328579917	PDweights	or5	linsi	fubar	no
28	0.475	0.0244565217391	0.975543478261	0.525	0.926470588235	10	0.0251278630198	0.109328579917	guidance_p	or5	linsi	fubar	yes
28	0.475	0.0244565217391	0.975543478261	0.525	0.926470588235	10	0.0251278630198	0.109328579917	BMweights_p	or5	linsi	fubar	yes
28	0.475	0.0163043478261	0.983695652174	0.525	0.933823529412	10	0.0351345341339	0.109328579917	PDweights_p	or5	linsi	fubar	yes
29	0.233333333333	0.0274725274725	0.972527472527	0.766666666667	0.916243654822	0	0.0	0.0487483530962	arefaln	or5	linsi	fubar	azero
29	0.233333333333	0.0247252747253	0.975274725275	0.766666666667	0.918781725888	6	0.00415512465374	0.0487483530962	guidance	or5	linsi	fubar	no
29	0.233333333333	0.0247252747253	0.975274725275	0.766666666667	0.918781725888	6	0.00415512465374	0.0487483530962	BMweights	or5	linsi	fubar	no
29	0.233333333333	0.0247252747253	0.975274725275	0.766666666667	0.918781725888	6	0.00415512465374	0.0487483530962	PDweights	or5	linsi	fubar	no
29	0.233333333333	0.0247252747253	0.975274725275	0.766666666667	0.918781725888	7	0.01108033241	0.0487483530962	guidance_p	or5	linsi	fubar	yes
29	0.233333333333	0.0247252747253	0.975274725275	0.766666666667	0.918781725888	7	0.01108033241	0.0487483530962	BMweights_p	or5	linsi	fubar	yes
29	0.233333333333	0.0274725274725	0.972527472527	0.766666666667	0.916243654822	10	0.0138504155125	0.0487483530962	PDweights_p	or5	linsi	fubar	yes
30	0.428571428571	0.0139664804469	0.986033519553	0.571428571429	0.936386768448	0	0.0	0.124845742493	arefaln	or5	linsi	fubar	azero
30	0.428571428571	0.00837988826816	0.991620111732	0.571428571429	0.941475826972	9	0.0122209165687	0.124845742493	guidance	or5	linsi	fubar	no
30	0.428571428571	0.00837988826816	0.991620111732	0.571428571429	0.941475826972	9	0.0122209165687	0.124845742493	BMweights	or5	linsi	fubar	no
30	0.428571428571	0.0139664804469	0.986033519553	0.571428571429	0.936386768448	9	0.0122209165687	0.124845742493	PDweights	or5	linsi	fubar	no
30	0.428571428571	0.00837988826816	0.991620111732	0.571428571429	0.941475826972	11	0.021151586369	0.124845742493	guidance_p	or5	linsi	fubar	yes
30	0.428571428571	0.00837988826816	0.991620111732	0.571428571429	0.941475826972	11	0.0164512338425	0.124845742493	BMweights_p	or5	linsi	fubar	yes
30	0.428571428571	0.00837988826816	0.991620111732	0.571428571429	0.941475826972	11	0.0227967097532	0.124845742493	PDweights_p	or5	linsi	fubar	yes
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	0	0.0	0.126703274354	arefaln	or5	linsi	fubar	azero
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	7	0.0100139729856	0.126703274354	guidance	or5	linsi	fubar	no
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	7	0.0093153237075	0.126703274354	BMweights	or5	linsi	fubar	no
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	7	0.0100139729856	0.126703274354	PDweights	or5	linsi	fubar	no
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	8	0.0314392175128	0.126703274354	guidance_p	or5	linsi	fubar	yes
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	8	0.0302748020494	0.126703274354	BMweights_p	or5	linsi	fubar	yes
31	0.24	0.00557103064067	0.994428969359	0.76	0.9453125	8	0.0314392175128	0.126703274354	PDweights_p	or5	linsi	fubar	yes
32	0.285714285714	0.0056338028169	0.994366197183	0.714285714286	0.908415841584	0	0.0	0.10421286031	arefaln	or5	linsi	fubar	azero
32	0.326530612245	0.0056338028169	0.994366197183	0.673469387755	0.913366336634	6	0.00652565256526	0.10421286031	guidance	or5	linsi	fubar	no
32	0.326530612245	0.0056338028169	0.994366197183	0.673469387755	0.913366336634	6	0.00630063006301	0.10421286031	BMweights	or5	linsi	fubar	no
32	0.326530612245	0.0056338028169	0.994366197183	0.673469387755	0.913366336634	9	0.00765076507651	0.10421286031	PDweights	or5	linsi	fubar	no
32	0.326530612245	0.0056338028169	0.994366197183	0.673469387755	0.913366336634	10	0.0195769576958	0.10421286031	guidance_p	or5	linsi	fubar	yes
32	0.326530612245	0.0056338028169	0.994366197183	0.673469387755	0.913366336634	10	0.0191269126913	0.10421286031	BMweights_p	or5	linsi	fubar	yes
32	0.326530612245	0.0056338028169	0.994366197183	0.673469387755	0.913366336634	11	0.0238523852385	0.10421286031	PDweights_p	or5	linsi	fubar	yes
33	0.34375	0.00547945205479	0.994520547945	0.65625	0.942065491184	0	0.0	0.136856635772	arefaln	or5	linsi	fubar	azero
33	0.34375	0.00547945205479	0.994520547945	0.65625	0.942065491184	7	0.0137080191912	0.136856635772	guidance	or5	linsi	fubar	no
33	0.34375	0.00547945205479	0.994520547945	0.65625	0.942065491184	7	0.0137080191912	0.136856635772	BMweights	or5	linsi	fubar	no
33	0.34375	0.0027397260274	0.997260273973	0.65625	0.944584382872	7	0.0137080191912	0.136856635772	PDweights	or5	linsi	fubar	no
33	0.34375	0.00547945205479	0.994520547945	0.65625	0.942065491184	8	0.0180488919351	0.136856635772	guidance_p	or5	linsi	fubar	yes
33	0.34375	0.00547945205479	0.994520547945	0.65625	0.942065491184	8	0.0180488919351	0.136856635772	BMweights_p	or5	linsi	fubar	yes
33	0.34375	0.00547945205479	0.994520547945	0.65625	0.942065491184	9	0.0189627598812	0.136856635772	PDweights_p	or5	linsi	fubar	yes
34	0.206896551724	0.0161290322581	0.983870967742	0.793103448276	0.927680798005	0	0.0	0.16763113683	arefaln	or5	linsi	fubar	azero
34	0.206896551724	0.0161290322581	0.983870967742	0.793103448276	0.927680798005	6	0.0195111011438	0.16763113683	guidance	or5	linsi	fubar	no
34	0.206896551724	0.0188172043011	0.981182795699	0.793103448276	0.925187032419	6	0.0195111011438	0.16763113683	BMweights	or5	linsi	fubar	no
34	0.206896551724	0.0161290322581	0.983870967742	0.793103448276	0.927680798005	6	0.0195111011438	0.16763113683	PDweights	or5	linsi	fubar	no
34	0.206896551724	0.0161290322581	0.983870967742	0.793103448276	0.927680798005	6	0.0195111011438	0.16763113683	guidance_p	or5	linsi	fubar	yes
34	0.206896551724	0.0161290322581	0.983870967742	0.793103448276	0.927680798005	6	0.0195111011438	0.16763113683	BMweights_p	or5	linsi	fubar	yes
34	0.206896551724	0.0161290322581	0.983870967742	0.793103448276	0.927680798005	8	0.0222022875084	0.16763113683	PDweights_p	or5	linsi	fubar	yes
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	0	0.0	0.0627251536342	arefaln	or5	linsi	fubar	azero
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	6	0.00520009043636	0.0627251536342	guidance	or5	linsi	fubar	no
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	6	0.00520009043636	0.0627251536342	BMweights	or5	linsi	fubar	no
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	6	0.00520009043636	0.0627251536342	PDweights	or5	linsi	fubar	no
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	8	0.0079131810988	0.0627251536342	guidance_p	or5	linsi	fubar	yes
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	8	0.0079131810988	0.0627251536342	BMweights_p	or5	linsi	fubar	yes
35	0.34375	0.0027027027027	0.997297297297	0.65625	0.945273631841	11	0.0119828170925	0.0627251536342	PDweights_p	or5	linsi	fubar	yes
36	0.324324324324	0.0168067226891	0.983193277311	0.675675675676	0.921319796954	0	0.0	0.139302507837	arefaln	or5	linsi	fubar	azero
36	0.324324324324	0.0112044817927	0.988795518207	0.675675675676	0.926395939086	7	0.0200318688823	0.139302507837	guidance	or5	linsi	fubar	no
36	0.324324324324	0.0112044817927	0.988795518207	0.675675675676	0.926395939086	7	0.0200318688823	0.139302507837	BMweights	or5	linsi	fubar	no
36	0.324324324324	0.00560224089636	0.994397759104	0.675675675676	0.931472081218	7	0.0200318688823	0.139302507837	PDweights	or5	linsi	fubar	no
36	0.324324324324	0.0112044817927	0.988795518207	0.675675675676	0.926395939086	9	0.0286819940815	0.139302507837	guidance_p	or5	linsi	fubar	yes
36	0.324324324324	0.0112044817927	0.988795518207	0.675675675676	0.926395939086	9	0.0286819940815	0.139302507837	BMweights_p	or5	linsi	fubar	yes
36	0.324324324324	0.00560224089636	0.994397759104	0.675675675676	0.931472081218	10	0.0300478033235	0.139302507837	PDweights_p	or5	linsi	fubar	yes
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	0	0.0	0.0727272727273	arefaln	or5	linsi	fubar	azero
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	5	0.00638394892841	0.0727272727273	guidance	or5	linsi	fubar	no
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	5	0.00638394892841	0.0727272727273	BMweights	or5	linsi	fubar	no
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	5	0.00638394892841	0.0727272727273	PDweights	or5	linsi	fubar	no
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	8	0.00866393068855	0.0727272727273	guidance_p	or5	linsi	fubar	yes
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	8	0.00866393068855	0.0727272727273	BMweights_p	or5	linsi	fubar	yes
37	0.2	0.00813008130081	0.991869918699	0.8	0.932330827068	8	0.00866393068855	0.0727272727273	PDweights_p	or5	linsi	fubar	yes
38	0.291666666667	0.010752688172	0.989247311828	0.708333333333	0.94696969697	0	0.0	0.0760754397118	arefaln	or5	linsi	fubar	azero
38	0.333333333333	0.010752688172	0.989247311828	0.666666666667	0.949494949495	6	0.00642201834862	0.0760754397118	guidance	or5	linsi	fubar	no
