count	tprate	fprate	tnrate	fnrate	accuracy	taxamasked	percentmasked	percentgaps	case	gene	aligner	method	penal
15	0.461538461538	0.0115273775216	0.988472622478	0.538461538462	0.935233160622	78	0.00797244094488	0.512234153211	PDweights	flat	linsi	fubar	no
15	0.461538461538	0.0115273775216	0.988472622478	0.538461538462	0.935233160622	107	0.0139435695538	0.512234153211	guidance_p	flat	linsi	fubar	yes
15	0.410256410256	0.0115273775216	0.988472622478	0.589743589744	0.930051813472	107	0.0139435695538	0.512234153211	BMweights_p	flat	linsi	fubar	yes
15	0.461538461538	0.0115273775216	0.988472622478	0.538461538462	0.935233160622	107	0.0139435695538	0.512234153211	PDweights_p	flat	linsi	fubar	yes
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	0	0.0	0.604766756803	arefaln	flat	linsi	fubar	azero
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	66	0.00918841202426	0.604766756803	guidance	flat	linsi	fubar	no
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	63	0.00887441952703	0.604766756803	BMweights	flat	linsi	fubar	no
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	79	0.00958503412603	0.604766756803	PDweights	flat	linsi	fubar	no
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	116	0.0156500470989	0.604766756803	guidance_p	flat	linsi	fubar	yes
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	140	0.0171373799805	0.604766756803	BMweights_p	flat	linsi	fubar	yes
16	0.464285714286	0.00842696629213	0.991573033708	0.535714285714	0.953125	140	0.017054750376	0.604766756803	PDweights_p	flat	linsi	fubar	yes
17	0.566666666667	0.0132275132275	0.986772486772	0.433333333333	0.955882352941	0	0.0	0.535343643114	arefaln	flat	linsi	fubar	azero
17	0.666666666667	0.015873015873	0.984126984127	0.333333333333	0.960784313725	62	0.00659032998836	0.535343643114	guidance	flat	linsi	fubar	no
17	0.666666666667	0.015873015873	0.984126984127	0.333333333333	0.960784313725	61	0.00597691025197	0.535343643114	BMweights	flat	linsi	fubar	no
17	0.666666666667	0.015873015873	0.984126984127	0.333333333333	0.960784313725	70	0.00737676554783	0.535343643114	PDweights	flat	linsi	fubar	no
17	0.666666666667	0.015873015873	0.984126984127	0.333333333333	0.960784313725	115	0.0149422756299	0.535343643114	guidance_p	flat	linsi	fubar	yes
17	0.666666666667	0.015873015873	0.984126984127	0.333333333333	0.960784313725	115	0.0149422756299	0.535343643114	BMweights_p	flat	linsi	fubar	yes
17	0.666666666667	0.015873015873	0.984126984127	0.333333333333	0.960784313725	115	0.0149422756299	0.535343643114	PDweights_p	flat	linsi	fubar	yes
18	0.352941176471	0.0109289617486	0.989071038251	0.647058823529	0.935	0	0.0	0.485639346399	arefaln	flat	linsi	fubar	azero
18	0.470588235294	0.0136612021858	0.986338797814	0.529411764706	0.9425	66	0.00495676685776	0.485639346399	guidance	flat	linsi	fubar	no
18	0.441176470588	0.0136612021858	0.986338797814	0.558823529412	0.94	67	0.00479840369936	0.485639346399	BMweights	flat	linsi	fubar	no
18	0.411764705882	0.0136612021858	0.986338797814	0.588235294118	0.9375	68	0.00536851106958	0.485639346399	PDweights	flat	linsi	fubar	no
18	0.411764705882	0.0136612021858	0.986338797814	0.588235294118	0.9375	91	0.0120514363538	0.485639346399	guidance_p	flat	linsi	fubar	yes
18	0.470588235294	0.0136612021858	0.986338797814	0.529411764706	0.9425	91	0.0120514363538	0.485639346399	BMweights_p	flat	linsi	fubar	yes
18	0.411764705882	0.0136612021858	0.986338797814	0.588235294118	0.9375	91	0.0120514363538	0.485639346399	PDweights_p	flat	linsi	fubar	yes
19	0.416666666667	0.0186666666667	0.981333333333	0.583333333333	0.947368421053	0	0.0	0.447438549739	arefaln	flat	linsi	fubar	azero
19	0.416666666667	0.016	0.984	0.583333333333	0.949874686717	56	0.00350604435701	0.447438549739	guidance	flat	linsi	fubar	no
19	0.416666666667	0.0186666666667	0.981333333333	0.583333333333	0.947368421053	56	0.00334739981597	0.447438549739	BMweights	flat	linsi	fubar	no
19	0.416666666667	0.0213333333333	0.978666666667	0.583333333333	0.944862155388	65	0.00501316749691	0.447438549739	PDweights	flat	linsi	fubar	no
19	0.416666666667	0.016	0.984	0.583333333333	0.949874686717	123	0.0131199035441	0.447438549739	guidance_p	flat	linsi	fubar	yes
19	0.416666666667	0.016	0.984	0.583333333333	0.949874686717	123	0.0131199035441	0.447438549739	BMweights_p	flat	linsi	fubar	yes
19	0.416666666667	0.016	0.984	0.583333333333	0.949874686717	123	0.0131199035441	0.447438549739	PDweights_p	flat	linsi	fubar	yes
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	0	0.0	0.507562159547	arefaln	flat	linsi	fubar	azero
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	64	0.00648177496038	0.507562159547	guidance	flat	linsi	fubar	no
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	63	0.00619651347068	0.507562159547	BMweights	flat	linsi	fubar	no
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	77	0.00698890649762	0.507562159547	PDweights	flat	linsi	fubar	no
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	140	0.016117274168	0.507562159547	guidance_p	flat	linsi	fubar	yes
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	140	0.016117274168	0.507562159547	BMweights_p	flat	linsi	fubar	yes
20	0.620689655172	0.0054347826087	0.994565217391	0.379310344828	0.96725440806	140	0.016117274168	0.507562159547	PDweights_p	flat	linsi	fubar	yes
21	0.342105263158	0.0111731843575	0.988826815642	0.657894736842	0.926767676768	0	0.0	0.519606494221	arefaln	flat	linsi	fubar	azero
21	0.421052631579	0.0111731843575	0.988826815642	0.578947368421	0.934343434343	80	0.00537814056359	0.519606494221	guidance	flat	linsi	fubar	no
21	0.421052631579	0.0111731843575	0.988826815642	0.578947368421	0.934343434343	80	0.00521902397887	0.519606494221	BMweights	flat	linsi	fubar	no
21	0.394736842105	0.0111731843575	0.988826815642	0.605263157895	0.931818181818	83	0.0054895221729	0.519606494221	PDweights	flat	linsi	fubar	no
21	0.5	0.0111731843575	0.988826815642	0.5	0.941919191919	133	0.017455089344	0.519606494221	guidance_p	flat	linsi	fubar	yes
21	0.473684210526	0.0111731843575	0.988826815642	0.526315789474	0.939393939394	123	0.0163253615924	0.519606494221	BMweights_p	flat	linsi	fubar	yes
21	0.473684210526	0.0111731843575	0.988826815642	0.526315789474	0.939393939394	133	0.0174073543685	0.519606494221	PDweights_p	flat	linsi	fubar	yes
22	0.512820512821	0.012853470437	0.987146529563	0.487179487179	0.943925233645	0	0.0	0.483461650315	arefaln	flat	linsi	fubar	azero
22	0.512820512821	0.012853470437	0.987146529563	0.487179487179	0.943925233645	64	0.00607461403977	0.483461650315	guidance	flat	linsi	fubar	no
22	0.512820512821	0.012853470437	0.987146529563	0.487179487179	0.943925233645	63	0.00564494621744	0.483461650315	BMweights	flat	linsi	fubar	no
22	0.538461538462	0.012853470437	0.987146529563	0.461538461538	0.946261682243	64	0.00637093667585	0.483461650315	PDweights	flat	linsi	fubar	no
22	0.538461538462	0.012853470437	0.987146529563	0.461538461538	0.946261682243	120	0.0122825732658	0.483461650315	guidance_p	flat	linsi	fubar	yes
22	0.538461538462	0.012853470437	0.987146529563	0.461538461538	0.946261682243	151	0.0176756452425	0.483461650315	BMweights_p	flat	linsi	fubar	yes
22	0.538461538462	0.012853470437	0.987146529563	0.461538461538	0.946261682243	151	0.0173793226065	0.483461650315	PDweights_p	flat	linsi	fubar	yes
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	0	0.0	0.491286576575	arefaln	flat	linsi	fubar	azero
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	65	0.00530978963267	0.491286576575	guidance	flat	linsi	fubar	no
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	65	0.00512293486554	0.491286576575	BMweights	flat	linsi	fubar	no
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	73	0.00591706762585	0.491286576575	PDweights	flat	linsi	fubar	no
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	126	0.0119898475577	0.491286576575	guidance_p	flat	linsi	fubar	yes
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	126	0.0119898475577	0.491286576575	BMweights_p	flat	linsi	fubar	yes
23	0.625	0.0263852242744	0.973614775726	0.375	0.946472019465	126	0.0119898475577	0.491286576575	PDweights_p	flat	linsi	fubar	yes
24	0.535714285714	0.00791556728232	0.992084432718	0.464285714286	0.960687960688	0	0.0	0.435115639827	arefaln	flat	linsi	fubar	azero
24	0.535714285714	0.00791556728232	0.992084432718	0.464285714286	0.960687960688	77	0.00449410342637	0.435115639827	guidance	flat	linsi	fubar	no
24	0.535714285714	0.00791556728232	0.992084432718	0.464285714286	0.960687960688	79	0.0042926436176	0.435115639827	BMweights	flat	linsi	fubar	no
24	0.571428571429	0.00791556728232	0.992084432718	0.428571428571	0.963144963145	85	0.00483503541044	0.435115639827	PDweights	flat	linsi	fubar	no
24	0.571428571429	0.00791556728232	0.992084432718	0.428571428571	0.963144963145	128	0.0186117869485	0.435115639827	guidance_p	flat	linsi	fubar	yes
24	0.571428571429	0.00791556728232	0.992084432718	0.428571428571	0.963144963145	128	0.0186272838569	0.435115639827	BMweights_p	flat	linsi	fubar	yes
24	0.571428571429	0.00791556728232	0.992084432718	0.428571428571	0.963144963145	128	0.0186117869485	0.435115639827	PDweights_p	flat	linsi	fubar	yes
25	0.382352941176	0.010152284264	0.989847715736	0.617647058824	0.941588785047	0	0.0	0.530501753851	arefaln	flat	linsi	fubar	azero
25	0.411764705882	0.0126903553299	0.98730964467	0.588235294118	0.941588785047	82	0.00566982148921	0.530501753851	guidance	flat	linsi	fubar	no
25	0.411764705882	0.0126903553299	0.98730964467	0.588235294118	0.941588785047	86	0.00533022280627	0.530501753851	BMweights	flat	linsi	fubar	no
25	0.411764705882	0.0126903553299	0.98730964467	0.588235294118	0.941588785047	86	0.00590606405126	0.530501753851	PDweights	flat	linsi	fubar	no
25	0.411764705882	0.0152284263959	0.984771573604	0.588235294118	0.939252336449	125	0.0261638637471	0.530501753851	guidance_p	flat	linsi	fubar	yes
25	0.411764705882	0.0126903553299	0.98730964467	0.588235294118	0.941588785047	125	0.0261638637471	0.530501753851	BMweights_p	flat	linsi	fubar	yes
25	0.411764705882	0.0126903553299	0.98730964467	0.588235294118	0.941588785047	125	0.0261638637471	0.530501753851	PDweights_p	flat	linsi	fubar	yes
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	0	0.0	0.48313038456	arefaln	flat	linsi	fubar	azero
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	83	0.0070770090325	0.48313038456	guidance	flat	linsi	fubar	no
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	81	0.00637861998324	0.48313038456	BMweights	flat	linsi	fubar	no
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	86	0.00721668684235	0.48313038456	PDweights	flat	linsi	fubar	no
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	144	0.0143712946581	0.48313038456	guidance_p	flat	linsi	fubar	yes
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	144	0.0143712946581	0.48313038456	BMweights_p	flat	linsi	fubar	yes
26	0.625	0.0027027027027	0.997297297297	0.375	0.960975609756	144	0.0143557749014	0.48313038456	PDweights_p	flat	linsi	fubar	yes
27	0.576923076923	0.0134408602151	0.986559139785	0.423076923077	0.959798994975	0	0.0	0.532593859107	arefaln	flat	linsi	fubar	azero
27	0.576923076923	0.0134408602151	0.986559139785	0.423076923077	0.959798994975	96	0.00700869939442	0.532593859107	guidance	flat	linsi	fubar	no
27	0.538461538462	0.0161290322581	0.983870967742	0.461538461538	0.954773869347	88	0.00634779133749	0.532593859107	BMweights	flat	linsi	fubar	no
