count	tp	fp	tn	fn	case	gene
10	13	1	304	105	BMweights	or5
10	13	1	304	105	PDweights	or5
10	13	1	304	105	BMweightsP	or5
10	13	1	304	105	PDweightsP	or5
11	11	0	349	100	truealn	or5
11	11	1	348	100	refaln	or5
11	11	1	348	100	Guidance	or5
11	11	1	348	100	GuidanceP	or5
11	11	1	348	100	BMweights	or5
11	11	1	348	100	PDweights	or5
11	11	1	348	100	BMweightsP	or5
11	11	1	348	100	PDweightsP	or5
12	7	0	314	104	truealn	or5
12	9	1	313	102	refaln	or5
12	9	1	313	102	Guidance	or5
12	9	1	313	102	GuidanceP	or5
12	9	1	313	102	BMweights	or5
12	9	1	313	102	PDweights	or5
12	9	1	313	102	BMweightsP	or5
12	9	1	313	102	PDweightsP	or5
13	5	0	315	105	truealn	or5
13	5	0	315	105	refaln	or5
13	4	0	315	106	Guidance	or5
13	4	0	315	106	GuidanceP	or5
13	4	0	315	106	BMweights	or5
13	4	0	315	106	PDweights	or5
13	4	0	315	106	BMweightsP	or5
13	4	0	315	106	PDweightsP	or5
14	6	0	320	86	truealn	or5
14	6	1	319	86	refaln	or5
14	5	0	320	87	Guidance	or5
14	5	0	320	87	GuidanceP	or5
14	6	1	319	86	BMweights	or5
14	4	0	320	88	PDweights	or5
14	5	0	320	87	BMweightsP	or5
14	5	0	320	87	PDweightsP	or5
15	10	0	292	102	truealn	or5
15	10	1	291	102	refaln	or5
15	10	0	292	102	Guidance	or5
15	10	0	292	102	GuidanceP	or5
15	10	0	292	102	BMweights	or5
15	10	0	292	102	PDweights	or5
15	10	0	292	102	BMweightsP	or5
15	10	0	292	102	PDweightsP	or5
16	12	0	300	105	truealn	or5
16	18	3	297	99	refaln	or5
16	12	1	299	105	Guidance	or5
16	12	1	299	105	GuidanceP	or5
16	12	1	299	105	BMweights	or5
16	12	1	299	105	PDweights	or5
16	12	1	299	105	BMweightsP	or5
16	12	1	299	105	PDweightsP	or5
17	9	0	303	101	truealn	or5
17	8	1	302	102	refaln	or5
17	9	1	302	101	Guidance	or5
17	9	1	302	101	GuidanceP	or5
17	9	1	302	101	BMweights	or5
17	9	1	302	101	PDweights	or5
17	9	1	302	101	BMweightsP	or5
17	9	1	302	101	PDweightsP	or5
18	7	0	310	106	truealn	or5
18	7	0	310	106	refaln	or5
18	7	0	310	106	Guidance	or5
18	7	0	310	106	GuidanceP	or5
18	7	0	310	106	BMweights	or5
18	7	0	310	106	PDweights	or5
18	7	0	310	106	BMweightsP	or5
18	7	0	310	106	PDweightsP	or5
19	14	3	308	105	truealn	or5
19	17	3	308	102	refaln	or5
19	17	3	308	102	Guidance	or5
19	17	3	308	102	GuidanceP	or5
19	17	3	308	102	BMweights	or5
19	17	3	308	102	PDweights	or5
19	17	3	308	102	BMweightsP	or5
19	17	3	308	102	PDweightsP	or5
20	12	0	325	69	truealn	or5
20	11	1	324	70	refaln	or5
20	10	0	325	71	Guidance	or5
20	10	0	325	71	GuidanceP	or5
20	10	0	325	71	BMweights	or5
20	10	0	325	71	PDweights	or5
20	10	0	325	71	BMweightsP	or5
20	10	0	325	71	PDweightsP	or5
21	11	0	298	101	truealn	or5
21	13	1	297	99	refaln	or5
21	12	1	297	100	Guidance	or5
21	12	1	297	100	GuidanceP	or5
21	12	1	297	100	BMweights	or5
21	12	1	297	100	PDweights	or5
21	12	1	297	100	BMweightsP	or5
21	12	1	297	100	PDweightsP	or5
22	17	1	279	110	truealn	or5
22	15	2	278	112	refaln	or5
22	15	2	278	112	Guidance	or5
22	15	2	278	112	GuidanceP	or5
22	15	2	278	112	BMweights	or5
22	15	2	278	112	PDweights	or5
22	15	2	278	112	BMweightsP	or5
22	15	2	278	112	PDweightsP	or5
23	4	0	311	96	truealn	or5
23	4	0	311	96	refaln	or5
23	4	0	311	96	Guidance	or5
23	4	0	311	96	GuidanceP	or5
23	4	0	311	96	BMweights	or5
23	4	0	311	96	PDweights	or5
23	4	0	311	96	BMweightsP	or5
23	4	0	311	96	PDweightsP	or5
24	16	0	328	95	truealn	or5
24	16	2	326	95	refaln	or5
24	16	2	326	95	Guidance	or5
24	16	2	326	95	GuidanceP	or5
24	16	2	326	95	BMweights	or5
24	16	2	326	95	PDweights	or5
24	16	2	326	95	BMweightsP	or5
24	15	1	327	96	PDweightsP	or5
25	9	0	328	111	truealn	or5
25	9	0	328	111	refaln	or5
25	9	0	328	111	Guidance	or5
25	9	0	328	111	GuidanceP	or5
25	9	0	328	111	BMweights	or5
25	9	0	328	111	PDweights	or5
25	9	0	328	111	BMweightsP	or5
25	9	0	328	111	PDweightsP	or5
26	14	1	307	84	truealn	or5
26	18	2	306	80	refaln	or5
26	16	2	306	82	Guidance	or5
26	15	2	306	83	GuidanceP	or5
26	16	2	306	82	BMweights	or5
26	16	2	306	82	PDweights	or5
26	15	2	306	83	BMweightsP	or5
26	15	2	306	83	PDweightsP	or5
27	12	0	313	109	truealn	or5
27	8	1	312	113	refaln	or5
27	8	1	312	113	Guidance	or5
27	8	1	312	113	GuidanceP	or5
27	8	1	312	113	BMweights	or5
27	8	1	312	113	PDweights	or5
27	8	1	312	113	BMweightsP	or5
27	8	1	312	113	PDweightsP	or5
28	3	0	285	112	truealn	or5
28	3	0	285	112	refaln	or5
28	3	0	285	112	Guidance	or5
28	3	0	285	112	GuidanceP	or5
28	3	0	285	112	BMweights	or5
28	3	0	285	112	PDweights	or5
28	3	0	285	112	BMweightsP	or5
28	3	0	285	112	PDweightsP	or5
29	10	1	274	110	truealn	or5
29	11	1	274	109	refaln	or5
29	11	1	274	109	Guidance	or5
29	11	1	274	109	GuidanceP	or5
29	11	1	274	109	BMweights	or5
29	11	1	274	109	PDweights	or5
29	11	1	274	109	BMweightsP	or5
29	11	1	274	109	PDweightsP	or5
30	24	1	276	108	truealn	or5
30	25	2	275	107	refaln	or5
30	25	2	275	107	Guidance	or5
30	25	2	275	107	GuidanceP	or5
30	25	2	275	107	BMweights	or5
30	25	2	275	107	PDweights	or5
30	25	2	275	107	BMweightsP	or5
30	25	2	275	107	PDweightsP	or5
31	6	0	298	105	truealn	or5
31	6	0	298	105	refaln	or5
31	7	0	298	104	Guidance	or5
31	6	0	298	105	GuidanceP	or5
31	7	0	298	104	BMweights	or5
31	7	0	298	104	PDweights	or5
31	6	0	298	105	BMweightsP	or5
31	6	0	298	105	PDweightsP	or5
32	12	0	303	117	truealn	or5
32	22	6	297	107	refaln	or5
32	13	0	303	116	Guidance	or5
32	13	0	303	116	GuidanceP	or5
32	13	0	303	116	BMweights	or5
32	13	0	303	116	PDweights	or5
32	13	0	303	116	BMweightsP	or5
32	15	0	303	114	PDweightsP	or5
33	8	0	307	92	truealn	or5
33	8	0	307	92	refaln	or5
33	8	0	307	92	Guidance	or5
33	7	0	307	93	GuidanceP	or5
33	8	0	307	92	BMweights	or5
33	8	0	307	92	PDweights	or5
33	7	0	307	93	BMweightsP	or5
33	7	0	307	93	PDweightsP	or5
34	4	0	293	102	truealn	or5
34	5	1	292	101	refaln	or5
34	4	1	292	102	Guidance	or5
34	4	1	292	102	GuidanceP	or5
34	4	1	292	102	BMweights	or5
34	4	1	292	102	PDweights	or5
34	4	1	292	102	BMweightsP	or5
34	4	1	292	102	PDweightsP	or5
35	6	0	318	97	truealn	or5
35	6	0	318	97	refaln	or5
35	6	0	318	97	Guidance	or5
35	6	0	318	97	GuidanceP	or5
35	6	0	318	97	BMweights	or5
35	6	0	318	97	PDweights	or5
35	6	0	318	97	BMweightsP	or5
35	6	0	318	97	PDweightsP	or5
36	5	0	309	98	truealn	or5
36	5	0	309	98	refaln	or5
36	6	0	309	97	Guidance	or5
36	6	0	309	97	GuidanceP	or5
36	6	0	309	97	BMweights	or5
36	6	0	309	97	PDweights	or5
36	6	0	309	97	BMweightsP	or5
36	6	0	309	97	PDweightsP	or5
37	7	1	300	92	truealn	or5
37	7	1	300	92	refaln	or5
37	7	1	300	92	Guidance	or5
37	7	1	300	92	GuidanceP	or5
37	7	1	300	92	BMweights	or5
37	7	1	300	92	PDweights	or5
37	7	1	300	92	BMweightsP	or5
37	7	1	300	92	PDweightsP	or5
38	12	0	330	113	truealn	or5
38	15	2	328	110	refaln	or5
38	14	1	329	111	Guidance	or5
38	15	1	329	110	GuidanceP	or5
38	14	1	329	111	BMweights	or5
38	14	1	329	111	PDweights	or5
38	15	1	329	110	BMweightsP	or5
38	14	1	329	111	PDweightsP	or5
39	5	1	297	111	truealn	or5
39	4	1	297	112	refaln	or5
39	4	1	297	112	Guidance	or5
39	4	1	297	112	GuidanceP	or5
39	4	1	297	112	BMweights	or5
39	4	1	297	112	PDweights	or5
39	4	1	297	112	BMweightsP	or5
39	4	1	297	112	PDweightsP	or5
40	4	0	314	108	truealn	or5
40	4	0	314	108	refaln	or5
40	4	0	314	108	Guidance	or5
40	4	0	314	108	GuidanceP	or5
40	4	0	314	108	BMweights	or5
40	4	0	314	108	PDweights	or5
40	4	0	314	108	BMweightsP	or5
40	4	0	314	108	PDweightsP	or5
41	7	1	297	107	truealn	or5
41	7	1	297	107	refaln	or5
41	7	1	297	107	Guidance	or5
41	7	1	297	107	GuidanceP	or5
41	7	1	297	107	BMweights	or5
41	7	1	297	107	PDweights	or5
41	7	1	297	107	BMweightsP	or5
41	7	1	297	107	PDweightsP	or5
42	14	0	311	98	truealn	or5
42	14	0	311	98	refaln	or5
42	14	0	311	98	Guidance	or5
42	14	0	311	98	GuidanceP	or5
42	14	0	311	98	BMweights	or5
42	14	0	311	98	PDweights	or5
42	14	0	311	98	BMweightsP	or5
42	13	0	311	99	PDweightsP	or5
43	5	0	300	112	truealn	or5
43	6	0	300	111	refaln	or5
43	5	0	300	112	Guidance	or5
43	5	0	300	112	GuidanceP	or5
43	5	0	300	112	BMweights	or5
43	5	0	300	112	PDweights	or5
43	5	0	300	112	BMweightsP	or5
43	5	0	300	112	PDweightsP	or5
44	4	0	281	121	truealn	or5
44	4	0	281	121	refaln	or5
44	4	0	281	121	Guidance	or5
44	4	0	281	121	GuidanceP	or5
44	4	0	281	121	BMweights	or5
44	4	0	281	121	PDweights	or5
44	4	0	281	121	BMweightsP	or5
44	4	0	281	121	PDweightsP	or5
45	7	0	296	108	truealn	or5
45	7	0	296	108	refaln	or5
45	7	0	296	108	Guidance	or5
45	7	0	296	108	GuidanceP	or5
45	7	0	296	108	BMweights	or5
45	7	0	296	108	PDweights	or5
45	7	0	296	108	BMweightsP	or5
45	7	0	296	108	PDweightsP	or5
46	17	2	305	95	truealn	or5
46	17	3	304	95	refaln	or5
46	17	3	304	95	Guidance	or5
46	17	3	304	95	GuidanceP	or5
46	16	3	304	96	BMweights	or5
46	17	3	304	95	PDweights	or5
46	17	3	304	95	BMweightsP	or5
46	17	3	304	95	PDweightsP	or5
47	20	3	297	99	truealn	or5
47	24	5	295	95	refaln	or5
47	24	4	296	95	Guidance	or5
47	24	4	296	95	GuidanceP	or5
47	24	4	296	95	BMweights	or5
47	24	3	297	95	PDweights	or5
47	24	4	296	95	BMweightsP	or5
47	24	3	297	95	PDweightsP	or5
48	20	2	295	102	truealn	or5
48	19	2	295	103	refaln	or5
48	19	2	295	103	Guidance	or5
48	20	2	295	102	GuidanceP	or5
48	19	2	295	103	BMweights	or5
48	19	2	295	103	PDweights	or5
48	19	2	295	103	BMweightsP	or5
48	19	2	295	103	PDweightsP	or5
49	12	0	320	82	truealn	or5
49	9	2	318	85	refaln	or5
49	9	1	319	85	Guidance	or5
49	9	1	319	85	GuidanceP	or5
49	9	1	319	85	BMweights	or5
49	9	1	319	85	PDweights	or5
49	9	1	319	85	BMweightsP	or5
49	9	1	319	85	PDweightsP	or5
50	10	0	308	107	truealn	or5
50	8	0	308	109	refaln	or5
50	8	0	308	109	Guidance	or5
50	8	0	308	109	GuidanceP	or5
50	8	0	308	109	BMweights	or5
50	8	0	308	109	PDweights	or5
50	8	0	308	109	BMweightsP	or5
50	8	0	308	109	PDweightsP	or5
51	11	0	311	104	truealn	or5
51	11	0	311	104	refaln	or5
51	11	0	311	104	Guidance	or5
51	11	0	311	104	GuidanceP	or5
51	11	0	311	104	BMweights	or5
51	11	0	311	104	PDweights	or5
51	11	0	311	104	BMweightsP	or5
51	10	0	311	105	PDweightsP	or5
52	14	1	313	97	truealn	or5
52	15	1	313	96	refaln	or5
52	14	1	313	97	Guidance	or5
52	14	1	313	97	GuidanceP	or5
52	14	1	313	97	BMweights	or5
52	14	1	313	97	PDweights	or5
52	14	1	313	97	BMweightsP	or5
52	13	1	313	98	PDweightsP	or5
53	3	0	305	98	truealn	or5
53	3	0	305	98	refaln	or5
53	3	0	305	98	Guidance	or5
53	3	0	305	98	GuidanceP	or5
53	3	0	305	98	BMweights	or5
53	3	0	305	98	PDweights	or5
53	3	0	305	98	BMweightsP	or5
53	3	0	305	98	PDweightsP	or5
54	9	1	316	108	truealn	or5
54	7	0	317	110	refaln	or5
54	7	0	317	110	Guidance	or5
54	7	0	317	110	GuidanceP	or5
54	7	0	317	110	BMweights	or5
54	7	0	317	110	PDweights	or5
54	7	0	317	110	BMweightsP	or5
54	7	0	317	110	PDweightsP	or5
55	16	0	306	98	truealn	or5
55	19	0	306	95	refaln	or5
55	19	0	306	95	Guidance	or5
55	20	0	306	94	GuidanceP	or5
55	19	0	306	95	BMweights	or5
55	19	0	306	95	PDweights	or5
55	20	0	306	94	BMweightsP	or5
55	19	0	306	95	PDweightsP	or5
56	4	1	304	99	truealn	or5
56	4	1	304	99	refaln	or5
56	4	1	304	99	Guidance	or5
56	4	1	304	99	GuidanceP	or5
56	4	1	304	99	BMweights	or5
56	4	1	304	99	PDweights	or5
56	4	1	304	99	BMweightsP	or5
56	4	1	304	99	PDweightsP	or5
57	7	0	283	115	truealn	or5
57	8	1	282	114	refaln	or5
57	7	1	282	115	Guidance	or5
57	7	1	282	115	GuidanceP	or5
57	7	1	282	115	BMweights	or5
57	7	1	282	115	PDweights	or5
57	7	1	282	115	BMweightsP	or5
57	7	1	282	115	PDweightsP	or5
58	19	4	332	86	truealn	or5
58	19	4	332	86	refaln	or5
58	18	3	333	87	Guidance	or5
58	18	3	333	87	GuidanceP	or5
58	18	3	333	87	BMweights	or5
58	18	3	333	87	PDweights	or5
58	18	3	333	87	BMweightsP	or5
58	18	3	333	87	PDweightsP	or5
59	11	0	324	93	truealn	or5
59	13	0	324	91	refaln	or5
59	13	0	324	91	Guidance	or5
59	13	0	324	91	GuidanceP	or5
59	13	0	324	91	BMweights	or5
59	13	0	324	91	PDweights	or5
59	13	0	324	91	BMweightsP	or5
59	13	0	324	91	PDweightsP	or5
60	14	1	329	94	truealn	or5
60	15	1	329	93	refaln	or5
60	13	1	329	95	Guidance	or5
60	12	1	329	96	GuidanceP	or5
60	13	1	329	95	BMweights	or5
60	13	1	329	95	PDweights	or5
60	12	1	329	96	BMweightsP	or5
60	12	1	329	96	PDweightsP	or5
61	31	3	311	81	truealn	or5
61	27	3	311	85	refaln	or5
61	28	3	311	84	Guidance	or5
61	28	3	311	84	GuidanceP	or5
61	28	3	311	84	BMweights	or5
61	28	3	311	84	PDweights	or5
61	28	3	311	84	BMweightsP	or5
61	29	3	311	83	PDweightsP	or5
62	6	0	332	107	truealn	or5
62	7	2	330	106	refaln	or5
62	8	2	330	105	Guidance	or5
62	9	2	330	104	GuidanceP	or5
62	8	2	330	105	BMweights	or5
62	8	2	330	105	PDweights	or5
62	9	2	330	104	BMweightsP	or5
62	9	2	330	104	PDweightsP	or5
63	7	0	314	110	truealn	or5
63	11	0	314	106	refaln	or5
63	8	0	314	109	Guidance	or5
63	8	0	314	109	GuidanceP	or5
63	8	0	314	109	BMweights	or5
63	8	0	314	109	PDweights	or5
63	8	0	314	109	BMweightsP	or5
63	8	0	314	109	PDweightsP	or5
64	10	1	273	116	truealn	or5
64	12	1	273	114	refaln	or5
64	11	1	273	115	Guidance	or5
64	10	1	273	116	GuidanceP	or5
64	11	1	273	115	BMweights	or5
64	11	1	273	115	PDweights	or5
64	10	1	273	116	BMweightsP	or5
64	10	1	273	116	PDweightsP	or5
65	14	0	325	82	truealn	or5
65	14	0	325	82	refaln	or5
65	13	0	325	83	Guidance	or5
65	13	0	325	83	GuidanceP	or5
65	13	0	325	83	BMweights	or5
65	13	0	325	83	PDweights	or5
65	13	0	325	83	BMweightsP	or5
65	13	0	325	83	PDweightsP	or5
66	11	1	289	123	truealn	or5
66	11	3	287	123	refaln	or5
66	7	1	289	127	Guidance	or5
66	6	1	289	128	GuidanceP	or5
66	7	1	289	127	BMweights	or5
66	7	1	289	127	PDweights	or5
66	6	1	289	128	BMweightsP	or5
66	5	1	289	129	PDweightsP	or5
67	6	0	312	95	truealn	or5
67	5	0	312	96	refaln	or5
67	6	0	312	95	Guidance	or5
67	6	0	312	95	GuidanceP	or5
67	5	0	312	96	BMweights	or5
67	6	0	312	95	PDweights	or5
67	6	0	312	95	BMweightsP	or5
67	6	0	312	95	PDweightsP	or5
68	15	2	295	116	truealn	or5
68	15	2	295	116	refaln	or5
68	15	2	295	116	Guidance	or5
68	15	2	295	116	GuidanceP	or5
68	15	2	295	116	BMweights	or5
68	15	2	295	116	PDweights	or5
68	15	2	295	116	BMweightsP	or5
68	15	2	295	116	PDweightsP	or5
69	13	0	303	90	truealn	or5
69	15	1	302	88	refaln	or5
69	13	1	302	90	Guidance	or5
69	13	1	302	90	GuidanceP	or5
69	13	1	302	90	BMweights	or5
69	13	1	302	90	PDweights	or5
69	13	1	302	90	BMweightsP	or5
69	13	1	302	90	PDweightsP	or5
70	16	0	329	111	truealn	or5
70	15	0	329	112	refaln	or5
70	15	0	329	112	Guidance	or5
70	16	0	329	111	GuidanceP	or5
70	15	0	329	112	BMweights	or5
70	15	0	329	112	PDweights	or5
70	16	0	329	111	BMweightsP	or5
70	17	0	329	110	PDweightsP	or5
71	4	0	310	100	truealn	or5
71	4	0	310	100	refaln	or5
71	4	0	310	100	Guidance	or5
71	4	0	310	100	GuidanceP	or5
71	4	0	310	100	BMweights	or5
71	4	0	310	100	PDweights	or5
71	4	0	310	100	BMweightsP	or5
71	4	0	310	100	PDweightsP	or5
72	3	0	299	117	truealn	or5
72	3	0	299	117	refaln	or5
72	3	0	299	117	Guidance	or5
72	3	0	299	117	GuidanceP	or5
72	3	0	299	117	BMweights	or5
72	3	0	299	117	PDweights	or5
72	3	0	299	117	BMweightsP	or5
72	3	0	299	117	PDweightsP	or5
73	7	2	309	120	truealn	or5
73	6	2	309	121	refaln	or5
73	6	2	309	121	Guidance	or5
73	6	2	309	121	GuidanceP	or5
73	6	2	309	121	BMweights	or5
73	6	2	309	121	PDweights	or5
73	6	2	309	121	BMweightsP	or5
73	6	2	309	121	PDweightsP	or5
74	8	1	304	91	truealn	or5
74	8	1	304	91	refaln	or5
74	8	1	304	91	Guidance	or5
74	8	1	304	91	GuidanceP	or5
74	8	1	304	91	BMweights	or5
74	8	1	304	91	PDweights	or5
74	8	1	304	91	BMweightsP	or5
74	8	1	304	91	PDweightsP	or5
75	6	0	304	111	truealn	or5
75	5	0	304	112	refaln	or5
75	5	0	304	112	Guidance	or5
75	5	0	304	112	GuidanceP	or5
75	5	0	304	112	BMweights	or5
75	5	0	304	112	PDweights	or5
75	5	0	304	112	BMweightsP	or5
75	5	0	304	112	PDweightsP	or5
76	7	1	313	110	truealn	or5
76	4	0	314	113	refaln	or5
76	3	0	314	114	Guidance	or5
76	3	0	314	114	GuidanceP	or5
76	3	0	314	114	BMweights	or5
76	3	0	314	114	PDweights	or5
76	3	0	314	114	BMweightsP	or5
76	3	0	314	114	PDweightsP	or5
77	18	1	277	107	truealn	or5
77	19	1	277	106	refaln	or5
77	19	1	277	106	Guidance	or5
77	19	1	277	106	GuidanceP	or5
77	19	1	277	106	BMweights	or5
77	19	1	277	106	PDweights	or5
77	19	1	277	106	BMweightsP	or5
77	19	1	277	106	PDweightsP	or5
78	14	0	313	118	truealn	or5
78	16	1	312	116	refaln	or5
78	14	0	313	118	Guidance	or5
78	15	0	313	117	GuidanceP	or5
78	14	0	313	118	BMweights	or5
78	14	0	313	118	PDweights	or5
78	15	0	313	117	BMweightsP	or5
78	15	0	313	117	PDweightsP	or5
79	8	1	305	89	truealn	or5
79	6	0	306	91	refaln	or5
79	5	0	306	92	Guidance	or5
79	5	0	306	92	GuidanceP	or5
79	5	0	306	92	BMweights	or5
79	5	0	306	92	PDweights	or5
79	5	0	306	92	BMweightsP	or5
79	5	0	306	92	PDweightsP	or5
80	9	0	296	113	truealn	or5
80	9	0	296	113	refaln	or5
80	9	0	296	113	Guidance	or5
80	9	0	296	113	GuidanceP	or5
80	9	0	296	113	BMweights	or5
80	9	0	296	113	PDweights	or5
80	9	0	296	113	BMweightsP	or5
80	8	0	296	114	PDweightsP	or5
81	13	2	319	91	truealn	or5
81	13	4	317	91	refaln	or5
81	17	2	319	87	Guidance	or5
81	17	2	319	87	GuidanceP	or5
81	17	2	319	87	BMweights	or5
81	17	2	319	87	PDweights	or5
81	17	2	319	87	BMweightsP	or5
81	17	2	319	87	PDweightsP	or5
82	6	0	305	98	truealn	or5
82	7	0	305	97	refaln	or5
82	6	0	305	98	Guidance	or5
82	6	0	305	98	GuidanceP	or5
82	8	0	305	96	BMweights	or5
82	6	0	305	98	PDweights	or5
82	6	0	305	98	BMweightsP	or5
82	6	0	305	98	PDweightsP	or5
83	14	0	313	114	truealn	or5
83	14	0	313	114	refaln	or5
83	14	0	313	114	Guidance	or5
83	13	0	313	115	GuidanceP	or5
83	14	0	313	114	BMweights	or5
83	14	0	313	114	PDweights	or5
83	14	0	313	114	BMweightsP	or5
83	13	0	313	115	PDweightsP	or5
84	22	0	310	99	truealn	or5
84	25	1	309	96	refaln	or5
84	25	1	309	96	Guidance	or5
84	25	1	309	96	GuidanceP	or5
84	25	1	309	96	BMweights	or5
84	25	1	309	96	PDweights	or5
84	25	1	309	96	BMweightsP	or5
84	25	1	309	96	PDweightsP	or5
85	12	0	291	131	truealn	or5
85	11	0	291	132	refaln	or5
85	11	0	291	132	Guidance	or5
85	11	0	291	132	GuidanceP	or5
85	11	0	291	132	BMweights	or5
85	11	0	291	132	PDweights	or5
85	11	0	291	132	BMweightsP	or5
85	11	0	291	132	PDweightsP	or5
86	9	1	308	116	truealn	or5
86	13	2	307	112	refaln	or5
86	12	2	307	113	Guidance	or5
86	11	2	307	114	GuidanceP	or5
86	12	2	307	113	BMweights	or5
86	12	2	307	113	PDweights	or5
86	11	2	307	114	BMweightsP	or5
86	11	2	307	114	PDweightsP	or5
87	7	0	303	95	truealn	or5
87	7	0	303	95	refaln	or5
87	7	0	303	95	Guidance	or5
87	7	0	303	95	GuidanceP	or5
87	7	0	303	95	BMweights	or5
87	7	0	303	95	PDweights	or5
87	7	0	303	95	BMweightsP	or5
87	7	0	303	95	PDweightsP	or5
88	28	4	293	89	truealn	or5
88	24	6	291	93	refaln	or5
88	27	5	292	90	Guidance	or5
88	25	5	292	92	GuidanceP	or5
88	27	5	292	90	BMweights	or5
88	27	5	292	90	PDweights	or5
88	25	5	292	92	BMweightsP	or5
88	25	5	292	92	PDweightsP	or5
89	6	0	301	95	truealn	or5
89	5	0	301	96	refaln	or5
89	6	0	301	95	Guidance	or5
89	6	0	301	95	GuidanceP	or5
89	6	0	301	95	BMweights	or5
89	6	0	301	95	PDweights	or5
89	6	0	301	95	BMweightsP	or5
89	6	0	301	95	PDweightsP	or5
90	7	0	294	114	truealn	or5
90	11	2	292	110	refaln	or5
90	8	1	293	113	Guidance	or5
90	8	1	293	113	GuidanceP	or5
90	8	1	293	113	BMweights	or5
90	8	1	293	113	PDweights	or5
90	8	1	293	113	BMweightsP	or5
90	9	2	292	112	PDweightsP	or5
91	22	2	292	85	truealn	or5
91	20	3	291	87	refaln	or5
91	20	2	292	87	Guidance	or5
91	20	2	292	87	GuidanceP	or5
91	20	2	292	87	BMweights	or5
91	20	2	292	87	PDweights	or5
91	20	2	292	87	BMweightsP	or5
91	20	2	292	87	PDweightsP	or5
92	7	0	290	125	truealn	or5
92	7	0	290	125	refaln	or5
92	7	0	290	125	Guidance	or5
92	7	0	290	125	GuidanceP	or5
92	7	0	290	125	BMweights	or5
92	7	0	290	125	PDweights	or5
92	7	0	290	125	BMweightsP	or5
92	7	0	290	125	PDweightsP	or5
93	14	1	307	104	truealn	or5
93	17	1	307	101	refaln	or5
93	16	2	306	102	Guidance	or5
93	16	2	306	102	GuidanceP	or5
93	16	2	306	102	BMweights	or5
93	16	2	306	102	PDweights	or5
93	16	2	306	102	BMweightsP	or5
93	16	2	306	102	PDweightsP	or5
94	14	0	301	112	truealn	or5
94	15	1	300	111	refaln	or5
