count	tprate	fprate		fnrate	accuracy	case	gene	mask	method	penal
0	0.0294117647059	0.0	0.970588235294	0.931818181818	truealn	or5	true	fubar	true
0	0.0357142857143	0.0	0.964285714286	0.9325	refaln	or5	zero	fubar	zero
0	0.0357142857143	0.0	0.964285714286	0.9325	Guidance	or5	ninety	fubar	no
0	0.0357142857143	0.0	0.964285714286	0.9325	GuidanceP	or5	ninety	fubar	yes
0	0.0357142857143	0.0	0.964285714286	0.9325	Guidance	or5	thirty	fubar	no
0	0.0357142857143	0.0	0.964285714286	0.9325	GuidanceP	or5	thirty	fubar	yes
0	0.0357142857143	0.0	0.964285714286	0.9325	Guidance	or5	fifty	fubar	no
0	0.0357142857143	0.0	0.964285714286	0.9325	GuidanceP	or5	fifty	fubar	yes
0	0.0357142857143	0.0	0.964285714286	0.9325	Guidance	or5	seventy	fubar	no
0	0.0357142857143	0.0	0.964285714286	0.9325	GuidanceP	or5	seventy	fubar	yes
0	0.0357142857143	0.0	0.964285714286	0.9325	BMweights	or5	fifty	fubar	no
0	0.0357142857143	0.0	0.964285714286	0.9325	PDweights	or5	fifty	fubar	no
0	0.0357142857143	0.0	0.964285714286	0.9325	BMweightsP	or5	fifty	fubar	yes
0	0.0357142857143	0.0	0.964285714286	0.9325	PDweightsP	or5	fifty	fubar	yes
1	0.107142857143	0.0	0.892857142857	0.95	truealn	or5	true	fubar	true
1	0.157894736842	0.0	0.842105263158	0.960297766749	refaln	or5	zero	fubar	zero
1	0.105263157895	0.0	0.894736842105	0.957816377171	Guidance	or5	ninety	fubar	no
1	0.105263157895	0.0	0.894736842105	0.957816377171	GuidanceP	or5	ninety	fubar	yes
1	0.157894736842	0.0	0.842105263158	0.960297766749	Guidance	or5	thirty	fubar	no
1	0.157894736842	0.0	0.842105263158	0.960297766749	GuidanceP	or5	thirty	fubar	yes
1	0.157894736842	0.0	0.842105263158	0.960297766749	Guidance	or5	fifty	fubar	no
1	0.157894736842	0.0	0.842105263158	0.960297766749	GuidanceP	or5	fifty	fubar	yes
1	0.157894736842	0.0	0.842105263158	0.960297766749	Guidance	or5	seventy	fubar	no
1	0.157894736842	0.0	0.842105263158	0.960297766749	GuidanceP	or5	seventy	fubar	yes
1	0.157894736842	0.0	0.842105263158	0.960297766749	BMweights	or5	fifty	fubar	no
1	0.157894736842	0.0	0.842105263158	0.960297766749	PDweights	or5	fifty	fubar	no
1	0.157894736842	0.0	0.842105263158	0.960297766749	BMweightsP	or5	fifty	fubar	yes
1	0.157894736842	0.0	0.842105263158	0.960297766749	PDweightsP	or5	fifty	fubar	yes
2	0.153846153846	0.0	0.846153846154	0.93567251462	truealn	or5	true	fubar	true
2	0.172413793103	0.0	0.827586206897	0.93984962406	refaln	or5	zero	fubar	zero
2	0.172413793103	0.0	0.827586206897	0.93984962406	Guidance	or5	ninety	fubar	no
2	0.172413793103	0.0	0.827586206897	0.93984962406	GuidanceP	or5	ninety	fubar	yes
2	0.172413793103	0.0	0.827586206897	0.93984962406	Guidance	or5	thirty	fubar	no
2	0.172413793103	0.0	0.827586206897	0.93984962406	GuidanceP	or5	thirty	fubar	yes
2	0.172413793103	0.0	0.827586206897	0.93984962406	Guidance	or5	fifty	fubar	no
2	0.172413793103	0.0	0.827586206897	0.93984962406	GuidanceP	or5	fifty	fubar	yes
2	0.172413793103	0.0	0.827586206897	0.93984962406	Guidance	or5	seventy	fubar	no
2	0.172413793103	0.0	0.827586206897	0.93984962406	GuidanceP	or5	seventy	fubar	yes
2	0.172413793103	0.0	0.827586206897	0.93984962406	BMweights	or5	fifty	fubar	no
2	0.172413793103	0.0	0.827586206897	0.93984962406	PDweights	or5	fifty	fubar	no
2	0.172413793103	0.0	0.827586206897	0.93984962406	BMweightsP	or5	fifty	fubar	yes
2	0.172413793103	0.0	0.827586206897	0.93984962406	PDweightsP	or5	fifty	fubar	yes
3	0.09375	0.0	0.90625	0.934977578475	truealn	or5	true	fubar	true
3	0.1	0.0027027027027	0.9	0.93	refaln	or5	zero	fubar	zero
3	0.0666666666667	0.0027027027027	0.933333333333	0.9275	Guidance	or5	ninety	fubar	no
3	0.0666666666667	0.0	0.933333333333	0.93	GuidanceP	or5	ninety	fubar	yes
3	0.0666666666667	0.0027027027027	0.933333333333	0.9275	Guidance	or5	thirty	fubar	no
3	0.0666666666667	0.0027027027027	0.933333333333	0.9275	GuidanceP	or5	thirty	fubar	yes
3	0.0666666666667	0.0027027027027	0.933333333333	0.9275	Guidance	or5	fifty	fubar	no
3	0.0666666666667	0.0	0.933333333333	0.93	GuidanceP	or5	fifty	fubar	yes
3	0.1	0.0027027027027	0.9	0.93	Guidance	or5	seventy	fubar	no
3	0.0666666666667	0.0	0.933333333333	0.93	GuidanceP	or5	seventy	fubar	yes
3	0.1	0.0027027027027	0.9	0.93	BMweights	or5	fifty	fubar	no
3	0.0666666666667	0.0027027027027	0.933333333333	0.9275	PDweights	or5	fifty	fubar	no
3	0.0666666666667	0.0027027027027	0.933333333333	0.9275	BMweightsP	or5	fifty	fubar	yes
3	0.0666666666667	0.0	0.933333333333	0.93	PDweightsP	or5	fifty	fubar	yes
4	0.1	0.0025641025641	0.9	0.933333333333	truealn	or5	true	fubar	true
4	0.0357142857143	0.0	0.964285714286	0.932330827068	refaln	or5	zero	fubar	zero
4	0.0714285714286	0.0	0.928571428571	0.934837092732	Guidance	or5	ninety	fubar	no
4	0.0714285714286	0.0	0.928571428571	0.934837092732	GuidanceP	or5	ninety	fubar	yes
4	0.0714285714286	0.0	0.928571428571	0.934837092732	Guidance	or5	thirty	fubar	no
4	0.0714285714286	0.0	0.928571428571	0.934837092732	GuidanceP	or5	thirty	fubar	yes
4	0.0357142857143	0.0	0.964285714286	0.932330827068	Guidance	or5	fifty	fubar	no
4	0.0714285714286	0.0	0.928571428571	0.934837092732	GuidanceP	or5	fifty	fubar	yes
4	0.0714285714286	0.0	0.928571428571	0.934837092732	Guidance	or5	seventy	fubar	no
4	0.0714285714286	0.00269541778976	0.928571428571	0.932330827068	GuidanceP	or5	seventy	fubar	yes
4	0.0714285714286	0.0	0.928571428571	0.934837092732	BMweights	or5	fifty	fubar	no
4	0.0714285714286	0.0	0.928571428571	0.934837092732	PDweights	or5	fifty	fubar	no
4	0.0357142857143	0.0	0.964285714286	0.932330827068	BMweightsP	or5	fifty	fubar	yes
4	0.0714285714286	0.0	0.928571428571	0.934837092732	PDweightsP	or5	fifty	fubar	yes
5	0.0540540540541	0.0	0.945945945946	0.924406047516	truealn	or5	true	fubar	true
5	0.0625	0.0	0.9375	0.924242424242	refaln	or5	zero	fubar	zero
5	0.0625	0.0	0.9375	0.924242424242	Guidance	or5	ninety	fubar	no
5	0.0625	0.0	0.9375	0.924242424242	GuidanceP	or5	ninety	fubar	yes
5	0.0625	0.0	0.9375	0.924242424242	Guidance	or5	thirty	fubar	no
5	0.0625	0.0	0.9375	0.924242424242	GuidanceP	or5	thirty	fubar	yes
5	0.0625	0.0	0.9375	0.924242424242	Guidance	or5	fifty	fubar	no
5	0.0625	0.0	0.9375	0.924242424242	GuidanceP	or5	fifty	fubar	yes
5	0.0625	0.0	0.9375	0.924242424242	Guidance	or5	seventy	fubar	no
5	0.0625	0.0	0.9375	0.924242424242	GuidanceP	or5	seventy	fubar	yes
5	0.0625	0.0	0.9375	0.924242424242	BMweights	or5	fifty	fubar	no
5	0.0625	0.0	0.9375	0.924242424242	PDweights	or5	fifty	fubar	no
5	0.0625	0.0	0.9375	0.924242424242	BMweightsP	or5	fifty	fubar	yes
5	0.0625	0.0	0.9375	0.924242424242	PDweightsP	or5	fifty	fubar	yes
6	0.159090909091	0.0	0.840909090909	0.917960088692	truealn	or5	true	fubar	true
6	0.179487179487	0.0	0.820512820513	0.92	refaln	or5	zero	fubar	zero
6	0.179487179487	0.0	0.820512820513	0.92	Guidance	or5	ninety	fubar	no
6	0.153846153846	0.0	0.846153846154	0.9175	GuidanceP	or5	ninety	fubar	yes
6	0.179487179487	0.0	0.820512820513	0.92	Guidance	or5	thirty	fubar	no
