count	cutoff	tprate	fprate	tnrate	fnrate	accuracy	case	gene	method
0	0.0	1.0	1.0	0.0	0.0	0.0262910798122	refaln	prk	fubar
0	0.01	1.0	0.697203471553	0.0	0.0	0.321126760563	refaln	prk	fubar
0	0.02	1.0	0.671166827387	0.0	0.0	0.346478873239	refaln	prk	fubar
0	0.03	1.0	0.661523625844	0.0	0.0	0.355868544601	refaln	prk	fubar
0	0.04	1.0	0.651880424301	0.0	0.0	0.365258215962	refaln	prk	fubar
0	0.05	0.964285714286	0.642237222758	0.0357142857143	0.0357142857143	0.373708920188	refaln	prk	fubar
0	0.06	0.964285714286	0.637415621986	0.0357142857143	0.0357142857143	0.378403755869	refaln	prk	fubar
0	0.07	0.964285714286	0.625843780135	0.0357142857143	0.0357142857143	0.389671361502	refaln	prk	fubar
0	0.08	0.964285714286	0.615236258438	0.0357142857143	0.0357142857143	0.4	refaln	prk	fubar
0	0.09	0.964285714286	0.603664416586	0.0357142857143	0.0357142857143	0.411267605634	refaln	prk	fubar
0	0.1	0.964285714286	0.57087753134	0.0357142857143	0.0357142857143	0.443192488263	refaln	prk	fubar
0	0.11	0.964285714286	0.556412729026	0.0357142857143	0.0357142857143	0.457276995305	refaln	prk	fubar
0	0.12	0.964285714286	0.515911282546	0.0357142857143	0.0357142857143	0.496713615023	refaln	prk	fubar
0	0.13	0.964285714286	0.509161041466	0.0357142857143	0.0357142857143	0.503286384977	refaln	prk	fubar
0	0.14	0.964285714286	0.506268081003	0.0357142857143	0.0357142857143	0.506103286385	refaln	prk	fubar
0	0.15	0.964285714286	0.49662487946	0.0357142857143	0.0357142857143	0.515492957746	refaln	prk	fubar
0	0.16	0.964285714286	0.492767598843	0.0357142857143	0.0357142857143	0.519248826291	refaln	prk	fubar
0	0.17	0.964285714286	0.48987463838	0.0357142857143	0.0357142857143	0.5220657277	refaln	prk	fubar
0	0.18	0.964285714286	0.109932497589	0.0357142857143	0.0357142857143	0.892018779343	refaln	prk	fubar
0	0.19	0.964285714286	0.107039537126	0.0357142857143	0.0357142857143	0.894835680751	refaln	prk	fubar
0	0.2	0.964285714286	0.104146576663	0.0357142857143	0.0357142857143	0.89765258216	refaln	prk	fubar
0	0.21	0.928571428571	0.100289296046	0.0714285714286	0.0714285714286	0.900469483568	refaln	prk	fubar
0	0.22	0.928571428571	0.100289296046	0.0714285714286	0.0714285714286	0.900469483568	refaln	prk	fubar
0	0.23	0.928571428571	0.100289296046	0.0714285714286	0.0714285714286	0.900469483568	refaln	prk	fubar
0	0.24	0.928571428571	0.099324975892	0.0714285714286	0.0714285714286	0.901408450704	refaln	prk	fubar
0	0.25	0.928571428571	0.0964320154291	0.0714285714286	0.0714285714286	0.904225352113	refaln	prk	fubar
