count	tprate	fprate		fnrate	accuracy	case	gene	mask	method	penal
0	0.0	0.0	1.0	0.93137254902	guidance	or5	30	paml	no
0	0.0	0.0	1.0	0.93137254902	guidance_p	or5	30	paml	yes
0	0.0	0.0	1.0	0.93137254902	guidance	or5	50	paml	no
0	0.0	0.0	1.0	0.93137254902	guidance_p	or5	50	paml	yes
0	0.0	0.0	1.0	0.93137254902	guidance	or5	70	paml	no
0	0.0	0.0	1.0	0.93137254902	guidance_p	or5	70	paml	yes
0	0.0	0.0	1.0	0.93137254902	guidance	or5	90	paml	no
0	0.0	0.0	1.0	0.93137254902	guidance_p	or5	90	paml	yes
1	0.15	0.0	0.85	0.960280373832	guidance	or5	30	paml	no
1	0.15	0.0	0.85	0.960280373832	guidance_p	or5	30	paml	yes
1	0.15	0.0	0.85	0.960280373832	guidance	or5	50	paml	no
1	0.15	0.0	0.85	0.960280373832	guidance_p	or5	50	paml	yes
1	0.15	0.0	0.85	0.960280373832	guidance	or5	70	paml	no
1	0.15	0.0	0.85	0.960280373832	guidance_p	or5	70	paml	yes
1	0.1	0.0	0.9	0.957943925234	guidance	or5	90	paml	no
1	0.1	0.0	0.9	0.957943925234	guidance_p	or5	90	paml	yes
2	0.15625	0.0	0.84375	0.935406698565	guidance	or5	30	paml	no
2	0.15625	0.0	0.84375	0.935406698565	guidance_p	or5	30	paml	yes
2	0.15625	0.0	0.84375	0.935406698565	guidance	or5	50	paml	no
2	0.15625	0.0	0.84375	0.935406698565	guidance_p	or5	50	paml	yes
2	0.15625	0.0	0.84375	0.935406698565	guidance	or5	70	paml	no
2	0.15625	0.0	0.84375	0.935406698565	guidance_p	or5	70	paml	yes
2	0.15625	0.0	0.84375	0.935406698565	guidance	or5	90	paml	no
2	0.15625	0.0	0.84375	0.935406698565	guidance_p	or5	90	paml	yes
3	0.1	0.0	0.9	0.932330827068	guidance	or5	30	paml	no
3	0.1	0.0	0.9	0.932330827068	guidance_p	or5	30	paml	yes
3	0.1	0.0	0.9	0.932330827068	guidance	or5	50	paml	no
3	0.1	0.0	0.9	0.932330827068	guidance_p	or5	50	paml	yes
3	0.1	0.0	0.9	0.932330827068	guidance	or5	70	paml	no
3	0.1	0.0	0.9	0.932330827068	guidance_p	or5	70	paml	yes
3	0.1	0.0	0.9	0.932330827068	guidance	or5	90	paml	no
3	0.1	0.0	0.9	0.932330827068	guidance_p	or5	90	paml	yes
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance	or5	30	paml	no
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance_p	or5	30	paml	yes
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance	or5	50	paml	no
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance_p	or5	50	paml	yes
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance	or5	70	paml	no
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance_p	or5	70	paml	yes
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance	or5	90	paml	no
4	0.037037037037	0.0	0.962962962963	0.931398416887	guidance_p	or5	90	paml	yes
5	0.0625	0.0	0.9375	0.926108374384	guidance	or5	30	paml	no
5	0.0625	0.0	0.9375	0.926108374384	guidance_p	or5	30	paml	yes
5	0.0625	0.0	0.9375	0.926108374384	guidance	or5	50	paml	no
5	0.0625	0.0	0.9375	0.926108374384	guidance_p	or5	50	paml	yes
5	0.0625	0.0	0.9375	0.926108374384	guidance	or5	70	paml	no
5	0.0625	0.0	0.9375	0.926108374384	guidance_p	or5	70	paml	yes
5	0.0625	0.0	0.9375	0.926108374384	guidance	or5	90	paml	no
5	0.0625	0.0	0.9375	0.926108374384	guidance_p	or5	90	paml	yes
6	0.15	0.0	0.85	0.915422885572	guidance	or5	30	paml	no
6	0.125	0.0	0.875	0.912935323383	guidance_p	or5	30	paml	yes
6	0.15	0.0	0.85	0.915422885572	guidance	or5	50	paml	no
6	0.125	0.0	0.875	0.912935323383	guidance_p	or5	50	paml	yes
6	0.15	0.0	0.85	0.915422885572	guidance	or5	70	paml	no
6	0.1	0.0	0.9	0.910447761194	guidance_p	or5	70	paml	yes
