count	cutoff	tprate	fprate	tnrate	fnrate	accuracy	case	gene	method
0	0.0	1.0	1.0	0.0	0.0	0.237068965517	refaln	prk	fubar
0	0.01	0.927272727273	0.45197740113	0.0727272727273	0.0727272727273	0.637931034483	refaln	prk	fubar
0	0.02	0.9	0.387005649718	0.1	0.1	0.681034482759	refaln	prk	fubar
0	0.03	0.881818181818	0.367231638418	0.118181818182	0.118181818182	0.691810344828	refaln	prk	fubar
0	0.04	0.854545454545	0.35593220339	0.145454545455	0.145454545455	0.693965517241	refaln	prk	fubar
0	0.05	0.845454545455	0.327683615819	0.154545454545	0.154545454545	0.713362068966	refaln	prk	fubar
0	0.06	0.827272727273	0.313559322034	0.172727272727	0.172727272727	0.719827586207	refaln	prk	fubar
0	0.07	0.818181818182	0.299435028249	0.181818181818	0.181818181818	0.728448275862	refaln	prk	fubar
0	0.08	0.818181818182	0.296610169492	0.181818181818	0.181818181818	0.730603448276	refaln	prk	fubar
0	0.09	0.809090909091	0.296610169492	0.190909090909	0.190909090909	0.728448275862	refaln	prk	fubar
0	0.1	0.790909090909	0.28813559322	0.209090909091	0.209090909091	0.730603448276	refaln	prk	fubar
0	0.11	0.781818181818	0.285310734463	0.218181818182	0.218181818182	0.730603448276	refaln	prk	fubar
0	0.12	0.772727272727	0.285310734463	0.227272727273	0.227272727273	0.728448275862	refaln	prk	fubar
0	0.13	0.763636363636	0.276836158192	0.236363636364	0.236363636364	0.73275862069	refaln	prk	fubar
0	0.14	0.727272727273	0.271186440678	0.272727272727	0.272727272727	0.728448275862	refaln	prk	fubar
0	0.15	0.718181818182	0.251412429379	0.281818181818	0.281818181818	0.741379310345	refaln	prk	fubar
0	0.16	0.618181818182	0.19209039548	0.381818181818	0.381818181818	0.762931034483	refaln	prk	fubar
0	0.17	0.590909090909	0.161016949153	0.409090909091	0.409090909091	0.780172413793	refaln	prk	fubar
0	0.18	0.563636363636	0.149717514124	0.436363636364	0.436363636364	0.782327586207	refaln	prk	fubar
0	0.19	0.545454545455	0.146892655367	0.454545454545	0.454545454545	0.780172413793	refaln	prk	fubar
0	0.2	0.527272727273	0.135593220339	0.472727272727	0.472727272727	0.784482758621	refaln	prk	fubar
0	0.21	0.518181818182	0.135593220339	0.481818181818	0.481818181818	0.782327586207	refaln	prk	fubar
0	0.22	0.490909090909	0.107344632768	0.509090909091	0.509090909091	0.797413793103	refaln	prk	fubar
0	0.23	0.472727272727	0.101694915254	0.527272727273	0.527272727273	0.797413793103	refaln	prk	fubar
0	0.24	0.463636363636	0.0960451977401	0.536363636364	0.536363636364	0.799568965517	refaln	prk	fubar
0	0.25	0.463636363636	0.090395480226	0.536363636364	0.536363636364	0.803879310345	refaln	prk	fubar
0	0.26	0.463636363636	0.0875706214689	0.536363636364	0.536363636364	0.806034482759	refaln	prk	fubar
0	0.27	0.463636363636	0.0847457627119	0.536363636364	0.536363636364	0.808189655172	refaln	prk	fubar
0	0.28	0.454545454545	0.0847457627119	0.545454545455	0.545454545455	0.806034482759	refaln	prk	fubar
0	0.29	0.454545454545	0.0847457627119	0.545454545455	0.545454545455	0.806034482759	refaln	prk	fubar
0	0.3	0.445454545455	0.0847457627119	0.554545454545	0.554545454545	0.803879310345	refaln	prk	fubar
0	0.31	0.445454545455	0.0847457627119	0.554545454545	0.554545454545	0.803879310345	refaln	prk	fubar
0	0.32	0.445454545455	0.0819209039548	0.554545454545	0.554545454545	0.806034482759	refaln	prk	fubar
0	0.33	0.445454545455	0.0819209039548	0.554545454545	0.554545454545	0.806034482759	refaln	prk	fubar
0	0.34	0.445454545455	0.0790960451977	0.554545454545	0.554545454545	0.808189655172	refaln	prk	fubar
0	0.35	0.445454545455	0.0790960451977	0.554545454545	0.554545454545	0.808189655172	refaln	prk	fubar
0	0.36	0.436363636364	0.0790960451977	0.563636363636	0.563636363636	0.806034482759	refaln	prk	fubar
0	0.37	0.436363636364	0.0762711864407	0.563636363636	0.563636363636	0.808189655172	refaln	prk	fubar
0	0.38	0.436363636364	0.0706214689266	0.563636363636	0.563636363636	0.8125	refaln	prk	fubar
0	0.39	0.427272727273	0.0706214689266	0.572727272727	0.572727272727	0.810344827586	refaln	prk	fubar
0	0.4	0.427272727273	0.0706214689266	0.572727272727	0.572727272727	0.810344827586	refaln	prk	fubar
0	0.41	0.427272727273	0.0677966101695	0.572727272727	0.572727272727	0.8125	refaln	prk	fubar
0	0.42	0.427272727273	0.0677966101695	0.572727272727	0.572727272727	0.8125	refaln	prk	fubar
0	0.43	0.427272727273	0.0677966101695	0.572727272727	0.572727272727	0.8125	refaln	prk	fubar
0	0.44	0.427272727273	0.0677966101695	0.572727272727	0.572727272727	0.8125	refaln	prk	fubar
0	0.45	0.427272727273	0.0677966101695	0.572727272727	0.572727272727	0.8125	refaln	prk	fubar
0	0.46	0.427272727273	0.0649717514124	0.572727272727	0.572727272727	0.814655172414	refaln	prk	fubar
0	0.47	0.427272727273	0.0649717514124	0.572727272727	0.572727272727	0.814655172414	refaln	prk	fubar
0	0.48	0.427272727273	0.0649717514124	0.572727272727	0.572727272727	0.814655172414	refaln	prk	fubar
0	0.49	0.427272727273	0.0593220338983	0.572727272727	0.572727272727	0.818965517241	refaln	prk	fubar
0	0.5	0.427272727273	0.0536723163842	0.572727272727	0.572727272727	0.823275862069	refaln	prk	fubar
0	0.51	0.427272727273	0.0536723163842	0.572727272727	0.572727272727	0.823275862069	refaln	prk	fubar
0	0.52	0.418181818182	0.0536723163842	0.581818181818	0.581818181818	0.821120689655	refaln	prk	fubar
0	0.53	0.418181818182	0.045197740113	0.581818181818	0.581818181818	0.827586206897	refaln	prk	fubar
0	0.54	0.418181818182	0.045197740113	0.581818181818	0.581818181818	0.827586206897	refaln	prk	fubar
0	0.55	0.409090909091	0.045197740113	0.590909090909	0.590909090909	0.825431034483	refaln	prk	fubar
0	0.56	0.409090909091	0.0423728813559	0.590909090909	0.590909090909	0.827586206897	refaln	prk	fubar
0	0.57	0.409090909091	0.0367231638418	0.590909090909	0.590909090909	0.831896551724	refaln	prk	fubar
0	0.58	0.409090909091	0.0367231638418	0.590909090909	0.590909090909	0.831896551724	refaln	prk	fubar
0	0.59	0.409090909091	0.0367231638418	0.590909090909	0.590909090909	0.831896551724	refaln	prk	fubar
0	0.6	0.409090909091	0.0310734463277	0.590909090909	0.590909090909	0.836206896552	refaln	prk	fubar
0	0.61	0.4	0.0282485875706	0.6	0.6	0.836206896552	refaln	prk	fubar
0	0.62	0.4	0.0282485875706	0.6	0.6	0.836206896552	refaln	prk	fubar
0	0.63	0.4	0.0254237288136	0.6	0.6	0.838362068966	refaln	prk	fubar
0	0.64	0.390909090909	0.0254237288136	0.609090909091	0.609090909091	0.836206896552	refaln	prk	fubar
0	0.65	0.390909090909	0.0254237288136	0.609090909091	0.609090909091	0.836206896552	refaln	prk	fubar
0	0.66	0.390909090909	0.0254237288136	0.609090909091	0.609090909091	0.836206896552	refaln	prk	fubar
0	0.67	0.390909090909	0.0254237288136	0.609090909091	0.609090909091	0.836206896552	refaln	prk	fubar
0	0.68	0.381818181818	0.0254237288136	0.618181818182	0.618181818182	0.834051724138	refaln	prk	fubar
0	0.69	0.372727272727	0.0254237288136	0.627272727273	0.627272727273	0.831896551724	refaln	prk	fubar
0	0.7	0.372727272727	0.0225988700565	0.627272727273	0.627272727273	0.834051724138	refaln	prk	fubar
0	0.71	0.372727272727	0.0225988700565	0.627272727273	0.627272727273	0.834051724138	refaln	prk	fubar
