count	cutoff	tprate	fprate	case	penal	gene	method
0	0.0	1.0	1.0	refaln	zero	or5	paml
0	0.01	1.0	0.985964912281	refaln	zero	or5	paml
0	0.02	0.991525423729	0.971929824561	refaln	zero	or5	paml
0	0.03	0.974576271186	0.898245614035	refaln	zero	or5	paml
0	0.04	0.906779661017	0.736842105263	refaln	zero	or5	paml
0	0.05	0.881355932203	0.628070175439	refaln	zero	or5	paml
0	0.06	0.771186440678	0.463157894737	refaln	zero	or5	paml
0	0.07	0.745762711864	0.438596491228	refaln	zero	or5	paml
0	0.08	0.661016949153	0.291228070175	refaln	zero	or5	paml
0	0.09	0.652542372881	0.263157894737	refaln	zero	or5	paml
0	0.1	0.652542372881	0.252631578947	refaln	zero	or5	paml
0	0.11	0.652542372881	0.242105263158	refaln	zero	or5	paml
0	0.12	0.652542372881	0.238596491228	refaln	zero	or5	paml
0	0.13	0.652542372881	0.231578947368	refaln	zero	or5	paml
0	0.14	0.652542372881	0.224561403509	refaln	zero	or5	paml
0	0.15	0.652542372881	0.224561403509	refaln	zero	or5	paml
0	0.16	0.652542372881	0.224561403509	refaln	zero	or5	paml
0	0.17	0.652542372881	0.224561403509	refaln	zero	or5	paml
0	0.18	0.652542372881	0.224561403509	refaln	zero	or5	paml
0	0.19	0.652542372881	0.224561403509	refaln	zero	or5	paml
0	0.2	0.652542372881	0.221052631579	refaln	zero	or5	paml
0	0.21	0.652542372881	0.221052631579	refaln	zero	or5	paml
0	0.22	0.635593220339	0.182456140351	refaln	zero	or5	paml
0	0.23	0.618644067797	0.171929824561	refaln	zero	or5	paml
0	0.24	0.610169491525	0.164912280702	refaln	zero	or5	paml
0	0.25	0.584745762712	0.161403508772	refaln	zero	or5	paml
0	0.26	0.584745762712	0.154385964912	refaln	zero	or5	paml
0	0.27	0.576271186441	0.154385964912	refaln	zero	or5	paml
0	0.28	0.559322033898	0.147368421053	refaln	zero	or5	paml
0	0.29	0.550847457627	0.140350877193	refaln	zero	or5	paml
0	0.3	0.550847457627	0.140350877193	refaln	zero	or5	paml
0	0.31	0.550847457627	0.133333333333	refaln	zero	or5	paml
0	0.32	0.542372881356	0.122807017544	refaln	zero	or5	paml
0	0.33	0.516949152542	0.115789473684	refaln	zero	or5	paml
0	0.34	0.474576271186	0.105263157895	refaln	zero	or5	paml
0	0.35	0.466101694915	0.0982456140351	refaln	zero	or5	paml
0	0.36	0.457627118644	0.0877192982456	refaln	zero	or5	paml
0	0.37	0.432203389831	0.080701754386	refaln	zero	or5	paml
0	0.38	0.432203389831	0.0771929824561	refaln	zero	or5	paml
0	0.39	0.423728813559	0.0771929824561	refaln	zero	or5	paml
0	0.4	0.415254237288	0.0736842105263	refaln	zero	or5	paml
0	0.41	0.415254237288	0.0631578947368	refaln	zero	or5	paml
0	0.42	0.398305084746	0.0526315789474	refaln	zero	or5	paml
0	0.43	0.398305084746	0.0491228070175	refaln	zero	or5	paml
0	0.44	0.398305084746	0.0456140350877	refaln	zero	or5	paml
0	0.45	0.389830508475	0.0456140350877	refaln	zero	or5	paml
0	0.46	0.389830508475	0.0456140350877	refaln	zero	or5	paml
0	0.47	0.381355932203	0.0456140350877	refaln	zero	or5	paml
0	0.48	0.381355932203	0.0456140350877	refaln	zero	or5	paml
0	0.49	0.372881355932	0.0456140350877	refaln	zero	or5	paml
0	0.5	0.372881355932	0.0456140350877	refaln	zero	or5	paml
0	0.51	0.372881355932	0.0385964912281	refaln	zero	or5	paml
0	0.52	0.372881355932	0.0385964912281	refaln	zero	or5	paml
0	0.53	0.372881355932	0.0385964912281	refaln	zero	or5	paml
0	0.54	0.372881355932	0.0385964912281	refaln	zero	or5	paml
0	0.55	0.372881355932	0.0385964912281	refaln	zero	or5	paml
0	0.56	0.35593220339	0.0350877192982	refaln	zero	or5	paml
0	0.57	0.35593220339	0.0315789473684	refaln	zero	or5	paml
0	0.58	0.347457627119	0.0280701754386	refaln	zero	or5	paml
0	0.59	0.347457627119	0.0280701754386	refaln	zero	or5	paml
0	0.6	0.338983050847	0.0245614035088	refaln	zero	or5	paml
0	0.61	0.338983050847	0.0210526315789	refaln	zero	or5	paml
0	0.62	0.330508474576	0.0210526315789	refaln	zero	or5	paml
0	0.63	0.330508474576	0.0210526315789	refaln	zero	or5	paml
0	0.64	0.330508474576	0.0175438596491	refaln	zero	or5	paml
0	0.65	0.322033898305	0.0140350877193	refaln	zero	or5	paml
0	0.66	0.322033898305	0.0105263157895	refaln	zero	or5	paml
0	0.67	0.296610169492	0.0105263157895	refaln	zero	or5	paml
0	0.68	0.296610169492	0.0105263157895	refaln	zero	or5	paml
0	0.69	0.296610169492	0.0105263157895	refaln	zero	or5	paml
0	0.7	0.296610169492	0.0105263157895	refaln	zero	or5	paml
0	0.71	0.296610169492	0.0105263157895	refaln	zero	or5	paml
0	0.72	0.28813559322	0.00701754385965	refaln	zero	or5	paml
0	0.73	0.279661016949	0.00701754385965	refaln	zero	or5	paml
0	0.74	0.279661016949	0.00701754385965	refaln	zero	or5	paml
0	0.75	0.262711864407	0.00701754385965	refaln	zero	or5	paml
0	0.76	0.262711864407	0.00701754385965	refaln	zero	or5	paml
0	0.77	0.254237288136	0.00701754385965	refaln	zero	or5	paml
0	0.78	0.254237288136	0.00350877192982	refaln	zero	or5	paml
0	0.79	0.245762711864	0.00350877192982	refaln	zero	or5	paml
0	0.8	0.228813559322	0.00350877192982	refaln	zero	or5	paml
0	0.81	0.228813559322	0.00350877192982	refaln	zero	or5	paml
0	0.82	0.228813559322	0.00350877192982	refaln	zero	or5	paml
0	0.83	0.228813559322	0.00350877192982	refaln	zero	or5	paml
0	0.84	0.220338983051	0.00350877192982	refaln	zero	or5	paml
0	0.85	0.220338983051	0.00350877192982	refaln	zero	or5	paml
0	0.86	0.220338983051	0.00350877192982	refaln	zero	or5	paml
0	0.87	0.220338983051	0.00350877192982	refaln	zero	or5	paml
0	0.88	0.21186440678	0.00350877192982	refaln	zero	or5	paml
0	0.89	0.21186440678	0.00350877192982	refaln	zero	or5	paml
0	0.9	0.203389830508	0.00350877192982	refaln	zero	or5	paml
0	0.91	0.177966101695	0.00350877192982	refaln	zero	or5	paml
0	0.92	0.14406779661	0.00350877192982	refaln	zero	or5	paml
0	0.93	0.135593220339	0.00350877192982	refaln	zero	or5	paml
0	0.94	0.110169491525	0.0	refaln	zero	or5	paml
0	0.95	0.110169491525	0.0	refaln	zero	or5	paml
0	0.96	0.0847457627119	0.0	refaln	zero	or5	paml
0	0.97	0.0762711864407	0.0	refaln	zero	or5	paml
0	0.98	0.0593220338983	0.0	refaln	zero	or5	paml
0	0.99	0.0254237288136	0.0	refaln	zero	or5	paml
0	1.0	0.0	0.0	refaln	zero	or5	paml
0	0.0	1.0	1.0	Guidance	no	or5	paml
0	0.01	1.0	0.985964912281	Guidance	no	or5	paml
0	0.02	0.991525423729	0.968421052632	Guidance	no	or5	paml
0	0.03	0.957627118644	0.835087719298	Guidance	no	or5	paml
0	0.04	0.898305084746	0.694736842105	Guidance	no	or5	paml
0	0.05	0.872881355932	0.614035087719	Guidance	no	or5	paml
0	0.06	0.771186440678	0.438596491228	Guidance	no	or5	paml
0	0.07	0.677966101695	0.340350877193	Guidance	no	or5	paml
0	0.08	0.661016949153	0.259649122807	Guidance	no	or5	paml
0	0.09	0.652542372881	0.249122807018	Guidance	no	or5	paml
0	0.1	0.652542372881	0.238596491228	Guidance	no	or5	paml
0	0.11	0.652542372881	0.231578947368	Guidance	no	or5	paml
0	0.12	0.652542372881	0.224561403509	Guidance	no	or5	paml
0	0.13	0.652542372881	0.217543859649	Guidance	no	or5	paml
0	0.14	0.652542372881	0.217543859649	Guidance	no	or5	paml
0	0.15	0.652542372881	0.217543859649	Guidance	no	or5	paml
0	0.16	0.652542372881	0.217543859649	Guidance	no	or5	paml
0	0.17	0.652542372881	0.217543859649	Guidance	no	or5	paml
0	0.18	0.652542372881	0.217543859649	Guidance	no	or5	paml
0	0.19	0.652542372881	0.214035087719	Guidance	no	or5	paml
0	0.2	0.64406779661	0.20701754386	Guidance	no	or5	paml
0	0.21	0.618644067797	0.161403508772	Guidance	no	or5	paml
0	0.22	0.601694915254	0.157894736842	Guidance	no	or5	paml
0	0.23	0.584745762712	0.154385964912	Guidance	no	or5	paml
0	0.24	0.576271186441	0.154385964912	Guidance	no	or5	paml
0	0.25	0.567796610169	0.147368421053	Guidance	no	or5	paml
0	0.26	0.559322033898	0.143859649123	Guidance	no	or5	paml
0	0.27	0.550847457627	0.136842105263	Guidance	no	or5	paml
0	0.28	0.550847457627	0.133333333333	Guidance	no	or5	paml
0	0.29	0.550847457627	0.126315789474	Guidance	no	or5	paml
0	0.3	0.542372881356	0.122807017544	Guidance	no	or5	paml
0	0.31	0.508474576271	0.105263157895	Guidance	no	or5	paml
0	0.32	0.483050847458	0.0982456140351	Guidance	no	or5	paml
0	0.33	0.474576271186	0.0877192982456	Guidance	no	or5	paml
0	0.34	0.466101694915	0.0771929824561	Guidance	no	or5	paml
0	0.35	0.432203389831	0.0736842105263	Guidance	no	or5	paml
0	0.36	0.423728813559	0.0701754385965	Guidance	no	or5	paml
0	0.37	0.423728813559	0.0666666666667	Guidance	no	or5	paml
0	0.38	0.415254237288	0.059649122807	Guidance	no	or5	paml
0	0.39	0.398305084746	0.0491228070175	Guidance	no	or5	paml
0	0.4	0.381355932203	0.0456140350877	Guidance	no	or5	paml
0	0.41	0.381355932203	0.0385964912281	Guidance	no	or5	paml
0	0.42	0.372881355932	0.0385964912281	Guidance	no	or5	paml
0	0.43	0.372881355932	0.0385964912281	Guidance	no	or5	paml
0	0.44	0.372881355932	0.0385964912281	Guidance	no	or5	paml
0	0.45	0.35593220339	0.0385964912281	Guidance	no	or5	paml
0	0.46	0.35593220339	0.0385964912281	Guidance	no	or5	paml
0	0.47	0.35593220339	0.0385964912281	Guidance	no	or5	paml
0	0.48	0.35593220339	0.0385964912281	Guidance	no	or5	paml
0	0.49	0.35593220339	0.0350877192982	Guidance	no	or5	paml
0	0.5	0.35593220339	0.0350877192982	Guidance	no	or5	paml
0	0.51	0.35593220339	0.0350877192982	Guidance	no	or5	paml
0	0.52	0.35593220339	0.0350877192982	Guidance	no	or5	paml
0	0.53	0.338983050847	0.0350877192982	Guidance	no	or5	paml
0	0.54	0.338983050847	0.0350877192982	Guidance	no	or5	paml
0	0.55	0.338983050847	0.0280701754386	Guidance	no	or5	paml
0	0.56	0.330508474576	0.0245614035088	Guidance	no	or5	paml
0	0.57	0.330508474576	0.0245614035088	Guidance	no	or5	paml
0	0.58	0.322033898305	0.0245614035088	Guidance	no	or5	paml
0	0.59	0.322033898305	0.0210526315789	Guidance	no	or5	paml
0	0.6	0.313559322034	0.0175438596491	Guidance	no	or5	paml
0	0.61	0.313559322034	0.0175438596491	Guidance	no	or5	paml
0	0.62	0.313559322034	0.0175438596491	Guidance	no	or5	paml
0	0.63	0.313559322034	0.0105263157895	Guidance	no	or5	paml
0	0.64	0.305084745763	0.0105263157895	Guidance	no	or5	paml
0	0.65	0.296610169492	0.00701754385965	Guidance	no	or5	paml
0	0.66	0.279661016949	0.00701754385965	Guidance	no	or5	paml
0	0.67	0.279661016949	0.00701754385965	Guidance	no	or5	paml
0	0.68	0.279661016949	0.00701754385965	Guidance	no	or5	paml
0	0.69	0.279661016949	0.00701754385965	Guidance	no	or5	paml
0	0.7	0.279661016949	0.00701754385965	Guidance	no	or5	paml
0	0.71	0.271186440678	0.00701754385965	Guidance	no	or5	paml
0	0.72	0.262711864407	0.00701754385965	Guidance	no	or5	paml
0	0.73	0.262711864407	0.00701754385965	Guidance	no	or5	paml
0	0.74	0.245762711864	0.00701754385965	Guidance	no	or5	paml
0	0.75	0.245762711864	0.00701754385965	Guidance	no	or5	paml
0	0.76	0.237288135593	0.00350877192982	Guidance	no	or5	paml
0	0.77	0.237288135593	0.00350877192982	Guidance	no	or5	paml
0	0.78	0.220338983051	0.00350877192982	Guidance	no	or5	paml
0	0.79	0.220338983051	0.00350877192982	Guidance	no	or5	paml
0	0.8	0.21186440678	0.00350877192982	Guidance	no	or5	paml
0	0.81	0.21186440678	0.00350877192982	Guidance	no	or5	paml
0	0.82	0.21186440678	0.00350877192982	Guidance	no	or5	paml
0	0.83	0.203389830508	0.00350877192982	Guidance	no	or5	paml
0	0.84	0.203389830508	0.00350877192982	Guidance	no	or5	paml
0	0.85	0.203389830508	0.00350877192982	Guidance	no	or5	paml
0	0.86	0.203389830508	0.00350877192982	Guidance	no	or5	paml
0	0.87	0.194915254237	0.00350877192982	Guidance	no	or5	paml
0	0.88	0.194915254237	0.00350877192982	Guidance	no	or5	paml
0	0.89	0.186440677966	0.00350877192982	Guidance	no	or5	paml
0	0.9	0.177966101695	0.00350877192982	Guidance	no	or5	paml
0	0.91	0.14406779661	0.00350877192982	Guidance	no	or5	paml
0	0.92	0.135593220339	0.00350877192982	Guidance	no	or5	paml
0	0.93	0.127118644068	0.0	Guidance	no	or5	paml
