count	cutoff	tprate	fprate	case	penal	gene	method
0	0.0	1.0	1.0	refaln	zero	prk	paml
0	0.01	0.6875	0.254237288136	refaln	zero	prk	paml
0	0.02	0.651785714286	0.24011299435	refaln	zero	prk	paml
0	0.03	0.642857142857	0.231638418079	refaln	zero	prk	paml
0	0.04	0.642857142857	0.231638418079	refaln	zero	prk	paml
0	0.05	0.616071428571	0.228813559322	refaln	zero	prk	paml
0	0.06	0.616071428571	0.228813559322	refaln	zero	prk	paml
0	0.07	0.616071428571	0.228813559322	refaln	zero	prk	paml
0	0.08	0.607142857143	0.223163841808	refaln	zero	prk	paml
0	0.09	0.607142857143	0.214689265537	refaln	zero	prk	paml
0	0.1	0.589285714286	0.189265536723	refaln	zero	prk	paml
0	0.11	0.553571428571	0.149717514124	refaln	zero	prk	paml
0	0.12	0.482142857143	0.11581920904	refaln	zero	prk	paml
0	0.13	0.455357142857	0.0988700564972	refaln	zero	prk	paml
0	0.14	0.455357142857	0.0960451977401	refaln	zero	prk	paml
0	0.15	0.446428571429	0.0960451977401	refaln	zero	prk	paml
0	0.16	0.410714285714	0.0677966101695	refaln	zero	prk	paml
0	0.17	0.410714285714	0.0677966101695	refaln	zero	prk	paml
0	0.18	0.410714285714	0.0649717514124	refaln	zero	prk	paml
0	0.19	0.410714285714	0.0649717514124	refaln	zero	prk	paml
0	0.2	0.410714285714	0.0649717514124	refaln	zero	prk	paml
0	0.21	0.410714285714	0.0649717514124	refaln	zero	prk	paml
0	0.22	0.410714285714	0.0649717514124	refaln	zero	prk	paml
0	0.23	0.410714285714	0.0621468926554	refaln	zero	prk	paml
0	0.24	0.410714285714	0.0621468926554	refaln	zero	prk	paml
0	0.25	0.410714285714	0.0621468926554	refaln	zero	prk	paml
0	0.26	0.410714285714	0.0593220338983	refaln	zero	prk	paml
0	0.27	0.401785714286	0.0593220338983	refaln	zero	prk	paml
0	0.28	0.392857142857	0.0593220338983	refaln	zero	prk	paml
0	0.29	0.392857142857	0.0564971751412	refaln	zero	prk	paml
0	0.3	0.392857142857	0.0564971751412	refaln	zero	prk	paml
0	0.31	0.392857142857	0.0564971751412	refaln	zero	prk	paml
0	0.32	0.392857142857	0.0564971751412	refaln	zero	prk	paml
0	0.33	0.392857142857	0.0536723163842	refaln	zero	prk	paml
0	0.34	0.392857142857	0.0536723163842	refaln	zero	prk	paml
0	0.35	0.392857142857	0.0508474576271	refaln	zero	prk	paml
0	0.36	0.383928571429	0.0508474576271	refaln	zero	prk	paml
0	0.37	0.383928571429	0.045197740113	refaln	zero	prk	paml
0	0.38	0.357142857143	0.045197740113	refaln	zero	prk	paml
0	0.39	0.357142857143	0.045197740113	refaln	zero	prk	paml
0	0.4	0.357142857143	0.045197740113	refaln	zero	prk	paml
0	0.41	0.357142857143	0.045197740113	refaln	zero	prk	paml
0	0.42	0.357142857143	0.0395480225989	refaln	zero	prk	paml
0	0.43	0.357142857143	0.0395480225989	refaln	zero	prk	paml
0	0.44	0.339285714286	0.0395480225989	refaln	zero	prk	paml
0	0.45	0.339285714286	0.0395480225989	refaln	zero	prk	paml
0	0.46	0.339285714286	0.0395480225989	refaln	zero	prk	paml
0	0.47	0.339285714286	0.0367231638418	refaln	zero	prk	paml
0	0.48	0.339285714286	0.0367231638418	refaln	zero	prk	paml
0	0.49	0.339285714286	0.0367231638418	refaln	zero	prk	paml
0	0.5	0.321428571429	0.0310734463277	refaln	zero	prk	paml
0	0.51	0.321428571429	0.0310734463277	refaln	zero	prk	paml
0	0.52	0.321428571429	0.0282485875706	refaln	zero	prk	paml
0	0.53	0.321428571429	0.0282485875706	refaln	zero	prk	paml
0	0.54	0.321428571429	0.0282485875706	refaln	zero	prk	paml
0	0.55	0.321428571429	0.0282485875706	refaln	zero	prk	paml
0	0.56	0.3125	0.0282485875706	refaln	zero	prk	paml
0	0.57	0.3125	0.0254237288136	refaln	zero	prk	paml
0	0.58	0.303571428571	0.0254237288136	refaln	zero	prk	paml
0	0.59	0.303571428571	0.0254237288136	refaln	zero	prk	paml
0	0.6	0.303571428571	0.0225988700565	refaln	zero	prk	paml
0	0.61	0.294642857143	0.0225988700565	refaln	zero	prk	paml
0	0.62	0.285714285714	0.0225988700565	refaln	zero	prk	paml
0	0.63	0.285714285714	0.0197740112994	refaln	zero	prk	paml
0	0.64	0.285714285714	0.0197740112994	refaln	zero	prk	paml
0	0.65	0.285714285714	0.0197740112994	refaln	zero	prk	paml
0	0.66	0.285714285714	0.0169491525424	refaln	zero	prk	paml
0	0.67	0.285714285714	0.0141242937853	refaln	zero	prk	paml
0	0.68	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.69	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.7	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.71	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.72	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.73	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.74	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.75	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.76	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.77	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.78	0.276785714286	0.0141242937853	refaln	zero	prk	paml
0	0.79	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.8	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.81	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.82	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.83	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.84	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.85	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.86	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.87	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.88	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.89	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.9	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.91	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.92	0.267857142857	0.0141242937853	refaln	zero	prk	paml
0	0.93	0.267857142857	0.0112994350282	refaln	zero	prk	paml
0	0.94	0.258928571429	0.0112994350282	refaln	zero	prk	paml
0	0.95	0.258928571429	0.0112994350282	refaln	zero	prk	paml
0	0.96	0.258928571429	0.0112994350282	refaln	zero	prk	paml
0	0.97	0.258928571429	0.0112994350282	refaln	zero	prk	paml
0	0.98	0.25	0.0112994350282	refaln	zero	prk	paml
0	0.99	0.232142857143	0.0112994350282	refaln	zero	prk	paml
0	1.0	0.107142857143	0.0	refaln	zero	prk	paml
0	0.0	1.0	1.0	Guidance	no	prk	paml
0	0.01	0.669642857143	0.242937853107	Guidance	no	prk	paml
0	0.02	0.642857142857	0.234463276836	Guidance	no	prk	paml
0	0.03	0.633928571429	0.234463276836	Guidance	no	prk	paml
0	0.04	0.625	0.234463276836	Guidance	no	prk	paml
0	0.05	0.616071428571	0.228813559322	Guidance	no	prk	paml
0	0.06	0.616071428571	0.225988700565	Guidance	no	prk	paml
0	0.07	0.607142857143	0.220338983051	Guidance	no	prk	paml
0	0.08	0.607142857143	0.21186440678	Guidance	no	prk	paml
0	0.09	0.607142857143	0.19209039548	Guidance	no	prk	paml
0	0.1	0.5625	0.14406779661	Guidance	no	prk	paml
0	0.11	0.491071428571	0.104519774011	Guidance	no	prk	paml
0	0.12	0.455357142857	0.0734463276836	Guidance	no	prk	paml
0	0.13	0.446428571429	0.0706214689266	Guidance	no	prk	paml
0	0.14	0.4375	0.0706214689266	Guidance	no	prk	paml
0	0.15	0.4375	0.0706214689266	Guidance	no	prk	paml
0	0.16	0.401785714286	0.0395480225989	Guidance	no	prk	paml
0	0.17	0.392857142857	0.0395480225989	Guidance	no	prk	paml
0	0.18	0.392857142857	0.0395480225989	Guidance	no	prk	paml
0	0.19	0.392857142857	0.0395480225989	Guidance	no	prk	paml
0	0.2	0.392857142857	0.0395480225989	Guidance	no	prk	paml
0	0.21	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.22	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.23	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.24	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.25	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.26	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.27	0.375	0.0395480225989	Guidance	no	prk	paml
0	0.28	0.375	0.0367231638418	Guidance	no	prk	paml
0	0.29	0.375	0.0367231638418	Guidance	no	prk	paml
0	0.3	0.375	0.0367231638418	Guidance	no	prk	paml
0	0.31	0.366071428571	0.0338983050847	Guidance	no	prk	paml
0	0.32	0.366071428571	0.0338983050847	Guidance	no	prk	paml
0	0.33	0.366071428571	0.0310734463277	Guidance	no	prk	paml
0	0.34	0.366071428571	0.0310734463277	Guidance	no	prk	paml
0	0.35	0.357142857143	0.0310734463277	Guidance	no	prk	paml
0	0.36	0.357142857143	0.0282485875706	Guidance	no	prk	paml
0	0.37	0.357142857143	0.0282485875706	Guidance	no	prk	paml
0	0.38	0.357142857143	0.0282485875706	Guidance	no	prk	paml
0	0.39	0.357142857143	0.0254237288136	Guidance	no	prk	paml
0	0.4	0.357142857143	0.0254237288136	Guidance	no	prk	paml
0	0.41	0.357142857143	0.0254237288136	Guidance	no	prk	paml
0	0.42	0.357142857143	0.0254237288136	Guidance	no	prk	paml
0	0.43	0.348214285714	0.0225988700565	Guidance	no	prk	paml
0	0.44	0.348214285714	0.0197740112994	Guidance	no	prk	paml
0	0.45	0.348214285714	0.0197740112994	Guidance	no	prk	paml
0	0.46	0.330357142857	0.0197740112994	Guidance	no	prk	paml
0	0.47	0.330357142857	0.0197740112994	Guidance	no	prk	paml
0	0.48	0.330357142857	0.0197740112994	Guidance	no	prk	paml
0	0.49	0.321428571429	0.0169491525424	Guidance	no	prk	paml
0	0.5	0.321428571429	0.0169491525424	Guidance	no	prk	paml
0	0.51	0.321428571429	0.0169491525424	Guidance	no	prk	paml
0	0.52	0.3125	0.0169491525424	Guidance	no	prk	paml
0	0.53	0.303571428571	0.0169491525424	Guidance	no	prk	paml
0	0.54	0.303571428571	0.0169491525424	Guidance	no	prk	paml
0	0.55	0.303571428571	0.0169491525424	Guidance	no	prk	paml
0	0.56	0.303571428571	0.0169491525424	Guidance	no	prk	paml
0	0.57	0.303571428571	0.0141242937853	Guidance	no	prk	paml
0	0.58	0.303571428571	0.0141242937853	Guidance	no	prk	paml
0	0.59	0.303571428571	0.0141242937853	Guidance	no	prk	paml
0	0.6	0.303571428571	0.0141242937853	Guidance	no	prk	paml
0	0.61	0.303571428571	0.0141242937853	Guidance	no	prk	paml
0	0.62	0.303571428571	0.0141242937853	Guidance	no	prk	paml
0	0.63	0.294642857143	0.0141242937853	Guidance	no	prk	paml
0	0.64	0.285714285714	0.0141242937853	Guidance	no	prk	paml
0	0.65	0.285714285714	0.0141242937853	Guidance	no	prk	paml
0	0.66	0.285714285714	0.0141242937853	Guidance	no	prk	paml
0	0.67	0.285714285714	0.0112994350282	Guidance	no	prk	paml
0	0.68	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.69	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.7	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.71	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.72	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.73	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.74	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.75	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.76	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.77	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.78	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.79	0.276785714286	0.0112994350282	Guidance	no	prk	paml
0	0.8	0.267857142857	0.0112994350282	Guidance	no	prk	paml
0	0.81	0.267857142857	0.0112994350282	Guidance	no	prk	paml
0	0.82	0.267857142857	0.0112994350282	Guidance	no	prk	paml
0	0.83	0.267857142857	0.0112994350282	Guidance	no	prk	paml
0	0.84	0.267857142857	0.0112994350282	Guidance	no	prk	paml
