count	tprate	fprate		fnrate	accuracy	case	gene	mask	method	penal
0	0.176923076923	0.00322580645161	0.823076923077	0.754545454545	truealn	or5	true	paml	true
0	0.213675213675	0.00314465408805	0.786324786325	0.786206896552	refaln	or5	zero	paml	zero
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	Guidance	or5	ninety	paml	no
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	GuidanceP	or5	ninety	paml	yes
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	Guidance	or5	thirty	paml	no
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	GuidanceP	or5	thirty	paml	yes
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	Guidance	or5	fifty	paml	no
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	GuidanceP	or5	fifty	paml	yes
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	Guidance	or5	seventy	paml	no
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	GuidanceP	or5	seventy	paml	yes
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	BMweights	or5	fifty	paml	no
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	PDweights	or5	fifty	paml	no
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	BMweightsP	or5	fifty	paml	yes
0	0.188034188034	0.00314465408805	0.811965811966	0.779310344828	PDweightsP	or5	fifty	paml	yes
1	0.101694915254	0.0	0.898305084746	0.763392857143	truealn	or5	true	paml	true
1	0.0948905109489	0.0	0.905109489051	0.720720720721	refaln	or5	zero	paml	zero
1	0.0948905109489	0.0	0.905109489051	0.720720720721	Guidance	or5	ninety	paml	no
1	0.0948905109489	0.0	0.905109489051	0.720720720721	GuidanceP	or5	ninety	paml	yes
1	0.0948905109489	0.0	0.905109489051	0.720720720721	Guidance	or5	thirty	paml	no
1	0.0948905109489	0.0	0.905109489051	0.720720720721	GuidanceP	or5	thirty	paml	yes
1	0.0948905109489	0.0	0.905109489051	0.720720720721	Guidance	or5	fifty	paml	no
1	0.0948905109489	0.0	0.905109489051	0.720720720721	GuidanceP	or5	fifty	paml	yes
1	0.0948905109489	0.0	0.905109489051	0.720720720721	Guidance	or5	seventy	paml	no
1	0.0948905109489	0.0	0.905109489051	0.720720720721	GuidanceP	or5	seventy	paml	yes
1	0.0948905109489	0.0	0.905109489051	0.720720720721	BMweights	or5	fifty	paml	no
1	0.0948905109489	0.0	0.905109489051	0.720720720721	PDweights	or5	fifty	paml	no
1	0.0948905109489	0.0	0.905109489051	0.720720720721	BMweightsP	or5	fifty	paml	yes
1	0.0948905109489	0.0	0.905109489051	0.720720720721	PDweightsP	or5	fifty	paml	yes
2	0.0916666666667	0.0	0.908333333333	0.742924528302	truealn	or5	true	paml	true
2	0.0727272727273	0.0	0.927272727273	0.758293838863	refaln	or5	zero	paml	zero
2	0.0727272727273	0.0	0.927272727273	0.758293838863	Guidance	or5	ninety	paml	no
2	0.0727272727273	0.0	0.927272727273	0.758293838863	GuidanceP	or5	ninety	paml	yes
2	0.0727272727273	0.0	0.927272727273	0.758293838863	Guidance	or5	thirty	paml	no
2	0.0727272727273	0.0	0.927272727273	0.758293838863	GuidanceP	or5	thirty	paml	yes
2	0.0727272727273	0.0	0.927272727273	0.758293838863	Guidance	or5	fifty	paml	no
2	0.0727272727273	0.0	0.927272727273	0.758293838863	GuidanceP	or5	fifty	paml	yes
2	0.0727272727273	0.0	0.927272727273	0.758293838863	Guidance	or5	seventy	paml	no
2	0.0727272727273	0.0	0.927272727273	0.758293838863	GuidanceP	or5	seventy	paml	yes
2	0.0727272727273	0.0	0.927272727273	0.758293838863	BMweights	or5	fifty	paml	no
2	0.0727272727273	0.0	0.927272727273	0.758293838863	PDweights	or5	fifty	paml	no
2	0.0727272727273	0.0	0.927272727273	0.758293838863	BMweightsP	or5	fifty	paml	yes
2	0.0727272727273	0.0	0.927272727273	0.758293838863	PDweightsP	or5	fifty	paml	yes
3	0.0769230769231	0.0	0.923076923077	0.776223776224	truealn	or5	true	paml	true
3	0.0824742268041	0.0	0.917525773196	0.791079812207	refaln	or5	zero	paml	zero
3	0.0824742268041	0.0	0.917525773196	0.791079812207	Guidance	or5	ninety	paml	no
3	0.0824742268041	0.0	0.917525773196	0.791079812207	GuidanceP	or5	ninety	paml	yes
3	0.0824742268041	0.0	0.917525773196	0.791079812207	Guidance	or5	thirty	paml	no
3	0.0824742268041	0.0	0.917525773196	0.791079812207	GuidanceP	or5	thirty	paml	yes
3	0.0824742268041	0.0	0.917525773196	0.791079812207	Guidance	or5	fifty	paml	no
3	0.0824742268041	0.0	0.917525773196	0.791079812207	GuidanceP	or5	fifty	paml	yes
3	0.0824742268041	0.0	0.917525773196	0.791079812207	Guidance	or5	seventy	paml	no
3	0.0824742268041	0.0	0.917525773196	0.791079812207	GuidanceP	or5	seventy	paml	yes
3	0.0824742268041	0.0	0.917525773196	0.791079812207	BMweights	or5	fifty	paml	no
3	0.0824742268041	0.0	0.917525773196	0.791079812207	PDweights	or5	fifty	paml	no
3	0.0824742268041	0.0	0.917525773196	0.791079812207	BMweightsP	or5	fifty	paml	yes
3	0.0721649484536	0.0	0.927835051546	0.788732394366	PDweightsP	or5	fifty	paml	yes
4	0.143939393939	0.0	0.856060606061	0.742596810934	truealn	or5	true	paml	true
4	0.131147540984	0.0	0.868852459016	0.75854214123	refaln	or5	zero	paml	zero
4	0.131147540984	0.0	0.868852459016	0.75854214123	Guidance	or5	ninety	paml	no
4	0.131147540984	0.0	0.868852459016	0.75854214123	GuidanceP	or5	ninety	paml	yes
4	0.131147540984	0.0	0.868852459016	0.75854214123	Guidance	or5	thirty	paml	no
4	0.131147540984	0.0	0.868852459016	0.75854214123	GuidanceP	or5	thirty	paml	yes
4	0.131147540984	0.0	0.868852459016	0.75854214123	Guidance	or5	fifty	paml	no
4	0.131147540984	0.0	0.868852459016	0.75854214123	GuidanceP	or5	fifty	paml	yes
4	0.131147540984	0.0	0.868852459016	0.75854214123	Guidance	or5	seventy	paml	no
4	0.131147540984	0.0	0.868852459016	0.75854214123	GuidanceP	or5	seventy	paml	yes
4	0.131147540984	0.0	0.868852459016	0.75854214123	BMweights	or5	fifty	paml	no
4	0.131147540984	0.0	0.868852459016	0.75854214123	PDweights	or5	fifty	paml	no
4	0.131147540984	0.0	0.868852459016	0.75854214123	BMweightsP	or5	fifty	paml	yes
4	0.131147540984	0.0	0.868852459016	0.75854214123	PDweightsP	or5	fifty	paml	yes
5	0.157024793388	0.003300330033	0.842975206612	0.757075471698	truealn	or5	true	paml	true
5	0.125874125874	0.00359712230216	0.874125874126	0.700712589074	refaln	or5	zero	paml	zero
5	0.111888111888	0.00359712230216	0.888111888112	0.695961995249	Guidance	or5	ninety	paml	no
5	0.118881118881	0.00359712230216	0.881118881119	0.698337292162	GuidanceP	or5	ninety	paml	yes
5	0.111888111888	0.00359712230216	0.888111888112	0.695961995249	Guidance	or5	thirty	paml	no
5	0.118881118881	0.00359712230216	0.881118881119	0.698337292162	GuidanceP	or5	thirty	paml	yes
5	0.111888111888	0.00359712230216	0.888111888112	0.695961995249	Guidance	or5	fifty	paml	no
5	0.118881118881	0.00359712230216	0.881118881119	0.698337292162	GuidanceP	or5	fifty	paml	yes
5	0.111888111888	0.00359712230216	0.888111888112	0.695961995249	Guidance	or5	seventy	paml	no
5	0.118881118881	0.00359712230216	0.881118881119	0.698337292162	GuidanceP	or5	seventy	paml	yes
