count	tprate	fprate		fnrate	accuracy	case	gene	mask	method	penal	num_masked	ave_masked	perc_masked	prior	omega
0	0.0	0.0	1.0	0.929752066116	truealn	or5	true	paml	true	0	0	0	0.09204	1.27910
0	0.0	0.0	1.0	0.93006993007	refaln	or5	zero	paml	zero	0	0	0	0.06304	1.61938
0	0.0	0.0	1.0	0.93006993007	Guidance	or5	ninety	paml	no	73	6.63636363636	0.0160863816659	0.07320	1.51226
0	0.0	0.0	1.0	0.93006993007	GuidanceP	or5	ninety	paml	yes	246	22.3636363636	0.0542089026003	0.09037	1.27085
0	0.0	0.0	1.0	0.93006993007	Guidance	or5	thirty	paml	no	53	4.81818181818	0.0116791538123	0.07278	1.57797
0	0.0	0.0	1.0	0.93006993007	GuidanceP	or5	thirty	paml	yes	97	8.81818181818	0.0213750550903	0.06987	1.63217
0	0.0	0.0	1.0	0.93006993007	Guidance	or5	fifty	paml	no	55	5.0	0.0121198765976	0.07095	1.60331
0	0.0	0.0	1.0	0.93006993007	GuidanceP	or5	fifty	paml	yes	103	9.36363636364	0.0226972234465	0.06997	1.62755
0	0.0	0.0	1.0	0.93006993007	Guidance	or5	seventy	paml	no	58	5.27272727273	0.0127809607757	0.07369	1.49154
0	0.0	0.0	1.0	0.93006993007	GuidanceP	or5	seventy	paml	yes	116	10.5454545455	0.0255619215513	0.07441	1.42956
0	0.0	0.0	1.0	0.93006993007	BMweights	or5	fifty	paml	no	55	5.0	0.0121198765976	0.07091	1.60363
0	0.0	0.0	1.0	0.93006993007	PDweights	or5	fifty	paml	no	58	5.27272727273	0.0127809607757	0.07369	1.49152
0	0.0	0.0	1.0	0.93006993007	BMweightsP	or5	fifty	paml	yes	103	9.36363636364	0.0226972234465	0.06996	1.62759
0	0.0	0.0	1.0	0.93006993007	PDweightsP	or5	fifty	paml	yes	107	9.72727272727	0.0235786690172	0.07270	1.51362
1	0.107142857143	0.0	0.892857142857	0.95	truealn	or5	true	paml	true	0	0	0	0.02400	4.17888
1	0.136363636364	0.0	0.863636363636	0.958424507659	refaln	or5	zero	paml	zero	0	0	0	0.02422	4.02065
1	0.0909090909091	0.0	0.909090909091	0.956236323851	Guidance	or5	ninety	paml	no	72	6.54545454545	0.0156487720061	0.01621	4.51618
1	0.0909090909091	0.0	0.909090909091	0.956236323851	GuidanceP	or5	ninety	paml	yes	580	52.7272727273	0.126059552271	0.01674	4.69451
1	0.136363636364	0.0	0.863636363636	0.958424507659	Guidance	or5	thirty	paml	no	62	5.63636363636	0.0134753314497	0.02426	4.01581
1	0.136363636364	0.0	0.863636363636	0.958424507659	GuidanceP	or5	thirty	paml	yes	80	7.27272727273	0.0173875244512	0.02417	4.02384
1	0.136363636364	0.0	0.863636363636	0.958424507659	Guidance	or5	fifty	paml	no	64	5.81818181818	0.013910019561	0.02427	4.05023
1	0.136363636364	0.0	0.863636363636	0.958424507659	GuidanceP	or5	fifty	paml	yes	94	8.54545454545	0.0204303412302	0.02421	4.06102
1	0.136363636364	0.0	0.863636363636	0.958424507659	Guidance	or5	seventy	paml	no	64	5.81818181818	0.013910019561	0.02427	4.05024
