count	tprate	fprate	fnrate	accuracy	case	gene	mask	method	penal	num_masked	ave_masked	perc_masked	prior	omega
1	0.136363636364	0.0	0.863636363636	0.958424507659	PDweightsP	or5	fifty	fubar	yes	114	10.3636363636	0.024777222343	0.10109976622	6.76975204661
2	0.171428571429	0.0	0.828571428571	0.937768240343	truealn	or5	true	fubar	true	0	0	0	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	refaln	or5	zero	fubar	zero	0	0	0	0.09536833582	7.18721699971
2	0.142857142857	0.0	0.857142857143	0.935622317597	Guidance	or5	ninety	fubar	no	84	7.63636363636	0.0183566433566	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	GuidanceP	or5	ninety	fubar	yes	297	27.0	0.0649038461538	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	Guidance	or5	thirty	fubar	no	75	6.81818181818	0.0163898601399	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	GuidanceP	or5	thirty	fubar	yes	121	11.0	0.0264423076923	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	Guidance	or5	fifty	fubar	no	75	6.81818181818	0.0163898601399	0.09697712477	7.00344417789
2	0.142857142857	0.0	0.857142857143	0.935622317597	GuidanceP	or5	fifty	fubar	yes	129	11.7272727273	0.0281905594406	0.09929958493	6.80666768151
2	0.142857142857	0.0	0.857142857143	0.935622317597	Guidance	or5	seventy	fubar	no	76	6.90909090909	0.0166083916084	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	GuidanceP	or5	seventy	fubar	yes	244	22.1818181818	0.0533216783217	0	0
2	0.142857142857	0.0	0.857142857143	0.935622317597	BMweights	or5	fifty	fubar	no	75	6.81818181818	0.0163898601399	0.094823166	7.36065425665
2	0.142857142857	0.0	0.857142857143	0.935622317597	PDweights	or5	fifty	fubar	no	75	6.81818181818	0.0163898601399	0.0897907075	7.15658204864
2	0.142857142857	0.0	0.857142857143	0.935622317597	BMweightsP	or5	fifty	fubar	yes	129	11.7272727273	0.0281905594406	0.09317786552	6.87811077625
2	0.142857142857	0.0	0.857142857143	0.935622317597	PDweightsP	or5	fifty	fubar	yes	243	22.0909090909	0.0531031468531	0.09587852593	7.52256070238
3	0.0967741935484	0.0	0.903225806452	0.931873479319	truealn	or5	true	fubar	true	0	0	0	0	0
3	0.0967741935484	0.00263157894737	0.903225806452	0.929440389294	refaln	or5	zero	fubar	zero	0	0	0	0.10906243281	6.32476388584
3	0.0645161290323	0.00263157894737	0.935483870968	0.92700729927	Guidance	or5	ninety	fubar	no	33	3.0	0.00746606334842	0	0
3	0.0645161290323	0.0	0.935483870968	0.929440389294	GuidanceP	or5	ninety	fubar	yes	125	11.3636363636	0.0282805429864	0	0
3	0.0645161290323	0.00263157894737	0.935483870968	0.92700729927	Guidance	or5	thirty	fubar	no	31	2.81818181818	0.00701357466063	0	0
3	0.0645161290323	0.00263157894737	0.935483870968	0.92700729927	GuidanceP	or5	thirty	fubar	yes	64	5.81818181818	0.014479638009	0	0
3	0.0645161290323	0.00263157894737	0.935483870968	0.92700729927	Guidance	or5	fifty	fubar	no	31	2.81818181818	0.00701357466063	0.10725347173	6.08531915139
3	0.0645161290323	0.0	0.935483870968	0.929440389294	GuidanceP	or5	fifty	fubar	yes	76	6.90909090909	0.0171945701357	0.10709106994	6.34392821943
3	0.0967741935484	0.00263157894737	0.903225806452	0.929440389294	Guidance	or5	seventy	fubar	no	33	3.0	0.00746606334842	0	0
3	0.0645161290323	0.0	0.935483870968	0.929440389294	GuidanceP	or5	seventy	fubar	yes	90	8.18181818182	0.0203619909502	0	0
3	0.0967741935484	0.00263157894737	0.903225806452	0.929440389294	BMweights	or5	fifty	fubar	no	31	2.81818181818	0.00701357466063	0.11256011811	5.96249655561
3	0.0645161290323	0.00263157894737	0.935483870968	0.92700729927	PDweights	or5	fifty	fubar	no	31	2.81818181818	0.00701357466063	0.10785634121	6.26703171492
3	0.0645161290323	0.00263157894737	0.935483870968	0.92700729927	BMweightsP	or5	fifty	fubar	yes	76	6.90909090909	0.0171945701357	0.11286710167	6.137373683
3	0.0645161290323	0.0	0.935483870968	0.929440389294	PDweightsP	or5	fifty	fubar	yes	88	8.0	0.0199095022624	0.10708097774	5.93094890892
4	0.107142857143	0.00268096514745	0.892857142857	0.935162094763	truealn	or5	true	fubar	true	0	0	0	0	0
4	0.0357142857143	0.0	0.964285714286	0.932668329177	refaln	or5	zero	fubar	zero	0	0	0	0.1004672317	6.90140639182
4	0.0714285714286	0.0	0.928571428571	0.935162094763	Guidance	or5	ninety	fubar	no	18	1.63636363636	0.00425833924769	0	0
4	0.0714285714286	0.0	0.928571428571	0.935162094763	GuidanceP	or5	ninety	fubar	yes	183	16.6363636364	0.0432931156849	0	0
4	0.0714285714286	0.0	0.928571428571	0.935162094763	Guidance	or5	thirty	fubar	no	14	1.27272727273	0.00331204163709	0	0
4	0.0714285714286	0.0	0.928571428571	0.935162094763	GuidanceP	or5	thirty	fubar	yes	25	2.27272727273	0.00591436006624	0	0
4	0.0357142857143	0.0	0.964285714286	0.932668329177	Guidance	or5	fifty	fubar	no	14	1.27272727273	0.00331204163709	0.1074668495	6.31321911161
4	0.0714285714286	0.0	0.928571428571	0.935162094763	GuidanceP	or5	fifty	fubar	yes	117	10.6363636364	0.02767920511	0.0980387738	7.13893584938
4	0.0714285714286	0.0	0.928571428571	0.935162094763	Guidance	or5	seventy	fubar	no	16	1.45454545455	0.00378519044239	0	0
4	0.0714285714286	0.00268096514745	0.928571428571	0.932668329177	GuidanceP	or5	seventy	fubar	yes	118	10.7272727273	0.0279157795127	0	0
4	0.0714285714286	0.0	0.928571428571	0.935162094763	BMweights	or5	fifty	fubar	no	14	1.27272727273	0.00331204163709	0.1008861379	6.73619112847
4	0.0714285714286	0.0	0.928571428571	0.935162094763	PDweights	or5	fifty	fubar	no	14	1.27272727273	0.00331204163709	0.1066557664	6.74614876453
4	0.0357142857143	0.0	0.964285714286	0.932668329177	BMweightsP	or5	fifty	fubar	yes	116	10.5454545455	0.0274426307074	0.10185453517	7.02903309442
4	0.0714285714286	0.0	0.928571428571	0.935162094763	PDweightsP	or5	fifty	fubar	yes	117	10.6363636364	0.02767920511	0.104851329	6.74924086343
5	0.0571428571429	0.0	0.942857142857	0.923076923077	truealn	or5	true	fubar	true	0	0	0	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	refaln	or5	zero	fubar	zero	0	0	0	0.1014178808	6.60300857654
5	0.0571428571429	0.0	0.942857142857	0.923076923077	Guidance	or5	ninety	fubar	no	49	4.45454545455	0.0109865470852	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	GuidanceP	or5	ninety	fubar	yes	176	16.0	0.0394618834081	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	Guidance	or5	thirty	fubar	no	49	4.45454545455	0.0109865470852	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	GuidanceP	or5	thirty	fubar	yes	53	4.81818181818	0.0118834080717	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	Guidance	or5	fifty	fubar	no	49	4.45454545455	0.0109865470852	0.0972183244	6.77203258347
5	0.0571428571429	0.0	0.942857142857	0.923076923077	GuidanceP	or5	fifty	fubar	yes	78	7.09090909091	0.0174887892377	0.0982903413	6.95683086963
5	0.0571428571429	0.0	0.942857142857	0.923076923077	Guidance	or5	seventy	fubar	no	49	4.45454545455	0.0109865470852	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	GuidanceP	or5	seventy	fubar	yes	108	9.81818181818	0.0242152466368	0	0
5	0.0571428571429	0.0	0.942857142857	0.923076923077	BMweights	or5	fifty	fubar	no	49	4.45454545455	0.0109865470852	0.1036540112	6.53647413803
5	0.0571428571429	0.0	0.942857142857	0.923076923077	PDweights	or5	fifty	fubar	no	49	4.45454545455	0.0109865470852	0.0981069179	7.20440538846
5	0.0571428571429	0.0	0.942857142857	0.923076923077	BMweightsP	or5	fifty	fubar	yes	78	7.09090909091	0.0174887892377	0.103651256	6.47977803446
5	0.0571428571429	0.0	0.942857142857	0.923076923077	PDweightsP	or5	fifty	fubar	yes	108	9.81818181818	0.0242152466368	0.10630959437	6.33105694528
6	0.170731707317	0.0	0.829268292683	0.918660287081	truealn	or5	true	fubar	true	0	0	0	0	0
6	0.170731707317	0.0	0.829268292683	0.918660287081	refaln	or5	zero	fubar	zero	0	0	0	0.1125494938	7.42550555305
6	0.170731707317	0.0	0.829268292683	0.918660287081	Guidance	or5	ninety	fubar	no	32	2.90909090909	0.00722673893406	0	0
6	0.146341463415	0.0	0.853658536585	0.916267942584	GuidanceP	or5	ninety	fubar	yes	209	19.0	0.0471996386631	0	0
6	0.170731707317	0.0	0.829268292683	0.918660287081	Guidance	or5	thirty	fubar	no	32	2.90909090909	0.00722673893406	0	0
6	0.170731707317	0.0	0.829268292683	0.918660287081	GuidanceP	or5	thirty	fubar	yes	52	4.72727272727	0.0117434507678	0	0
6	0.170731707317	0.0	0.829268292683	0.918660287081	Guidance	or5	fifty	fubar	no	32	2.90909090909	0.00722673893406	0.1171113502	7.11326647266
6	0.170731707317	0.0	0.829268292683	0.918660287081	GuidanceP	or5	fifty	fubar	yes	77	7.0	0.0173893405601	0.1124291309	6.56199800806
6	0.170731707317	0.0	0.829268292683	0.918660287081	Guidance	or5	seventy	fubar	no	32	2.90909090909	0.00722673893406	0	0
6	0.146341463415	0.0	0.853658536585	0.916267942584	GuidanceP	or5	seventy	fubar	yes	126	11.4545454545	0.0284552845528	0	0
6	0.170731707317	0.0	0.829268292683	0.918660287081	BMweights	or5	fifty	fubar	no	32	2.90909090909	0.00722673893406	0.11216847	7.11509829391
6	0.170731707317	0.0	0.829268292683	0.918660287081	PDweights	or5	fifty	fubar	no	32	2.90909090909	0.00722673893406	0.1155653658	7.27322614629
6	0.170731707317	0.0	0.829268292683	0.918660287081	BMweightsP	or5	fifty	fubar	yes	52	4.72727272727	0.0117434507678	0.11102035114	6.47723420931
6	0.170731707317	0.0	0.829268292683	0.918660287081	PDweightsP	or5	fifty	fubar	yes	119	10.8181818182	0.026874435411	0.1055654868	6.889585779
7	0.0909090909091	0.0	0.909090909091	0.928909952607	truealn	or5	true	fubar	true	0	0	0	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	refaln	or5	zero	fubar	zero	0	0	0	0.10377589076	6.76914509137
7	0.0909090909091	0.0	0.909090909091	0.928909952607	Guidance	or5	ninety	fubar	no	35	3.18181818182	0.0077177508269	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	GuidanceP	or5	ninety	fubar	yes	218	19.8181818182	0.0480705622933	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	Guidance	or5	thirty	fubar	no	35	3.18181818182	0.0077177508269	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	GuidanceP	or5	thirty	fubar	yes	44	4.0	0.00970231532525	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	Guidance	or5	fifty	fubar	no	35	3.18181818182	0.0077177508269	0.10347218642	6.79216997672
7	0.0909090909091	0.0	0.909090909091	0.928909952607	GuidanceP	or5	fifty	fubar	yes	44	4.0	0.00970231532525	0.10014881479	6.38379040073
7	0.0909090909091	0.0	0.909090909091	0.928909952607	Guidance	or5	seventy	fubar	no	35	3.18181818182	0.0077177508269	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	GuidanceP	or5	seventy	fubar	yes	50	4.54545454545	0.0110253583241	0	0
7	0.0909090909091	0.0	0.909090909091	0.928909952607	BMweights	or5	fifty	fubar	no	35	3.18181818182	0.0077177508269	0.10087766225	6.81432241427
7	0.0909090909091	0.0	0.909090909091	0.928909952607	PDweights	or5	fifty	fubar	no	35	3.18181818182	0.0077177508269	0.1057004941	6.65299281927
7	0.0909090909091	0.0	0.909090909091	0.928909952607	BMweightsP	or5	fifty	fubar	yes	44	4.0	0.00970231532525	0.10557655855	6.27419634715
7	0.0909090909091	0.0	0.909090909091	0.928909952607	PDweightsP	or5	fifty	fubar	yes	50	4.54545454545	0.0110253583241	0.09899826236	6.27112007803
8	0.0571428571429	0.0	0.942857142857	0.922716627635	truealn	or5	true	fubar	true	0	0	0	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	refaln	or5	zero	fubar	zero	0	0	0	0.09582590499	6.47008525538
8	0.0571428571429	0.0	0.942857142857	0.922716627635	Guidance	or5	ninety	fubar	no	38	3.45454545455	0.00840707964602	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	GuidanceP	or5	ninety	fubar	yes	300	27.2727272727	0.0663716814159	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	Guidance	or5	thirty	fubar	no	20	1.81818181818	0.00442477876106	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	GuidanceP	or5	thirty	fubar	yes	25	2.27272727273	0.00553097345133	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	Guidance	or5	fifty	fubar	no	20	1.81818181818	0.00442477876106	0.09540866153	6.70180263118
8	0.0571428571429	0.0	0.942857142857	0.922716627635	GuidanceP	or5	fifty	fubar	yes	25	2.27272727273	0.00553097345133	0.0957611965	6.78609490077
8	0.0571428571429	0.0	0.942857142857	0.922716627635	Guidance	or5	seventy	fubar	no	20	1.81818181818	0.00442477876106	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	GuidanceP	or5	seventy	fubar	yes	165	15.0	0.0365044247788	0	0
8	0.0571428571429	0.0	0.942857142857	0.922716627635	BMweights	or5	fifty	fubar	no	20	1.81818181818	0.00442477876106	0.09583079833	6.85555534854
8	0.0571428571429	0.0	0.942857142857	0.922716627635	PDweights	or5	fifty	fubar	no	20	1.81818181818	0.00442477876106	0.09789846795	6.73832082129
8	0.0571428571429	0.0	0.942857142857	0.922716627635	BMweightsP	or5	fifty	fubar	yes	25	2.27272727273	0.00553097345133	0.09731334307	6.86927257656
8	0.0571428571429	0.0	0.942857142857	0.922716627635	PDweightsP	or5	fifty	fubar	yes	87	7.90909090909	0.0192477876106	0.09707238008	6.80897059705
9	0.0769230769231	0.0	0.923076923077	0.912621359223	truealn	or5	true	fubar	true	0	0	0	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	refaln	or5	zero	fubar	zero	0	0	0	0.1075712231	6.70978336058
9	0.0769230769231	0.0	0.923076923077	0.912621359223	Guidance	or5	ninety	fubar	no	78	7.09090909091	0.0179186767746	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	GuidanceP	or5	ninety	fubar	yes	329	29.9090909091	0.0755800597289	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	Guidance	or5	thirty	fubar	no	56	5.09090909091	0.0128646910177	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	GuidanceP	or5	thirty	fubar	yes	60	5.45454545455	0.013783597519	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	Guidance	or5	fifty	fubar	no	63	5.72727272727	0.0144727773949	0.1047470792	6.75205669256
9	0.0769230769231	0.0	0.923076923077	0.912621359223	GuidanceP	or5	fifty	fubar	yes	72	6.54545454545	0.0165403170227	0.1051633532	6.95940016728
9	0.0769230769231	0.0	0.923076923077	0.912621359223	Guidance	or5	seventy	fubar	no	69	6.27272727273	0.0158511371468	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	GuidanceP	or5	seventy	fubar	yes	84	7.63636363636	0.0192970365265	0	0
9	0.0769230769231	0.0	0.923076923077	0.912621359223	BMweights	or5	fifty	fubar	no	58	5.27272727273	0.0133241442683	0.1021302414	7.07014283993
9	0.0769230769231	0.0	0.923076923077	0.912621359223	PDweights	or5	fifty	fubar	no	69	6.27272727273	0.0158511371468	0.1034142587	6.79137820759
9	0.0769230769231	0.0	0.923076923077	0.912621359223	BMweightsP	or5	fifty	fubar	yes	67	6.09090909091	0.0153916838962	0.10650027107	6.82635764929
9	0.0769230769231	0.0	0.923076923077	0.912621359223	PDweightsP	or5	fifty	fubar	yes	84	7.63636363636	0.0192970365265	0.1076655819	6.57943732865
10	0.0816326530612	0.0	0.918367346939	0.897727272727	truealn	or5	true	fubar	true	0	0	0	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	refaln	or5	zero	fubar	zero	0	0	0	0.10451103896	6.42767313701
10	0.0816326530612	0.0	0.918367346939	0.897727272727	Guidance	or5	ninety	fubar	no	58	5.27272727273	0.0129986553115	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	GuidanceP	or5	ninety	fubar	yes	138	12.5454545455	0.0309278350515	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	Guidance	or5	thirty	fubar	no	58	5.27272727273	0.0129986553115	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	GuidanceP	or5	thirty	fubar	yes	96	8.72727272727	0.021515015688	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	Guidance	or5	fifty	fubar	no	58	5.27272727273	0.0129986553115	0.10885547	6.57039670436
10	0.0816326530612	0.0	0.918367346939	0.897727272727	GuidanceP	or5	fifty	fubar	yes	111	10.0909090909	0.0248767368893	0.10551866562	6.53939235216
10	0.0816326530612	0.0	0.918367346939	0.897727272727	Guidance	or5	seventy	fubar	no	58	5.27272727273	0.0129986553115	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	GuidanceP	or5	seventy	fubar	yes	129	11.7272727273	0.0289108023308	0	0
10	0.0816326530612	0.0	0.918367346939	0.897727272727	BMweights	or5	fifty	fubar	no	58	5.27272727273	0.0129986553115	0.10383657199	6.87939639734
10	0.0816326530612	0.0	0.918367346939	0.897727272727	PDweights	or5	fifty	fubar	no	58	5.27272727273	0.0129986553115	0.1032895161	6.98616096046
10	0.0816326530612	0.0	0.918367346939	0.897727272727	BMweightsP	or5	fifty	fubar	yes	111	10.0909090909	0.0248767368893	0.1040242868	6.66543671335
10	0.0816326530612	0.0	0.918367346939	0.897727272727	PDweightsP	or5	fifty	fubar	yes	123	11.1818181818	0.0275661138503	0.10581284139	6.42003293369
11	0.208333333333	0.0	0.791666666667	0.954436450839	truealn	or5	true	fubar	true	0	0	0	0	0
11	0.125	0.0	0.875	0.94964028777	refaln	or5	zero	fubar	zero	0	0	0	0.0917099504	7.82973106951
11	0.125	0.0	0.875	0.94964028777	Guidance	or5	ninety	fubar	no	77	7.0	0.0177746999077	0	0
11	0.125	0.0	0.875	0.94964028777	GuidanceP	or5	ninety	fubar	yes	190	17.2727272727	0.0438596491228	0	0
11	0.125	0.0	0.875	0.94964028777	Guidance	or5	thirty	fubar	no	41	3.72727272727	0.00946445060018	0	0
11	0.125	0.0	0.875	0.94964028777	GuidanceP	or5	thirty	fubar	yes	59	5.36363636364	0.0136195752539	0	0
11	0.125	0.0	0.875	0.94964028777	Guidance	or5	fifty	fubar	no	45	4.09090909091	0.0103878116343	0.0872373624	8.1933123913
11	0.125	0.0	0.875	0.94964028777	GuidanceP	or5	fifty	fubar	yes	89	8.09090909091	0.0205447830102	0.087903915	7.90969261996
11	0.125	0.0	0.875	0.94964028777	Guidance	or5	seventy	fubar	no	74	6.72727272727	0.017082179132	0	0
11	0.125	0.0	0.875	0.94964028777	GuidanceP	or5	seventy	fubar	yes	103	9.36363636364	0.0237765466297	0	0
11	0.125	0.0	0.875	0.94964028777	BMweights	or5	fifty	fubar	no	47	4.27272727273	0.0108494921514	0.0856383146	8.06015863849
11	0.125	0.0	0.875	0.94964028777	PDweights	or5	fifty	fubar	no	57	5.18181818182	0.0131578947368	0.0865526094	8.25023091283
11	0.125	0.0	0.875	0.94964028777	BMweightsP	or5	fifty	fubar	yes	89	8.09090909091	0.0205447830102	0.0870290293	7.906867916
11	0.125	0.0	0.875	0.94964028777	PDweightsP	or5	fifty	fubar	yes	95	8.63636363636	0.0219298245614	0.0872389155	7.75974390922
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	truealn	or5	true	fubar	true	0	0	0	0	0
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	refaln	or5	zero	fubar	zero	0	0	0	0.10839762732	6.34182601257
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	Guidance	or5	ninety	fubar	no	35	3.18181818182	0.00749785775493	0	0
12	0.0588235294118	0.00244498777506	0.941176470588	0.925507900677	GuidanceP	or5	ninety	fubar	yes	361	32.8181818182	0.0773350471294	0	0
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	Guidance	or5	thirty	fubar	no	33	3.0	0.00706940874036	0	0
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	GuidanceP	or5	thirty	fubar	yes	50	4.54545454545	0.0107112253642	0	0
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	Guidance	or5	fifty	fubar	no	34	3.09090909091	0.00728363324764	0.10998735285	6.26619050814
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	GuidanceP	or5	fifty	fubar	yes	99	9.0	0.0212082262211	0.11110548692	6.1826389663
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	Guidance	or5	seventy	fubar	no	34	3.09090909091	0.00728363324764	0	0
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	GuidanceP	or5	seventy	fubar	yes	121	11.0	0.0259211653813	0	0
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	BMweights	or5	fifty	fubar	no	33	3.0	0.00706940874036	0.10989920513	6.00507369579
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	PDweights	or5	fifty	fubar	no	34	3.09090909091	0.00728363324764	0.10736295322	6.18869586447
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	BMweightsP	or5	fifty	fubar	yes	98	8.90909090909	0.0209940017138	0.1081595627	6.20251539937
12	0.0882352941176	0.00244498777506	0.911764705882	0.92776523702	PDweightsP	or5	fifty	fubar	yes	105	9.54545454545	0.0224935732648	0.1103586697	6.24492932877
13	0.111111111111	0.0	0.888888888889	0.940886699507	truealn	or5	true	fubar	true	0	0	0	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	refaln	or5	zero	fubar	zero	0	0	0	0.09517826704	7.05627517389
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	Guidance	or5	ninety	fubar	no	37	3.36363636364	0.00850574712644	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	GuidanceP	or5	ninety	fubar	yes	298	27.0909090909	0.0685057471264	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	Guidance	or5	thirty	fubar	no	35	3.18181818182	0.00804597701149	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	GuidanceP	or5	thirty	fubar	yes	65	5.90909090909	0.0149425287356	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	Guidance	or5	fifty	fubar	no	35	3.18181818182	0.00804597701149	0.09472654417	6.73843614832
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	GuidanceP	or5	fifty	fubar	yes	104	9.45454545455	0.023908045977	0.098625449	6.78243937795
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	Guidance	or5	seventy	fubar	no	35	3.18181818182	0.00804597701149	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	GuidanceP	or5	seventy	fubar	yes	136	12.3636363636	0.0312643678161	0	0
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	BMweights	or5	fifty	fubar	no	35	3.18181818182	0.00804597701149	0.09988220616	6.4845716174
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	PDweights	or5	fifty	fubar	no	35	3.18181818182	0.00804597701149	0.09775867166	6.46905739428
13	0.111111111111	0.00263852242744	0.888888888889	0.93842364532	BMweightsP	or5	fifty	fubar	yes	104	9.45454545455	0.023908045977	0.09759344886	7.00042927483
