count	tprate	fprate		fnrate	accuracy	case	gene	mask	method	penal	num_masked	ave_masked	perc_masked	prior	omega
1	0.128	0.00343642611684	0.872	0.735576923077	GuidanceP	rho	ninety	fubar	yes	215	8.26923076923	0.0206373584181	0	0
1	0.128	0.00343642611684	0.872	0.735576923077	Guidance	rho	thirty	fubar	no	97	3.73076923077	0.00931080821655	0	0
1	0.136	0.00343642611684	0.864	0.737980769231	GuidanceP	rho	thirty	fubar	yes	215	8.26923076923	0.0206373584181	0	0
1	0.136	0.00343642611684	0.864	0.737980769231	Guidance	rho	fifty	fubar	no	97	3.73076923077	0.00931080821655	0.18944690213	4.55383500235
1	0.128	0.00343642611684	0.872	0.735576923077	GuidanceP	rho	fifty	fubar	yes	215	8.26923076923	0.0206373584181	0.18148509253	4.55656102185
1	0.136	0.00343642611684	0.864	0.737980769231	Guidance	rho	seventy	fubar	no	97	3.73076923077	0.00931080821655	0	0
1	0.136	0.00343642611684	0.864	0.737980769231	GuidanceP	rho	seventy	fubar	yes	215	8.26923076923	0.0206373584181	0	0
1	0.136	0.00343642611684	0.864	0.737980769231	BMweights	rho	fifty	fubar	no	103	3.96153846154	0.00988673449798	0.18368437818	4.38277297768
1	0.136	0.00343642611684	0.864	0.737980769231	PDweights	rho	fifty	fubar	no	120	4.61538461538	0.0115185256287	0.18089574047	4.74953449852
1	0.136	0.00343642611684	0.864	0.737980769231	BMweightsP	rho	fifty	fubar	yes	252	9.69230769231	0.0241889038203	0.17967356991	4.43923619083
1	0.128	0.00343642611684	0.872	0.735576923077	PDweightsP	rho	fifty	fubar	yes	264	10.1538461538	0.0253407563832	0.18480947797	4.45893354328
2	0.120689655172	0.0	0.879310344828	0.755980861244	truealn	rho	true	fubar	true	0	0	0	0
2	0.176991150442	0.00315457413249	0.823008849558	0.781395348837	refaln	rho	zero	fubar	zero	0	0	0	0.18461401196	4.34980182396
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	Guidance	rho	ninety	fubar	no	190	7.30769230769	0.0187026282114	0	0
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	GuidanceP	rho	ninety	fubar	yes	377	14.5	0.0371099517669	0	0
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	Guidance	rho	thirty	fubar	no	190	7.30769230769	0.0187026282114	0	0
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	GuidanceP	rho	thirty	fubar	yes	377	14.5	0.0371099517669	0	0
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	Guidance	rho	fifty	fubar	no	190	7.30769230769	0.0187026282114	0.17707581819	4.59831571783
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	GuidanceP	rho	fifty	fubar	yes	377	14.5	0.0371099517669	0.17067833329	4.60587044329
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	Guidance	rho	seventy	fubar	no	190	7.30769230769	0.0187026282114	0	0
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	GuidanceP	rho	seventy	fubar	yes	377	14.5	0.0371099517669	0	0
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	BMweights	rho	fifty	fubar	no	191	7.34615384615	0.0188010630968	0.17463472438	4.41732744981
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	PDweights	rho	fifty	fubar	no	202	7.76923076923	0.0198838468353	0.17536120652	4.43999069454
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	BMweightsP	rho	fifty	fubar	yes	405	15.5769230769	0.039866128556	0.17014849591	4.71881211911
2	0.185840707965	0.00315457413249	0.814159292035	0.783720930233	PDweightsP	rho	fifty	fubar	yes	425	16.3461538462	0.0418348262624	0.17783696022	4.47283638562
3	0.229411764706	0.0	0.770588235294	0.772963604853	truealn	rho	true	fubar	true	0	0	0	0
3	0.251968503937	0.0	0.748031496063	0.780092592593	refaln	rho	zero	fubar	zero	0	0	0	0.20631397906	4.31133474207
3	0.283464566929	0.0	0.716535433071	0.789351851852	Guidance	rho	ninety	fubar	no	191	7.34615384615	0.018324858486	0	0
3	0.283464566929	0.0	0.716535433071	0.789351851852	GuidanceP	rho	ninety	fubar	yes	286	11.0	0.0274393168953	0	0
3	0.283464566929	0.0	0.716535433071	0.789351851852	Guidance	rho	thirty	fubar	no	191	7.34615384615	0.018324858486	0	0
3	0.283464566929	0.0	0.716535433071	0.789351851852	GuidanceP	rho	thirty	fubar	yes	286	11.0	0.0274393168953	0	0
3	0.283464566929	0.0	0.716535433071	0.789351851852	Guidance	rho	fifty	fubar	no	191	7.34615384615	0.018324858486	0.19850106563	4.64175014002
3	0.283464566929	0.0	0.716535433071	0.789351851852	GuidanceP	rho	fifty	fubar	yes	286	11.0	0.0274393168953	0.19242922157	4.56744791116
3	0.283464566929	0.0	0.716535433071	0.789351851852	Guidance	rho	seventy	fubar	no	191	7.34615384615	0.018324858486	0	0
3	0.283464566929	0.0	0.716535433071	0.789351851852	GuidanceP	rho	seventy	fubar	yes	286	11.0	0.0274393168953	0	0
3	0.283464566929	0.0	0.716535433071	0.789351851852	BMweights	rho	fifty	fubar	no	209	8.03846153846	0.0200518085004	0.19728788377	4.62360798963
3	0.283464566929	0.0	0.716535433071	0.789351851852	PDweights	rho	fifty	fubar	no	212	8.15384615385	0.0203396335028	0.20184731994	4.62244637395
3	0.283464566929	0.0	0.716535433071	0.789351851852	BMweightsP	rho	fifty	fubar	yes	404	15.5384615385	0.0387604336563	0.19714866218	4.49532192182
3	0.283464566929	0.0	0.716535433071	0.789351851852	PDweightsP	rho	fifty	fubar	yes	404	15.5384615385	0.0387604336563	0.19642421565	4.53636512595
4	0.136904761905	0.0	0.863095238095	0.78550295858	truealn	rho	true	fubar	true	0	0	0	0
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	refaln	rho	zero	fubar	zero	0	0	0	0.2034518171	5.11526655292
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	Guidance	rho	ninety	fubar	no	154	5.92307692308	0.0140446876425	0	0
4	0.169491525424	0.00290697674419	0.830508474576	0.785714285714	GuidanceP	rho	ninety	fubar	yes	398	15.3076923077	0.0362973096215	0	0
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	Guidance	rho	thirty	fubar	no	154	5.92307692308	0.0140446876425	0	0
4	0.169491525424	0.00290697674419	0.830508474576	0.785714285714	GuidanceP	rho	thirty	fubar	yes	398	15.3076923077	0.0362973096215	0	0
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	Guidance	rho	fifty	fubar	no	154	5.92307692308	0.0140446876425	0.2089542788	5.08674896841
4	0.169491525424	0.00290697674419	0.830508474576	0.785714285714	GuidanceP	rho	fifty	fubar	yes	398	15.3076923077	0.0362973096215	0.18829581007	4.29668155169
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	Guidance	rho	seventy	fubar	no	154	5.92307692308	0.0140446876425	0	0
4	0.169491525424	0.00290697674419	0.830508474576	0.785714285714	GuidanceP	rho	seventy	fubar	yes	398	15.3076923077	0.0362973096215	0	0
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	BMweights	rho	fifty	fubar	no	154	5.92307692308	0.0140446876425	0.2036033473	5.23830388453
4	0.186440677966	0.00581395348837	0.813559322034	0.787878787879	PDweights	rho	fifty	fubar	no	154	5.92307692308	0.0140446876425	0.2041934064	5.29299939338
4	0.169491525424	0.00290697674419	0.830508474576	0.785714285714	BMweightsP	rho	fifty	fubar	yes	556	21.3846153846	0.0507067943456	0.18840788404	4.28790962344
4	0.169491525424	0.00290697674419	0.830508474576	0.785714285714	PDweightsP	rho	fifty	fubar	yes	573	22.0384615385	0.0522571819425	0.18732594544	4.31949544653
5	0.153846153846	0.0	0.846153846154	0.755136986301	truealn	rho	true	fubar	true	0	0	0	0
5	0.184	0.00320512820513	0.816	0.764302059497	refaln	rho	zero	fubar	zero	0	0	0	0.1814338071	4.69429790798
5	0.176	0.00320512820513	0.824	0.762013729977	Guidance	rho	ninety	fubar	no	118	4.53846153846	0.0114463090503	0	0
5	0.176	0.00320512820513	0.824	0.762013729977	GuidanceP	rho	ninety	fubar	yes	403	15.5	0.0390920554855	0	0
5	0.176	0.00320512820513	0.824	0.762013729977	Guidance	rho	thirty	fubar	no	118	4.53846153846	0.0114463090503	0	0
5	0.168	0.00320512820513	0.832	0.759725400458	GuidanceP	rho	thirty	fubar	yes	403	15.5	0.0390920554855	0	0
5	0.176	0.00320512820513	0.824	0.762013729977	Guidance	rho	fifty	fubar	no	118	4.53846153846	0.0114463090503	0.17345222702	4.92266362846
5	0.176	0.00320512820513	0.824	0.762013729977	GuidanceP	rho	fifty	fubar	yes	403	15.5	0.0390920554855	0.174659047	5.02161849796
5	0.176	0.00320512820513	0.824	0.762013729977	Guidance	rho	seventy	fubar	no	118	4.53846153846	0.0114463090503	0	0
5	0.176	0.00320512820513	0.824	0.762013729977	GuidanceP	rho	seventy	fubar	yes	403	15.5	0.0390920554855	0	0
5	0.176	0.00320512820513	0.824	0.762013729977	BMweights	rho	fifty	fubar	no	118	4.53846153846	0.0114463090503	0.17283693738	4.68356788028
5	0.176	0.00320512820513	0.824	0.762013729977	PDweights	rho	fifty	fubar	no	118	4.53846153846	0.0114463090503	0.17601147357	4.73655385293
5	0.176	0.00320512820513	0.824	0.762013729977	BMweightsP	rho	fifty	fubar	yes	373	14.3461538462	0.0361819769134	0.17467759792	4.59850286043
5	0.176	0.00320512820513	0.824	0.762013729977	PDweightsP	rho	fifty	fubar	yes	403	15.5	0.0390920554855	0.17973656243	4.79753668116
6	0.164473684211	0.0	0.835526315789	0.793831168831	truealn	rho	true	fubar	true	0	0	0	0
6	0.157480314961	0.0	0.842519685039	0.779835390947	refaln	rho	zero	fubar	zero	0	0	0	0.18875596668	4.11888793426
6	0.157480314961	0.0	0.842519685039	0.779835390947	Guidance	rho	ninety	fubar	no	116	4.46153846154	0.0110465669936	0	0
6	0.173228346457	0.0	0.826771653543	0.783950617284	GuidanceP	rho	ninety	fubar	yes	598	23.0	0.0569469574326	0	0
6	0.165354330709	0.0	0.834645669291	0.781893004115	Guidance	rho	thirty	fubar	no	116	4.46153846154	0.0110465669936	0	0
6	0.157480314961	0.0	0.842519685039	0.779835390947	GuidanceP	rho	thirty	fubar	yes	598	23.0	0.0569469574326	0	0
6	0.157480314961	0.0	0.842519685039	0.779835390947	Guidance	rho	fifty	fubar	no	116	4.46153846154	0.0110465669936	0.19032504606	4.05538742362
6	0.157480314961	0.0	0.842519685039	0.779835390947	GuidanceP	rho	fifty	fubar	yes	598	23.0	0.0569469574326	0.1914078681	4.43415981667
6	0.165354330709	0.0	0.834645669291	0.781893004115	Guidance	rho	seventy	fubar	no	116	4.46153846154	0.0110465669936	0	0
6	0.157480314961	0.0	0.842519685039	0.779835390947	GuidanceP	rho	seventy	fubar	yes	598	23.0	0.0569469574326	0	0
6	0.157480314961	0.0	0.842519685039	0.779835390947	BMweights	rho	fifty	fubar	no	116	4.46153846154	0.0110465669936	0.18626580259	4.10482585443
6	0.157480314961	0.0	0.842519685039	0.779835390947	PDweights	rho	fifty	fubar	no	116	4.46153846154	0.0110465669936	0.19136947964	4.08658481394
6	0.173228346457	0.0	0.826771653543	0.783950617284	BMweightsP	rho	fifty	fubar	yes	589	22.6538461538	0.0560898962004	0.19228845018	4.43555855033
6	0.173228346457	0.0	0.826771653543	0.783950617284	PDweightsP	rho	fifty	fubar	yes	651	25.0384615385	0.0619940958004	0.18898071008	4.42778473989
7	0.161676646707	0.0	0.838323353293	0.777070063694	truealn	rho	true	fubar	true	0	0	0	0
7	0.136363636364	0.00993377483444	0.863636363636	0.76213592233	refaln	rho	zero	fubar	zero	0	0	0	0.1980448893	4.31365533353
7	0.163636363636	0.00993377483444	0.836363636364	0.769417475728	Guidance	rho	ninety	fubar	no	147	5.65384615385	0.014793197142	0	0
7	0.181818181818	0.00662251655629	0.818181818182	0.776699029126	GuidanceP	rho	ninety	fubar	yes	701	26.9615384615	0.0705444299084	0	0
7	0.163636363636	0.00993377483444	0.836363636364	0.769417475728	Guidance	rho	thirty	fubar	no	147	5.65384615385	0.014793197142	0	0
7	0.190909090909	0.00662251655629	0.809090909091	0.779126213592	GuidanceP	rho	thirty	fubar	yes	701	26.9615384615	0.0705444299084	0	0
7	0.163636363636	0.00993377483444	0.836363636364	0.769417475728	Guidance	rho	fifty	fubar	no	147	5.65384615385	0.014793197142	0.20213064763	4.25516695206
7	0.190909090909	0.00662251655629	0.809090909091	0.779126213592	GuidanceP	rho	fifty	fubar	yes	701	26.9615384615	0.0705444299084	0.2044772087	4.24774874774
7	0.163636363636	0.00993377483444	0.836363636364	0.769417475728	Guidance	rho	seventy	fubar	no	147	5.65384615385	0.014793197142	0	0
7	0.181818181818	0.00662251655629	0.818181818182	0.776699029126	GuidanceP	rho	seventy	fubar	yes	701	26.9615384615	0.0705444299084	0	0
7	0.163636363636	0.00993377483444	0.836363636364	0.769417475728	BMweights	rho	fifty	fubar	no	147	5.65384615385	0.014793197142	0.19405379212	4.30898571505
7	0.163636363636	0.00993377483444	0.836363636364	0.769417475728	PDweights	rho	fifty	fubar	no	159	6.11538461538	0.016000805072	0.20174404841	4.24885085318
7	0.163636363636	0.00662251655629	0.836363636364	0.771844660194	BMweightsP	rho	fifty	fubar	yes	583	22.4230769231	0.0586696185972	0.20178321959	4.36774620074
7	0.190909090909	0.00662251655629	0.809090909091	0.779126213592	PDweightsP	rho	fifty	fubar	yes	783	30.1153846154	0.0787964174298	0.19663995761	4.45571257524
8	0.14375	0.0	0.85625	0.760070052539	truealn	rho	true	fubar	true	0	0	0	0
8	0.178861788618	0.0	0.821138211382	0.76511627907	refaln	rho	zero	fubar	zero	0	0	0	0.17806344043	4.70296820524
8	0.178861788618	0.0	0.821138211382	0.76511627907	Guidance	rho	ninety	fubar	no	122	4.69230769231	0.0119315403423	0	0
8	0.186991869919	0.0	0.813008130081	0.767441860465	GuidanceP	rho	ninety	fubar	yes	319	12.2692307692	0.0311980440098	0	0
8	0.178861788618	0.0	0.821138211382	0.76511627907	Guidance	rho	thirty	fubar	no	122	4.69230769231	0.0119315403423	0	0
8	0.186991869919	0.0	0.813008130081	0.767441860465	GuidanceP	rho	thirty	fubar	yes	319	12.2692307692	0.0311980440098	0	0
8	0.178861788618	0.0	0.821138211382	0.76511627907	Guidance	rho	fifty	fubar	no	122	4.69230769231	0.0119315403423	0.17785947536	4.67907203727
8	0.178861788618	0.0	0.821138211382	0.76511627907	GuidanceP	rho	fifty	fubar	yes	319	12.2692307692	0.0311980440098	0.1777489567	4.65474695584
8	0.186991869919	0.0	0.813008130081	0.767441860465	Guidance	rho	seventy	fubar	no	122	4.69230769231	0.0119315403423	0	0
8	0.186991869919	0.0	0.813008130081	0.767441860465	GuidanceP	rho	seventy	fubar	yes	319	12.2692307692	0.0311980440098	0	0
8	0.178861788618	0.0	0.821138211382	0.76511627907	BMweights	rho	fifty	fubar	no	122	4.69230769231	0.0119315403423	0.17914840099	4.50519207165
8	0.178861788618	0.0	0.821138211382	0.76511627907	PDweights	rho	fifty	fubar	no	124	4.76923076923	0.0121271393643	0.18132090747	4.70655691083
8	0.170731707317	0.0	0.829268292683	0.762790697674	BMweightsP	rho	fifty	fubar	yes	414	15.9230769231	0.040488997555	0.17511704194	4.65315970551
8	0.170731707317	0.0	0.829268292683	0.762790697674	PDweightsP	rho	fifty	fubar	yes	420	16.1538461538	0.041075794621	0.17474554051	4.60686877238
9	0.164179104478	0.00182481751825	0.835820895522	0.774365821095	truealn	rho	true	fubar	true	0	0	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	refaln	rho	zero	fubar	zero	0	0	0	0.1839948783	4.97697218537
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	Guidance	rho	ninety	fubar	no	217	8.34615384615	0.0196043002981	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	GuidanceP	rho	ninety	fubar	yes	648	24.9230769231	0.0585418737013	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	Guidance	rho	thirty	fubar	no	217	8.34615384615	0.0196043002981	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	GuidanceP	rho	thirty	fubar	yes	648	24.9230769231	0.0585418737013	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	Guidance	rho	fifty	fubar	no	217	8.34615384615	0.0196043002981	0.17909227374	4.8978841751
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	GuidanceP	rho	fifty	fubar	yes	648	24.9230769231	0.0585418737013	0.17787269363	4.65565804955
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	Guidance	rho	seventy	fubar	no	217	8.34615384615	0.0196043002981	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	GuidanceP	rho	seventy	fubar	yes	648	24.9230769231	0.0585418737013	0	0
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	BMweights	rho	fifty	fubar	no	218	8.38461538462	0.0196946426958	0.1831638945	5.09011562248
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	PDweights	rho	fifty	fubar	no	221	8.5	0.0199656698889	0.1782273594	5.10601069866
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	BMweightsP	rho	fifty	fubar	yes	662	25.4615384615	0.0598066672689	0.17809480968	4.44371222799
9	0.26724137931	0.00287356321839	0.73275862069	0.814655172414	PDweightsP	rho	fifty	fubar	yes	662	25.4615384615	0.0598066672689	0.17908651667	4.53827685836
10	0.135135135135	0.00217864923747	0.864864864865	0.75	truealn	rho	true	fubar	true	0	0	0	0
10	0.166666666667	0.00299401197605	0.833333333333	0.777533039648	refaln	rho	zero	fubar	zero	0	0	0	0.1993567006	4.92043744048
10	0.175	0.00299401197605	0.825	0.779735682819	Guidance	rho	ninety	fubar	no	158	6.07692307692	0.0146758313208	0	0
10	0.175	0.00299401197605	0.825	0.779735682819	GuidanceP	rho	ninety	fubar	yes	460	17.6923076923	0.0427271038454	0	0
10	0.175	0.00299401197605	0.825	0.779735682819	Guidance	rho	thirty	fubar	no	158	6.07692307692	0.0146758313208	0	0
10	0.175	0.00299401197605	0.825	0.779735682819	GuidanceP	rho	thirty	fubar	yes	460	17.6923076923	0.0427271038454	0	0
10	0.175	0.00299401197605	0.825	0.779735682819	Guidance	rho	fifty	fubar	no	158	6.07692307692	0.0146758313208	0.18955652121	5.09991562347
10	0.175	0.00299401197605	0.825	0.779735682819	GuidanceP	rho	fifty	fubar	yes	460	17.6923076923	0.0427271038454	0.18113969292	4.60339479373
10	0.175	0.00299401197605	0.825	0.779735682819	Guidance	rho	seventy	fubar	no	158	6.07692307692	0.0146758313208	0	0
10	0.175	0.00299401197605	0.825	0.779735682819	GuidanceP	rho	seventy	fubar	yes	460	17.6923076923	0.0427271038454	0	0
10	0.175	0.00299401197605	0.825	0.779735682819	BMweights	rho	fifty	fubar	no	151	5.80769230769	0.0140256362623	0.1964213975	4.90991717412
10	0.175	0.00299401197605	0.825	0.779735682819	PDweights	rho	fifty	fubar	no	162	6.23076923077	0.0150473713543	0.1945361294	4.87745291508
10	0.166666666667	0.00299401197605	0.833333333333	0.777533039648	BMweightsP	rho	fifty	fubar	yes	529	20.3461538462	0.0491361694223	0.18636241979	4.435635216
10	0.166666666667	0.00299401197605	0.833333333333	0.777533039648	PDweightsP	rho	fifty	fubar	yes	541	20.8076923077	0.0502507895226	0.18215762132	4.37148238326
11	0.154362416107	0.0	0.845637583893	0.780869565217	truealn	rho	true	fubar	true	0	0	0	0
11	0.178217821782	0.0031847133758	0.821782178218	0.797590361446	refaln	rho	zero	fubar	zero	0	0	0	0.17822344644	4.72186154039
11	0.188118811881	0.0031847133758	0.811881188119	0.8	Guidance	rho	ninety	fubar	no	86	3.30769230769	0.00833818111305	0	0
11	0.188118811881	0.0031847133758	0.811881188119	0.8	GuidanceP	rho	ninety	fubar	yes	396	15.2307692308	0.0383944153578	0	0
11	0.188118811881	0.0031847133758	0.811881188119	0.8	Guidance	rho	thirty	fubar	no	86	3.30769230769	0.00833818111305	0	0
11	0.188118811881	0.0031847133758	0.811881188119	0.8	GuidanceP	rho	thirty	fubar	yes	396	15.2307692308	0.0383944153578	0	0
11	0.188118811881	0.0031847133758	0.811881188119	0.8	Guidance	rho	fifty	fubar	no	86	3.30769230769	0.00833818111305	0.17265518992	4.90398116282
11	0.188118811881	0.0031847133758	0.811881188119	0.8	GuidanceP	rho	fifty	fubar	yes	396	15.2307692308	0.0383944153578	0.17515309201	4.81029406269
11	0.188118811881	0.0031847133758	0.811881188119	0.8	Guidance	rho	seventy	fubar	no	86	3.30769230769	0.00833818111305	0	0
11	0.188118811881	0.0031847133758	0.811881188119	0.8	GuidanceP	rho	seventy	fubar	yes	396	15.2307692308	0.0383944153578	0	0
11	0.188118811881	0.0031847133758	0.811881188119	0.8	BMweights	rho	fifty	fubar	no	81	3.11538461538	0.00785340314136	0.1746044591	4.98793680662
11	0.188118811881	0.0031847133758	0.811881188119	0.8	PDweights	rho	fifty	fubar	no	86	3.30769230769	0.00833818111305	0.1748837395	4.87469703453
11	0.188118811881	0.0031847133758	0.811881188119	0.8	BMweightsP	rho	fifty	fubar	yes	349	13.4230769231	0.0338375024239	0.16965078499	4.82666395051
11	0.188118811881	0.0031847133758	0.811881188119	0.8	PDweightsP	rho	fifty	fubar	yes	412	15.8461538462	0.0399457048672	0.16994623806	4.71730030569
12	0.134969325153	0.0	0.865030674847	0.777952755906	truealn	rho	true	fubar	true	0	0	0	0
12	0.2	0.00593471810089	0.8	0.798657718121	refaln	rho	zero	fubar	zero	0	0	0	0.16535862564	4.76205567607
12	0.2	0.00593471810089	0.8	0.798657718121	Guidance	rho	ninety	fubar	no	199	7.65384615385	0.0188446969697	0	0
12	0.2	0.00296735905045	0.8	0.800894854586	GuidanceP	rho	ninety	fubar	yes	454	17.4615384615	0.0429924242424	0	0
12	0.2	0.00593471810089	0.8	0.798657718121	Guidance	rho	thirty	fubar	no	199	7.65384615385	0.0188446969697	0	0
12	0.2	0.00296735905045	0.8	0.800894854586	GuidanceP	rho	thirty	fubar	yes	454	17.4615384615	0.0429924242424	0	0
12	0.2	0.00593471810089	0.8	0.798657718121	Guidance	rho	fifty	fubar	no	199	7.65384615385	0.0188446969697	0.15085487367	4.99920432672
12	0.2	0.00296735905045	0.8	0.800894854586	GuidanceP	rho	fifty	fubar	yes	454	17.4615384615	0.0429924242424	0.15493074164	5.23567661711
12	0.2	0.00593471810089	0.8	0.798657718121	Guidance	rho	seventy	fubar	no	199	7.65384615385	0.0188446969697	0	0
12	0.2	0.00296735905045	0.8	0.800894854586	GuidanceP	rho	seventy	fubar	yes	454	17.4615384615	0.0429924242424	0	0
12	0.2	0.00593471810089	0.8	0.798657718121	BMweights	rho	fifty	fubar	no	187	7.19230769231	0.0177083333333	0.16181811119	4.74711834422
12	0.2	0.00593471810089	0.8	0.798657718121	PDweights	rho	fifty	fubar	no	199	7.65384615385	0.0188446969697	0.15982899643	4.74164950624
12	0.190909090909	0.00296735905045	0.809090909091	0.798657718121	BMweightsP	rho	fifty	fubar	yes	503	19.3461538462	0.0476325757576	0.15947048523	4.87937711227
12	0.190909090909	0.00296735905045	0.809090909091	0.798657718121	PDweightsP	rho	fifty	fubar	yes	523	20.1153846154	0.0495265151515	0.1590453613	5.05054190574
13	0.179487179487	0.00520833333333	0.820512820513	0.759259259259	truealn	rho	true	fubar	true	0	0	0	0
13	0.195488721805	0.010101010101	0.804511278195	0.744186046512	refaln	rho	zero	fubar	zero	0	0	0	0.20000658037	4.27400877837
13	0.203007518797	0.00673400673401	0.796992481203	0.748837209302	Guidance	rho	ninety	fubar	no	146	5.61538461538	0.0141226542852	0	0
13	0.203007518797	0.00673400673401	0.796992481203	0.748837209302	GuidanceP	rho	ninety	fubar	yes	251	9.65384615385	0.0242793577094	0	0
13	0.203007518797	0.00673400673401	0.796992481203	0.748837209302	Guidance	rho	thirty	fubar	no	146	5.61538461538	0.0141226542852	0	0
13	0.195488721805	0.00673400673401	0.804511278195	0.746511627907	GuidanceP	rho	thirty	fubar	yes	251	9.65384615385	0.0242793577094	0	0
13	0.203007518797	0.00673400673401	0.796992481203	0.748837209302	Guidance	rho	fifty	fubar	no	146	5.61538461538	0.0141226542852	0.20157556237	4.43425471553
13	0.203007518797	0.00673400673401	0.796992481203	0.748837209302	GuidanceP	rho	fifty	fubar	yes	251	9.65384615385	0.0242793577094	0.20287805047	4.39758464496
13	0.195488721805	0.00673400673401	0.804511278195	0.746511627907	Guidance	rho	seventy	fubar	no	146	5.61538461538	0.0141226542852	0	0
13	0.195488721805	0.00673400673401	0.804511278195	0.746511627907	GuidanceP	rho	seventy	fubar	yes	251	9.65384615385	0.0242793577094	0	0
13	0.203007518797	0.00673400673401	0.796992481203	0.748837209302	BMweights	rho	fifty	fubar	no	160	6.15384615385	0.0154768814084	0.20128248801	4.31626830423
13	0.195488721805	0.00673400673401	0.804511278195	0.746511627907	PDweights	rho	fifty	fubar	no	160	6.15384615385	0.0154768814084	0.2063804971	4.33692795664
13	0.195488721805	0.00673400673401	0.804511278195	0.746511627907	BMweightsP	rho	fifty	fubar	yes	255	9.80769230769	0.0246662797446	0.19950521277	4.65178178328
13	0.195488721805	0.00673400673401	0.804511278195	0.746511627907	PDweightsP	rho	fifty	fubar	yes	265	10.1923076923	0.0256335848327	0.1977321331	4.37175582186
14	0.13	0.00208333333333	0.87	0.742647058824	truealn	rho	true	fubar	true	0	0	0	0
14	0.158273381295	0.0096463022508	0.841726618705	0.733333333333	refaln	rho	zero	fubar	zero	0	0	0	0.20956582063	4.03103496184
14	0.158273381295	0.0064308681672	0.841726618705	0.735555555556	Guidance	rho	ninety	fubar	no	181	6.96153846154	0.0169634489222	0	0
14	0.151079136691	0.0064308681672	0.848920863309	0.733333333333	GuidanceP	rho	ninety	fubar	yes	528	20.3076923077	0.0494845360825	0	0
14	0.158273381295	0.0064308681672	0.841726618705	0.735555555556	Guidance	rho	thirty	fubar	no	181	6.96153846154	0.0169634489222	0	0
14	0.151079136691	0.0064308681672	0.848920863309	0.733333333333	GuidanceP	rho	thirty	fubar	yes	528	20.3076923077	0.0494845360825	0	0
14	0.158273381295	0.0064308681672	0.841726618705	0.735555555556	Guidance	rho	fifty	fubar	no	181	6.96153846154	0.0169634489222	0.2064631995	4.0429695602
14	0.151079136691	0.0064308681672	0.848920863309	0.733333333333	GuidanceP	rho	fifty	fubar	yes	528	20.3076923077	0.0494845360825	0.21229367635	4.02312980993
14	0.158273381295	0.0064308681672	0.841726618705	0.735555555556	Guidance	rho	seventy	fubar	no	181	6.96153846154	0.0169634489222	0	0
14	0.151079136691	0.0064308681672	0.848920863309	0.733333333333	GuidanceP	rho	seventy	fubar	yes	528	20.3076923077	0.0494845360825	0	0
14	0.158273381295	0.0096463022508	0.841726618705	0.733333333333	BMweights	rho	fifty	fubar	no	179	6.88461538462	0.0167760074977	0.20976870166	3.9248914879
14	0.158273381295	0.0064308681672	0.841726618705	0.735555555556	PDweights	rho	fifty	fubar	no	181	6.96153846154	0.0169634489222	0.2003331779	4.12867516388
14	0.151079136691	0.0064308681672	0.848920863309	0.733333333333	BMweightsP	rho	fifty	fubar	yes	504	19.3846153846	0.0472352389878	0.20537318962	4.20869157571
14	0.151079136691	0.0064308681672	0.848920863309	0.733333333333	PDweightsP	rho	fifty	fubar	yes	544	20.9230769231	0.0509840674789	0.20506329501	4.08941041468
15	0.170588235294	0.0024154589372	0.829411764706	0.756849315068	truealn	rho	true	fubar	true	0	0	0	0
15	0.2	0.00606060606061	0.8	0.763440860215	refaln	rho	zero	fubar	zero	0	0	0	0.19586256054	4.10459579203
