count	tprate	fprate		fnrate	accuracy	case	gene	mask	method	penal	num_masked	ave_masked	perc_masked	prior	omega
11	0.217054263566	0.0	0.782945736434	0.812441968431	truealn	prk	true	fubar	true	0	0	0	0
11	0.444444444444	0.00277008310249	0.555555555556	0.869936034115	refaln	prk	zero	fubar	zero	0	0	0	0.2493255482	4.05283913149
11	0.462962962963	0.00554016620499	0.537037037037	0.872068230277	Guidance	prk	ninety	fubar	no	725	12.0833333333	0.0297765730245	0	0
11	0.425925925926	0.00277008310249	0.574074074074	0.865671641791	GuidanceP	prk	ninety	fubar	yes	2634	43.9	0.108181370133	0	0
11	0.462962962963	0.00554016620499	0.537037037037	0.872068230277	Guidance	prk	thirty	fubar	no	725	12.0833333333	0.0297765730245	0	0
11	0.425925925926	0.00277008310249	0.574074074074	0.865671641791	GuidanceP	prk	thirty	fubar	yes	2634	43.9	0.108181370133	0	0
11	0.462962962963	0.00554016620499	0.537037037037	0.872068230277	Guidance	prk	fifty	fubar	no	725	12.0833333333	0.0297765730245	0.23127819725	4.10004351086
11	0.425925925926	0.00554016620499	0.574074074074	0.863539445629	GuidanceP	prk	fifty	fubar	yes	2634	43.9	0.108181370133	0.22495441707	4.15694248879
11	0.462962962963	0.00554016620499	0.537037037037	0.872068230277	Guidance	prk	seventy	fubar	no	725	12.0833333333	0.0297765730245	0	0
11	0.425925925926	0.00277008310249	0.574074074074	0.865671641791	GuidanceP	prk	seventy	fubar	yes	2634	43.9	0.108181370133	0	0
11	0.462962962963	0.00554016620499	0.537037037037	0.872068230277	BMweights	prk	fifty	fubar	no	687	11.45	0.0282158698866	0.24196573988	4.14475251746
11	0.462962962963	0.00554016620499	0.537037037037	0.872068230277	PDweights	prk	fifty	fubar	no	821	13.6833333333	0.0337194020043	0.23866813791	3.96421759767
11	0.425925925926	0.00277008310249	0.574074074074	0.865671641791	BMweightsP	prk	fifty	fubar	yes	2532	42.2	0.103992114342	0.21760517824	4.0832637036
11	0.416666666667	0.00277008310249	0.583333333333	0.863539445629	PDweightsP	prk	fifty	fubar	yes	2768	46.1333333333	0.113684902251	0.22297208743	4.05462155935
12	0.180076628352	0.0	0.819923371648	0.776150627615	truealn	prk	true	fubar	true	0	0	0	0
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	refaln	prk	zero	fubar	zero	0	0	0	0.25005060223	4.24604731235
12	0.333333333333	0.0171821305842	0.666666666667	0.80701754386	Guidance	prk	ninety	fubar	no	475	7.91666666667	0.0233025902669	0	0
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	GuidanceP	prk	ninety	fubar	yes	1723	28.7166666667	0.0845270800628	0	0
12	0.342592592593	0.0171821305842	0.657407407407	0.809523809524	Guidance	prk	thirty	fubar	no	475	7.91666666667	0.0233025902669	0	0
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	GuidanceP	prk	thirty	fubar	yes	1723	28.7166666667	0.0845270800628	0	0
12	0.333333333333	0.0171821305842	0.666666666667	0.80701754386	Guidance	prk	fifty	fubar	no	475	7.91666666667	0.0233025902669	0.2330454882	4.35125759082
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	GuidanceP	prk	fifty	fubar	yes	1723	28.7166666667	0.0845270800628	0.2201343943	4.42199972865
12	0.333333333333	0.0171821305842	0.666666666667	0.80701754386	Guidance	prk	seventy	fubar	no	475	7.91666666667	0.0233025902669	0	0
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	GuidanceP	prk	seventy	fubar	yes	1723	28.7166666667	0.0845270800628	0	0
12	0.342592592593	0.0171821305842	0.657407407407	0.809523809524	BMweights	prk	fifty	fubar	no	438	7.3	0.0214874411303	0.2375773928	4.21157793866
12	0.333333333333	0.0171821305842	0.666666666667	0.80701754386	PDweights	prk	fifty	fubar	no	550	9.16666666667	0.0269819466248	0.2299008135	4.29365973051
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	BMweightsP	prk	fifty	fubar	yes	1755	29.25	0.0860969387755	0.21411152003	4.37217509443
12	0.324074074074	0.0171821305842	0.675925925926	0.804511278195	PDweightsP	prk	fifty	fubar	yes	1840	30.6666666667	0.0902668759812	0.21768694429	4.18163066284
13	0.167346938776	0.00295420974889	0.832653061224	0.776572668113	truealn	prk	true	fubar	true	0	0	0	0
13	0.36	0.00326797385621	0.64	0.839901477833	refaln	prk	zero	fubar	zero	0	0	0	0.22709171295	3.64495207198
13	0.37	0.00653594771242	0.63	0.839901477833	Guidance	prk	ninety	fubar	no	555	9.25	0.0247502675705	0	0
13	0.36	0.00326797385621	0.64	0.839901477833	GuidanceP	prk	ninety	fubar	yes	1745	29.0833333333	0.0778184088477	0	0
13	0.36	0.00653594771242	0.64	0.837438423645	Guidance	prk	thirty	fubar	no	555	9.25	0.0247502675705	0	0
13	0.36	0.00653594771242	0.64	0.837438423645	GuidanceP	prk	thirty	fubar	yes	1745	29.0833333333	0.0778184088477	0	0
13	0.37	0.00653594771242	0.63	0.839901477833	Guidance	prk	fifty	fubar	no	555	9.25	0.0247502675705	0.22578609879	3.74541901691
13	0.36	0.00653594771242	0.64	0.837438423645	GuidanceP	prk	fifty	fubar	yes	1745	29.0833333333	0.0778184088477	0.20863338142	4.2655552475
13	0.36	0.00653594771242	0.64	0.837438423645	Guidance	prk	seventy	fubar	no	555	9.25	0.0247502675705	0	0
13	0.36	0.00326797385621	0.64	0.839901477833	GuidanceP	prk	seventy	fubar	yes	1745	29.0833333333	0.0778184088477	0	0
13	0.36	0.00653594771242	0.64	0.837438423645	BMweights	prk	fifty	fubar	no	559	9.31666666667	0.0249286478773	0.22602387412	3.85928645495
13	0.36	0.00653594771242	0.64	0.837438423645	PDweights	prk	fifty	fubar	no	752	12.5333333333	0.0335354976811	0.2254175229	3.87387797969
13	0.35	0.00653594771242	0.65	0.834975369458	BMweightsP	prk	fifty	fubar	yes	1890	31.5	0.0842846949697	0.21210169439	4.0956637217
13	0.36	0.00653594771242	0.64	0.837438423645	PDweightsP	prk	fifty	fubar	yes	2212	36.8666666667	0.0986443096682	0.21761326269	3.99519306453
14	0.158620689655	0.0	0.841379310345	0.753535353535	truealn	prk	true	fubar	true	0	0	0	0
14	0.305970149254	0.00322580645161	0.694029850746	0.788288288288	refaln	prk	zero	fubar	zero	0	0	0	0.2330244325	3.72630818666
14	0.335820895522	0.00322580645161	0.664179104478	0.797297297297	Guidance	prk	ninety	fubar	no	408	6.8	0.0166469460198	0	0
14	0.34328358209	0.00322580645161	0.65671641791	0.79954954955	GuidanceP	prk	ninety	fubar	yes	1489	24.8166666667	0.0607531927047	0	0
14	0.335820895522	0.00322580645161	0.664179104478	0.797297297297	Guidance	prk	thirty	fubar	no	408	6.8	0.0166469460198	0	0
14	0.34328358209	0.00322580645161	0.65671641791	0.79954954955	GuidanceP	prk	thirty	fubar	yes	1489	24.8166666667	0.0607531927047	0	0
14	0.328358208955	0.00322580645161	0.671641791045	0.795045045045	Guidance	prk	fifty	fubar	no	408	6.8	0.0166469460198	0.2283040364	3.70209215378
14	0.34328358209	0.00322580645161	0.65671641791	0.79954954955	GuidanceP	prk	fifty	fubar	yes	1489	24.8166666667	0.0607531927047	0.20557961575	4.0077043183
14	0.335820895522	0.00322580645161	0.664179104478	0.797297297297	Guidance	prk	seventy	fubar	no	408	6.8	0.0166469460198	0	0
14	0.34328358209	0.00322580645161	0.65671641791	0.79954954955	GuidanceP	prk	seventy	fubar	yes	1489	24.8166666667	0.0607531927047	0	0
14	0.328358208955	0.00322580645161	0.671641791045	0.795045045045	BMweights	prk	fifty	fubar	no	396	6.6	0.0161573299604	0.23433055094	3.6699129535
14	0.328358208955	0.00322580645161	0.671641791045	0.795045045045	PDweights	prk	fifty	fubar	no	452	7.53333333333	0.0184422049043	0.22835844667	3.725862348
14	0.34328358209	0.00322580645161	0.65671641791	0.79954954955	BMweightsP	prk	fifty	fubar	yes	1456	24.2666666667	0.0594067485414	0.20976337615	4.07684736529
14	0.34328358209	0.00322580645161	0.65671641791	0.79954954955	PDweightsP	prk	fifty	fubar	yes	1497	24.95	0.061079603411	0.20869390637	3.82289807842
15	0.184971098266	0.00119189511323	0.815028901734	0.761181434599	truealn	prk	true	fubar	true	0	0	0	0
15	0.321917808219	0.0188172043011	0.678082191781	0.795366795367	refaln	prk	zero	fubar	zero	0	0	0	0.2834830467	4.07012551007
15	0.328767123288	0.0134408602151	0.671232876712	0.801158301158	Guidance	prk	ninety	fubar	no	664	11.0666666667	0.0257314473939	0	0
15	0.349315068493	0.010752688172	0.650684931507	0.80888030888	GuidanceP	prk	ninety	fubar	yes	2109	35.15	0.0817283472195	0	0
15	0.328767123288	0.0134408602151	0.671232876712	0.801158301158	Guidance	prk	thirty	fubar	no	664	11.0666666667	0.0257314473939	0	0
15	0.342465753425	0.010752688172	0.657534246575	0.80694980695	GuidanceP	prk	thirty	fubar	yes	2109	35.15	0.0817283472195	0	0
15	0.328767123288	0.0134408602151	0.671232876712	0.801158301158	Guidance	prk	fifty	fubar	no	664	11.0666666667	0.0257314473939	0.26328887379	3.86627771188
15	0.342465753425	0.010752688172	0.657534246575	0.80694980695	GuidanceP	prk	fifty	fubar	yes	2109	35.15	0.0817283472195	0.23127948098	3.98568289413
15	0.328767123288	0.0134408602151	0.671232876712	0.801158301158	Guidance	prk	seventy	fubar	no	664	11.0666666667	0.0257314473939	0	0
15	0.342465753425	0.010752688172	0.657534246575	0.80694980695	GuidanceP	prk	seventy	fubar	yes	2109	35.15	0.0817283472195	0	0
15	0.328767123288	0.0161290322581	0.671232876712	0.799227799228	BMweights	prk	fifty	fubar	no	657	10.95	0.0254601821352	0.26455330512	3.84104048682
15	0.328767123288	0.0134408602151	0.671232876712	0.801158301158	PDweights	prk	fifty	fubar	no	744	12.4	0.0288316217787	0.2665305183	3.90932428898
15	0.328767123288	0.010752688172	0.671232876712	0.803088803089	BMweightsP	prk	fifty	fubar	yes	2185	36.4166666667	0.0846735128851	0.22827862083	3.873585458
15	0.342465753425	0.010752688172	0.657534246575	0.80694980695	PDweightsP	prk	fifty	fubar	yes	2206	36.7666666667	0.0854873086611	0.22884914109	3.81943973432
16	0.167721518987	0.00131752305665	0.832278481013	0.754418604651	truealn	prk	true	fubar	true	0	0	0	0
16	0.258333333333	0.00589970501475	0.741666666667	0.80174291939	refaln	prk	zero	fubar	zero	0	0	0	0.24603239009	3.3966247579
16	0.283333333333	0.00589970501475	0.716666666667	0.808278867102	Guidance	prk	ninety	fubar	no	600	10.0	0.0251857448684	0	0
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	GuidanceP	prk	ninety	fubar	yes	2418	40.3	0.10149855182	0	0
16	0.275	0.00589970501475	0.725	0.806100217865	Guidance	prk	thirty	fubar	no	600	10.0	0.0251857448684	0	0
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	GuidanceP	prk	thirty	fubar	yes	2418	40.3	0.10149855182	0	0
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	Guidance	prk	fifty	fubar	no	600	10.0	0.0251857448684	0.22849055954	3.51617055125
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	GuidanceP	prk	fifty	fubar	yes	2418	40.3	0.10149855182	0.21485976573	3.83603077285
16	0.275	0.00589970501475	0.725	0.806100217865	Guidance	prk	seventy	fubar	no	600	10.0	0.0251857448684	0	0
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	GuidanceP	prk	seventy	fubar	yes	2418	40.3	0.10149855182	0	0
16	0.275	0.00589970501475	0.725	0.806100217865	BMweights	prk	fifty	fubar	no	577	9.61666666667	0.0242202913151	0.23299192872	3.40890667897
16	0.275	0.00589970501475	0.725	0.806100217865	PDweights	prk	fifty	fubar	no	748	12.4666666667	0.0313982286026	0.22988360984	3.58977390491
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	BMweightsP	prk	fifty	fubar	yes	2575	42.9166666667	0.108088821727	0.22074352716	3.96964736682
16	0.291666666667	0.00589970501475	0.708333333333	0.81045751634	PDweightsP	prk	fifty	fubar	yes	2658	44.3	0.111572849767	0.21719097902	3.81541280418
17	0.210526315789	0.00278551532033	0.789473684211	0.773678963111	truealn	prk	true	fubar	true	0	0	0	0
17	0.426229508197	0.00299401197605	0.573770491803	0.844298245614	refaln	prk	zero	fubar	zero	0	0	0	0.25439827789	3.96048426972
17	0.434426229508	0.00299401197605	0.565573770492	0.84649122807	Guidance	prk	ninety	fubar	no	516	8.6	0.0214232334136	0	0
17	0.401639344262	0.00299401197605	0.598360655738	0.837719298246	GuidanceP	prk	ninety	fubar	yes	2419	40.3166666667	0.1004317861	0	0
17	0.434426229508	0.00299401197605	0.565573770492	0.84649122807	Guidance	prk	thirty	fubar	no	516	8.6	0.0214232334136	0	0
17	0.401639344262	0.00299401197605	0.598360655738	0.837719298246	GuidanceP	prk	thirty	fubar	yes	2419	40.3166666667	0.1004317861	0	0
17	0.434426229508	0.00299401197605	0.565573770492	0.84649122807	Guidance	prk	fifty	fubar	no	516	8.6	0.0214232334136	0.24210078071	4.0519295011
17	0.401639344262	0.00299401197605	0.598360655738	0.837719298246	GuidanceP	prk	fifty	fubar	yes	2419	40.3166666667	0.1004317861	0.22115327238	4.20173836049
17	0.434426229508	0.00299401197605	0.565573770492	0.84649122807	Guidance	prk	seventy	fubar	no	516	8.6	0.0214232334136	0	0
17	0.401639344262	0.00299401197605	0.598360655738	0.837719298246	GuidanceP	prk	seventy	fubar	yes	2419	40.3166666667	0.1004317861	0	0
17	0.434426229508	0.00299401197605	0.565573770492	0.84649122807	BMweights	prk	fifty	fubar	no	492	8.2	0.0204268039525	0.2378440534	4.29187341583
17	0.434426229508	0.00299401197605	0.565573770492	0.84649122807	PDweights	prk	fifty	fubar	no	667	11.1166666667	0.0276924354397	0.2376261354	4.16216853056
17	0.401639344262	0.00299401197605	0.598360655738	0.837719298246	BMweightsP	prk	fifty	fubar	yes	2392	39.8666666667	0.0993108029561	0.21762863918	4.20300306479
17	0.401639344262	0.00299401197605	0.598360655738	0.837719298246	PDweightsP	prk	fifty	fubar	yes	2429	40.4833333333	0.100846965042	0.21468385581	4.21230484929
18	0.2	0.00281690140845	0.8	0.786528497409	truealn	prk	true	fubar	true	0	0	0	0
18	0.296875	0.0258620689655	0.703125	0.792016806723	refaln	prk	zero	fubar	zero	0	0	0	0.22667206352	3.91073842607
18	0.28125	0.0258620689655	0.71875	0.78781512605	Guidance	prk	ninety	fubar	no	402	6.7	0.0160255132549	0	0
18	0.2578125	0.0258620689655	0.7421875	0.781512605042	GuidanceP	prk	ninety	fubar	yes	2360	39.3333333333	0.0940801275663	0	0
18	0.28125	0.0258620689655	0.71875	0.78781512605	Guidance	prk	thirty	fubar	no	402	6.7	0.0160255132549	0	0
18	0.2578125	0.0258620689655	0.7421875	0.781512605042	GuidanceP	prk	thirty	fubar	yes	2360	39.3333333333	0.0940801275663	0	0
18	0.28125	0.0258620689655	0.71875	0.78781512605	Guidance	prk	fifty	fubar	no	402	6.7	0.0160255132549	0.2225283852	4.12624658477
18	0.2578125	0.0258620689655	0.7421875	0.781512605042	GuidanceP	prk	fifty	fubar	yes	2360	39.3333333333	0.0940801275663	0.18292803648	4.2372269299
18	0.28125	0.0258620689655	0.71875	0.78781512605	Guidance	prk	seventy	fubar	no	402	6.7	0.0160255132549	0	0
18	0.2578125	0.0258620689655	0.7421875	0.781512605042	GuidanceP	prk	seventy	fubar	yes	2360	39.3333333333	0.0940801275663	0	0
18	0.28125	0.0258620689655	0.71875	0.78781512605	BMweights	prk	fifty	fubar	no	400	6.66666666667	0.0159457843333	0.22380766482	4.16654244769
18	0.28125	0.0258620689655	0.71875	0.78781512605	PDweights	prk	fifty	fubar	no	494	8.23333333333	0.0196930436516	0.2203919127	4.27909557814
18	0.2578125	0.0229885057471	0.7421875	0.783613445378	BMweightsP	prk	fifty	fubar	yes	2392	39.8666666667	0.0953557903129	0.19193472229	4.17553416153
18	0.2578125	0.0229885057471	0.7421875	0.783613445378	PDweightsP	prk	fifty	fubar	yes	2932	48.8666666667	0.116882599163	0.19591442949	4.1678285127
19	0.14950166113	0.00296735905045	0.85049833887	0.735384615385	truealn	prk	true	fubar	true	0	0	0	0
19	0.325396825397	0.0106382978723	0.674603174603	0.78431372549	refaln	prk	zero	fubar	zero	0	0	0	0.2357138497	4.18010218627
19	0.31746031746	0.00709219858156	0.68253968254	0.78431372549	Guidance	prk	ninety	fubar	no	568	9.46666666667	0.0257188136744	0	0
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	GuidanceP	prk	ninety	fubar	yes	1579	26.3166666667	0.0714964908309	0	0
19	0.31746031746	0.00709219858156	0.68253968254	0.78431372549	Guidance	prk	thirty	fubar	no	568	9.46666666667	0.0257188136744	0	0
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	GuidanceP	prk	thirty	fubar	yes	1579	26.3166666667	0.0714964908309	0	0
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	Guidance	prk	fifty	fubar	no	568	9.46666666667	0.0257188136744	0.2338244931	4.23912305669
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	GuidanceP	prk	fifty	fubar	yes	1579	26.3166666667	0.0714964908309	0.2157558955	4.09020319572
19	0.31746031746	0.00709219858156	0.68253968254	0.78431372549	Guidance	prk	seventy	fubar	no	568	9.46666666667	0.0257188136744	0	0
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	GuidanceP	prk	seventy	fubar	yes	1579	26.3166666667	0.0714964908309	0	0
19	0.31746031746	0.00709219858156	0.68253968254	0.78431372549	BMweights	prk	fifty	fubar	no	566	9.43333333333	0.0256282544714	0.2438743697	4.27700991876
19	0.31746031746	0.00709219858156	0.68253968254	0.78431372549	PDweights	prk	fifty	fubar	no	717	11.95	0.0324654743038	0.2324948588	4.2985303975
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	BMweightsP	prk	fifty	fubar	yes	1701	28.35	0.0770206022187	0.21345042835	4.17185199449
19	0.309523809524	0.00709219858156	0.690476190476	0.781862745098	PDweightsP	prk	fifty	fubar	yes	1705	28.4166666667	0.0772017206249	0.21504836753	4.14801647966
20	0.180212014134	0.00129198966408	0.819787985866	0.779564806055	truealn	prk	true	fubar	true	0	0	0	0
20	0.338983050847	0.0151057401813	0.661016949153	0.815144766147	refaln	prk	zero	fubar	zero	0	0	0	0.23376832569	3.60952674488
20	0.338983050847	0.012084592145	0.661016949153	0.817371937639	Guidance	prk	ninety	fubar	no	565	9.41666666667	0.0232156798291	0	0
20	0.322033898305	0.012084592145	0.677966101695	0.812917594655	GuidanceP	prk	ninety	fubar	yes	1708	28.4666666667	0.0701812055718	0	0
20	0.338983050847	0.012084592145	0.661016949153	0.817371937639	Guidance	prk	thirty	fubar	no	565	9.41666666667	0.0232156798291	0	0
20	0.322033898305	0.012084592145	0.677966101695	0.812917594655	GuidanceP	prk	thirty	fubar	yes	1708	28.4666666667	0.0701812055718	0	0
20	0.338983050847	0.012084592145	0.661016949153	0.817371937639	Guidance	prk	fifty	fubar	no	565	9.41666666667	0.0232156798291	0.23335699255	3.5669714807
20	0.322033898305	0.012084592145	0.677966101695	0.812917594655	GuidanceP	prk	fifty	fubar	yes	1708	28.4666666667	0.0701812055718	0.21744118482	3.85342554812
20	0.338983050847	0.012084592145	0.661016949153	0.817371937639	Guidance	prk	seventy	fubar	no	565	9.41666666667	0.0232156798291	0	0
20	0.322033898305	0.012084592145	0.677966101695	0.812917594655	GuidanceP	prk	seventy	fubar	yes	1708	28.4666666667	0.0701812055718	0	0
20	0.338983050847	0.012084592145	0.661016949153	0.817371937639	BMweights	prk	fifty	fubar	no	546	9.1	0.0224349755516	0.23374131941	3.4494092171
20	0.338983050847	0.012084592145	0.661016949153	0.817371937639	PDweights	prk	fifty	fubar	no	591	9.85	0.0242840119982	0.22659473983	3.55063875264
20	0.322033898305	0.012084592145	0.677966101695	0.812917594655	BMweightsP	prk	fifty	fubar	yes	1501	25.0166666667	0.0616756379176	0.21589993436	3.9552004274
20	0.322033898305	0.012084592145	0.677966101695	0.812917594655	PDweightsP	prk	fifty	fubar	yes	2143	35.7166666667	0.0880552245552	0.22359066374	3.97121337402
21	0.167741935484	0.0	0.832258064516	0.77408056042	truealn	prk	true	fubar	true	0	0	0	0
21	0.326388888889	0.0028328611898	0.673611111111	0.802816901408	refaln	prk	zero	fubar	zero	0	0	0	0.25524938578	3.63020845092
21	0.319444444444	0.0028328611898	0.680555555556	0.800804828974	Guidance	prk	ninety	fubar	no	823	13.7166666667	0.034526156815	0	0
21	0.284722222222	0.0028328611898	0.715277777778	0.790744466801	GuidanceP	prk	ninety	fubar	yes	2528	42.1333333333	0.106053614129	0	0
21	0.319444444444	0.0028328611898	0.680555555556	0.800804828974	Guidance	prk	thirty	fubar	no	823	13.7166666667	0.034526156815	0	0
21	0.284722222222	0.0028328611898	0.715277777778	0.790744466801	GuidanceP	prk	thirty	fubar	yes	2528	42.1333333333	0.106053614129	0	0
21	0.319444444444	0.0028328611898	0.680555555556	0.800804828974	Guidance	prk	fifty	fubar	no	823	13.7166666667	0.034526156815	0.24273839761	3.66511429284
21	0.284722222222	0.0028328611898	0.715277777778	0.790744466801	GuidanceP	prk	fifty	fubar	yes	2528	42.1333333333	0.106053614129	0.21848801704	3.96886934537
21	0.319444444444	0.0028328611898	0.680555555556	0.800804828974	Guidance	prk	seventy	fubar	no	823	13.7166666667	0.034526156815	0	0
21	0.284722222222	0.0028328611898	0.715277777778	0.790744466801	GuidanceP	prk	seventy	fubar	yes	2528	42.1333333333	0.106053614129	0	0
21	0.319444444444	0.0028328611898	0.680555555556	0.800804828974	BMweights	prk	fifty	fubar	no	771	12.85	0.0323446742459	0.24517264093	3.65227242438
21	0.3125	0.0028328611898	0.6875	0.798792756539	PDweights	prk	fifty	fubar	no	1012	16.8666666667	0.042455006922	0.24400892768	3.71888068306
21	0.284722222222	0.0028328611898	0.715277777778	0.790744466801	BMweightsP	prk	fifty	fubar	yes	2512	41.8666666667	0.105382388723	0.21519052382	3.81473147705
21	0.284722222222	0.0028328611898	0.715277777778	0.790744466801	PDweightsP	prk	fifty	fubar	yes	2802	46.7	0.117548349205	0.21542702491	4.14198756055
22	0.144876325088	0.00238663484487	0.855123674912	0.78233719893	truealn	prk	true	fubar	true	0	0	0	0
22	0.311320754717	0.00900900900901	0.688679245283	0.826879271071	refaln	prk	zero	fubar	zero	0	0	0	0.242574072	4.12414059073
22	0.320754716981	0.00600600600601	0.679245283019	0.831435079727	Guidance	prk	ninety	fubar	no	704	11.7333333333	0.0325368581596	0	0
22	0.301886792453	0.00600600600601	0.698113207547	0.826879271071	GuidanceP	prk	ninety	fubar	yes	2896	48.2666666667	0.133844802884	0	0
22	0.320754716981	0.00600600600601	0.679245283019	0.831435079727	Guidance	prk	thirty	fubar	no	704	11.7333333333	0.0325368581596	0	0
22	0.301886792453	0.00600600600601	0.698113207547	0.826879271071	GuidanceP	prk	thirty	fubar	yes	2896	48.2666666667	0.133844802884	0	0
22	0.320754716981	0.00600600600601	0.679245283019	0.831435079727	Guidance	prk	fifty	fubar	no	704	11.7333333333	0.0325368581596	0.21877973287	4.16653915222
22	0.301886792453	0.00600600600601	0.698113207547	0.826879271071	GuidanceP	prk	fifty	fubar	yes	2896	48.2666666667	0.133844802884	0.20212204451	4.17728718517
22	0.320754716981	0.00600600600601	0.679245283019	0.831435079727	Guidance	prk	seventy	fubar	no	704	11.7333333333	0.0325368581596	0	0
22	0.301886792453	0.00600600600601	0.698113207547	0.826879271071	GuidanceP	prk	seventy	fubar	yes	2896	48.2666666667	0.133844802884	0	0
22	0.320754716981	0.00600600600601	0.679245283019	0.831435079727	BMweights	prk	fifty	fubar	no	772	12.8666666667	0.0356796228682	0.21968060677	4.14731994868
22	0.320754716981	0.003003003003	0.679245283019	0.833712984055	PDweights	prk	fifty	fubar	no	901	15.0166666667	0.041641632389	0.2188419486	4.15532949301
22	0.301886792453	0.003003003003	0.698113207547	0.829157175399	BMweightsP	prk	fifty	fubar	yes	2377	39.6166666667	0.109858113417	0.18544023208	4.23480511223
22	0.311320754717	0.00600600600601	0.688679245283	0.829157175399	PDweightsP	prk	fifty	fubar	yes	3107	51.7833333333	0.143596616906	0.19659535139	4.55226266504
23	0.150183150183	0.0	0.849816849817	0.779467680608	truealn	prk	true	fubar	true	0	0	0	0
23	0.280701754386	0.00597014925373	0.719298245614	0.812917594655	refaln	prk	zero	fubar	zero	0	0	0	0.2230669218	4.38065298107
23	0.289473684211	0.00597014925373	0.710526315789	0.815144766147	Guidance	prk	ninety	fubar	no	574	9.56666666667	0.0257699560025	0	0
23	0.280701754386	0.00298507462687	0.719298245614	0.815144766147	GuidanceP	prk	ninety	fubar	yes	2080	34.6666666667	0.0933824189638	0	0
23	0.289473684211	0.00597014925373	0.710526315789	0.815144766147	Guidance	prk	thirty	fubar	no	574	9.56666666667	0.0257699560025	0	0
23	0.280701754386	0.00298507462687	0.719298245614	0.815144766147	GuidanceP	prk	thirty	fubar	yes	2080	34.6666666667	0.0933824189638	0	0
23	0.298245614035	0.00597014925373	0.701754385965	0.817371937639	Guidance	prk	fifty	fubar	no	574	9.56666666667	0.0257699560025	0.21747380002	4.36029206148
23	0.280701754386	0.00298507462687	0.719298245614	0.815144766147	GuidanceP	prk	fifty	fubar	yes	2080	34.6666666667	0.0933824189638	0.1832833349	4.71962067881
23	0.289473684211	0.00597014925373	0.710526315789	0.815144766147	Guidance	prk	seventy	fubar	no	574	9.56666666667	0.0257699560025	0	0
23	0.280701754386	0.00298507462687	0.719298245614	0.815144766147	GuidanceP	prk	seventy	fubar	yes	2080	34.6666666667	0.0933824189638	0	0
23	0.280701754386	0.00597014925373	0.719298245614	0.812917594655	BMweights	prk	fifty	fubar	no	630	10.5	0.0282840980515	0.21934151302	4.42940490488
23	0.289473684211	0.00298507462687	0.710526315789	0.817371937639	PDweights	prk	fifty	fubar	no	754	12.5666666667	0.0338511268744	0.2132089478	4.65816369166
23	0.263157894737	0.00597014925373	0.736842105263	0.80846325167	BMweightsP	prk	fifty	fubar	yes	2226	37.1	0.0999371464488	0.18504766403	4.6211185112
23	0.263157894737	0.00298507462687	0.736842105263	0.810690423163	PDweightsP	prk	fifty	fubar	yes	2321	38.6833333333	0.104202208853	0.18891931671	4.62384492306
24	0.13707165109	0.0012285012285	0.86292834891	0.755066079295	truealn	prk	true	fubar	true	0	0	0	0
24	0.276119402985	0.00819672131148	0.723880597015	0.8	refaln	prk	zero	fubar	zero	0	0	0	0.25133038946	3.63019440474
24	0.283582089552	0.00819672131148	0.716417910448	0.802	Guidance	prk	ninety	fubar	no	577	9.61666666667	0.021533868259	0	0
24	0.268656716418	0.0109289617486	0.731343283582	0.796	GuidanceP	prk	ninety	fubar	yes	1907	31.7833333333	0.0711699944019	0	0
24	0.283582089552	0.00819672131148	0.716417910448	0.802	Guidance	prk	thirty	fubar	no	577	9.61666666667	0.021533868259	0	0
24	0.268656716418	0.0109289617486	0.731343283582	0.796	GuidanceP	prk	thirty	fubar	yes	1907	31.7833333333	0.0711699944019	0	0
24	0.283582089552	0.00819672131148	0.716417910448	0.802	Guidance	prk	fifty	fubar	no	577	9.61666666667	0.021533868259	0.24078611563	3.74114889801
24	0.268656716418	0.0109289617486	0.731343283582	0.796	GuidanceP	prk	fifty	fubar	yes	1907	31.7833333333	0.0711699944019	0.20144429919	3.83333381442
24	0.283582089552	0.00819672131148	0.716417910448	0.802	Guidance	prk	seventy	fubar	no	577	9.61666666667	0.021533868259	0	0
24	0.268656716418	0.0109289617486	0.731343283582	0.796	GuidanceP	prk	seventy	fubar	yes	1907	31.7833333333	0.0711699944019	0	0
